,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.2499999999999999,0.30329991,61134435150.84093,57988585605.138275,-3145849545.702652,-5.145789828499591,-314584.9545702652,-95413.58840851553,-40361.4635057278,-354946.418075993
ETH,0.2499999999999999,190.70222461,87733269.97123985,92227203.07030682,4493933.099066973,5.122267870033959,449.3933099066973,85700.30392405833,-64.19237255249934,385.200937354198
EOS,0.1634317562316472,3.40904287,3316695215.389124,3372708240.7523704,56013025.36324644,1.6888203987919015,5601.302536324644,19095.080474170445,-2347.4868226917433,3253.815713632901
ADA,0.06469518398836534,0.04388896,101980759431.93178,103703031300.06113,1722271868.1293488,1.6888203987919015,172227.18681293487,7558.872112945426,-72179.82762593689,100047.35918699799
XTZ,0.05781181276958615,0.85651336,4669646717.93044,4748508664.254366,78861946.32392597,1.6888203987919015,7886.194632392598,6754.6310622045485,-3305.077320974569,4581.117311418029
NEO,0.037176231413657654,10.59602464,242730294.39874148,246829573.12459505,4099278.7258535624,1.6888203987919015,409.9278725853563,4343.605838537215,-171.7993757536994,238.1284968316569
ETC,0.033885525319255226,4.96378272,472283789.4900135,480259814.46710825,7976024.9770947695,1.6888203987919015,797.602497709477,3959.1254955591417,-334.2724912601457,463.3300064493313
ONT,0.029584705992229232,0.84322768,2427302943.987415,2468295731.2459497,40992787.25853491,1.688820398791857,4099.278725853491,3456.625289674795,-1717.9937575369936,2381.2849683164973
RVN,0.021770782409752495,0.02989715,50378568873.196686,51229372420.946655,850803547.7499695,1.6888203987919015,85080.35477499696,2543.6601287613003,-35656.887020299415,49423.46775469754
XEM,0.013275047722705583,0.04204082,21845726493.45943,22214661578.74526,368935085.28582764,1.6888203987919015,36893.508528582766,1551.033351218613,-15461.943816114954,21431.564712467814
VET,0.012470927615679816,0.00409898,210486641442.40808,214041382779.81943,3554741337.4113464,1.6888203987919015,355474.13374113466,1457.0813647222362,-148977.99919813368,206496.13454300098
DCR,0.011335359247670119,15.66857896,50050365.97083863,50895626.761024155,845260.790185526,1.6888203987919015,84.52607901855261,1324.4035432813907,-35.42459193786921,49.1014870806834
ZRX,0.009818289002598195,0.27984233,2427302943.9874144,2468295731.2459497,40992787.258535385,1.6888203987918793,4099.278725853539,1147.1517099622854,-1717.993757536994,2381.284968316545
QTUM,0.008371737901236439,2.21299377,261720059.98877916,266140041.74960005,4419981.760820895,1.6888203987919015,441.99817608208957,978.1392100210273,-185.23993076212471,256.7582453199649
LSK,0.006412526257954677,0.78937529,562014095.9737769,571505504.6706682,9491408.696891308,1.688820398791946,949.1408696891308,749.2283492617098,-397.7817070269052,551.3591626622256
ZIL,0.004141282309595102,0.00562074,50973319880.91175,51834167705.002045,860847824.0902939,1.6888203987919237,86084.78240902939,483.86017987772783,-36077.83922203194,50006.94318699745
KMD,0.0039015899613367034,0.55601848,485460588.7974829,493659146.2491901,8198557.451707184,1.6888203987919015,819.8557451707185,455.85494524909024,-343.5987515073988,476.2569936633197
NULS,0.0036961564322225363,0.42071862,607799291.623426,618063930.0440749,10264638.420648932,1.6888203987918793,1026.4638420648932,431.8524511134398,-430.1875014946081,596.2763405702851
BTS,0.0035672521705760307,0.02882105,8562993046.039861,8707606619.348513,144613573.30865192,1.6888203987918793,14461.357330865194,416.79150270073234,-6060.705622003088,8400.651708862106
WAVES,0.0028277651895746467,0.81411498,240302991.454754,244361277.39334914,4058285.938595146,1.688820398791946,405.8285938595146,330.3911375733669,-170.08138199616243,235.7472118633522
ARK,0.0026899027613054463,0.20073485,927076093.8519652,942732744.0372603,15656650.185295105,1.6888203987919015,1565.6650185295105,314.2835326447685,-656.1648787781945,909.5001397513159
ARDR,0.0019084800736916016,0.05445026,2424874415.2554398,2465826189.02536,40951773.76992035,1.6888203987919237,4095.177376992035,222.98347292333432,-1716.2748961926097,2378.9024807994256
AION,0.0017426794339152818,0.07747695,1556132487.2207682,1582412770.0971804,26280282.876412153,1.6888203987919015,2628.0282876412152,203.61161624016407,-1101.3977079243627,1526.6305797168525
ELF,0.0016781213787604727,0.08784537,1297345117.8053849,1343938150.9396455,46593033.134260654,3.591413918686359,4659.303313426066,409.29822351013877,-935.4135829845004,3723.8897304415655
WAN,0.0016395233525817248,0.22286841,508944788.3749221,517539951.7795861,8595163.40466398,1.6888203987919015,859.516340466398,191.55904016876477,-360.22037196673716,499.29596849966083
WTC,0.001134576349450759,0.75657924,103121205.731858,105500397.20894785,2379191.477089852,2.307179653500535,237.9191477089852,180.00468795511176,-73.43083793737898,164.48830977160623
NAS,0.0010327847146516188,0.56660474,126104672.22746816,128234353.65587531,2129681.4284071475,1.6888203987919015,212.96814284071476,120.66875920254606,-89.2542235898851,123.71391925082966
