,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.25,0.22212469,57831397479.83325,62733727011.1884,4902329531.355148,8.476934234668398,490232.95313551486,108892.84274301077,422625.2432034281,912858.196338943
ETH,0.25,148.73794309,93044923.75632957,93686314.16714619,641390.4108166248,0.6893341247678597,64.13904108166248,9539.909042251486,631.1469634613198,695.2860045429824
EOS,0.13768223485846096,2.70577396,3338958936.1703515,2836248699.455878,-502710236.7144737,-15.055897551440445,-50271.02367144737,-136022.0267927459,19107.270578379113,-31163.75309306826
XTZ,0.09448084105088919,1.31879987,4700992290.533132,3993215707.369351,-707776583.1637807,-15.055897551440422,-70777.65831637807,-93341.56658654384,26901.53829358386,-43876.12002279422
ADA,0.06154140481514715,0.03933402,102665317706.2391,87208132651.5269,-15457185054.712204,-15.055897551440445,-1545718.5054712205,-60799.322608575094,587504.680928572,-958213.8245426485
NEO,0.034143016362711685,9.16847434,244359651.07720995,207569112.35396793,-36790538.723242015,-15.055897551440422,-3679.0538723242016,-33731.311023882074,1398.3538165119705,-2280.700055812231
ETC,0.028239720296311582,3.89741383,475454051.9759719,403870177.0062972,-71583874.9696747,-15.055897551440445,-7158.387496967471,-27899.198431180102,2720.7969287311203,-4437.59056823635
ONT,0.02309639173045938,0.6202108,2443596510.7720995,2075691123.5396788,-367905387.2324207,-15.055897551440445,-36790.53872324207,-22817.88945397294,13983.538165119706,-22807.000558122363
VET,0.019074147428310026,0.00590663,211899558671.43436,179996178205.90872,-31903380465.525635,-15.055897551440466,-3190338.0465525636,-18844.14641590877,1212600.178790473,-1977737.8677620906
RVN,0.017279263394975784,0.02235623,50716741155.51751,43080880565.71357,-7635860589.80394,-15.055897551440422,-763586.058980394,-17070.905559359257,290227.73703936563,-473358.3219410284
DCR,0.01439181830130087,18.74250262,50386335.151185,42800220.150897175,-7586115.000287823,-15.055897551440411,-758.6115000287824,-14218.278026851583,288.33698095455344,-470.274519074229
XEM,0.012162300797700665,0.03628845,21992368594.50529,18681220109.78142,-3311148484.7238693,-15.0558975514404,-331114.84847238695,-12015.64462304779,125851.84347209381,-205263.00500029314
ZRX,0.009437785111106321,0.25343423,2443596510.772099,2075691123.5396793,-367905387.2324197,-15.055897551440411,-36790.538723241974,-9323.981852610012,13983.538165119704,-22807.000558122272
QTUM,0.007015225450072113,1.74712425,263476887.78272304,223808077.4864326,-39668810.29629043,-15.055897551440422,-3966.881029629043,-6930.6340437298695,1507.7526505276169,-2459.128379101426
LSK,0.012984562655387782,1.50591094,565786684.0758786,480602420.56172246,-85184263.51415616,-15.055897551440422,-8518.426351415617,-12827.991434181062,3237.727527934523,-5280.698823481094
KMD,0.00543100503425626,0.72919788,488719302.15441984,415138224.70793575,-73581077.44648409,-15.055897551440435,-7358.10774464841,-5365.516568209201,2796.707633023941,-4561.400111624469
ZIL,0.0040214438011578766,0.00514231,51315484501.843834,43589477727.22093,-7726006774.622902,-15.055897551440435,-772600.6774622903,-3972.95218972111,293654.0598375678,-478946.6176247225
NULS,0.0027941770705784373,0.29964905,611879218.4303707,519755310.16493964,-92123908.26543105,-15.055897551440435,-9212.390826543106,-2760.484159402356,3501.4931334392854,-5710.89769310382
BTS,0.0027237924699463653,0.02073326,8620473180.284351,7322583569.811339,-1297889610.473012,-15.055897551440445,-129788.9610473012,-2690.948274523568,49330.859324156074,-80458.10172314513
ARK,0.0026552847606249983,0.18668735,933299205.0985769,792782632.9305274,-140516572.16804945,-15.055897551440411,-14051.657216804946,-2623.266648913691,5340.826522071022,-8710.830694733924
WAVES,0.002197988092032778,0.59619088,241916054.56643787,205493421.23042825,-36422633.33600962,-15.055897551440435,-3642.263333600962,-2171.484182051291,1384.370278346851,-2257.8930552541115
ARDR,0.001957939385194945,0.05262949,2441151680.245089,2073614384.1921217,-367537296.0529673,-15.055897551440435,-36753.729605296736,-1934.3300447246686,13969.54756526781,-22784.182040028925
WAN,0.0015288508543459106,0.19580042,512361142.2831333,435220573.60759485,-77140568.67553848,-15.055897551440435,-7714.056867553848,-1510.415574570928,2931.99861591582,-4782.058251638027
AION,0.0014875695311673317,0.06230887,1566578216.160024,1330715804.8717873,-235862411.28823662,-15.055897551440456,-23586.24112882366,-1469.6320322845268,8964.780469177023,-14621.460659646638
ELF,0.0020593941981097976,0.10156699,1330489914.4608984,1130172716.0074182,-200317198.45348024,-15.055897551440422,-20031.719845348027,-2034.5614892152646,7613.759642868473,-12417.960202479553
WTC,0.0008128445533670339,0.50721867,104444698.11351278,89324415.86875242,-15120282.244760364,-14.476830818475161,-1512.0282244760365,-766.9289450211967,601.7616803446557,-910.2665441313808
NAS,0.0008009979963846824,0.41401819,126951165.20597696,107837527.83220519,-19113637.37377177,-15.055897551440422,-1911.3637373771774,-791.3393549805344,726.4810110582782,-1184.8827263188991
