,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
DASH,8649295.0,57375.0,0.6677785640462286,5.737500000000001,-2.996118035732152,2.7413819642678487
XMR,16815461.0,64252.0,0.38356634437550774,6.4252,-5.824880060311344,0.6003199396886565
ZEC,5966356.0,200450.0,3.4764701332279824,20.045,-2.0667472689044293,17.978252731095573
ONT,537500000.0,0.0,0.0,0.0,-186.19013968260208,-186.19013968260208
BNB,144443333.0,0.0,0.0,0.0,-50.03520808835462,-50.03520808835462
ETC,108522867.0,683014.0,0.6333595428769767,68.3014,-37.59234933113757,30.70905066886243
NEO,65000000.0,0.0,0.0,0.0,-22.51601689184955,-22.51601689184955
XTZ,785312964.0,2829314.0,0.3615812292052434,282.9314,-272.0326148124991,10.898785187500891
IOT,2779530283.0,0.0,0.0,0.0,-962.8300123605442,-962.8300123605442
DOGE,118404131673.0,388826465.0,0.3294712192750682,38882.6465,-41015.22198175456,-2132.5754817545603
MAID,452552412.0,0.0,0.0,0.0,-156.76427312368088,-156.76427312368088
LINK,350000000.0,0.0,0.0,0.0,-121.24009095611297,-121.24009095611297
VET,55454734800.0,0.0,0.0,0.0,-19209.534545997496,-19209.534545997496
XEM,8999999999.0,0.0,0.0,0.0,-3117.6023385250764,-3117.6023385250764
ZIL,8279187391.0,40746500.0,0.4945899417025945,4074.65,-2867.912663792982,1206.737336207018
DCR,9370033.0,149133.0,1.61733670249109,14.913300000000001,-3.2457818662336577,11.667518133766343
MANA,1050141509.0,0.0,0.0,0.0,-363.7692916227136,-363.7692916227136
LSK,114878273.0,724314.0,0.6345062460777262,72.4314,-39.793863621146215,32.63753637885378
BTG,17413924.0,0.0,0.0,0.0,-6.032187799036682,-6.032187799036682
ZRX,584285404.0,350988.0,0.06010743507880445,35.098800000000004,-202.39661578654062,-167.2978157865406
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17556200.0,51350.0,0.2933472723273933,5.135000000000001,-4.910485710668544,0.22451428933145667
XRP,21821174210.0,0.0,0.0,0.0,-6103.403022761986,-6103.403022761986
ETH,104993521.0,399615.0,0.3820633680130525,39.9615,-29.366786923324963,10.594713076675038
XLM,19178623630.0,11800348.0,0.061566529968914985,1180.0348000000001,-5364.279131327115,-4184.244331327114
EOS,906245118.0,0.0,0.0,0.0,-253.47761487691693,-253.47761487691693
LTC,60616861.0,406086.0,0.6744407458631807,40.6086,-16.95459323578459,23.654006764215413
BCH,17640138.0,50413.0,0.2866048218491235,5.041300000000001,-4.933963248494616,0.10733675150538424
TRX,66682072191.0,21181949.0,0.03177567674703674,2118.1949,-18651.038530642956,-16532.843630642958
ADA,25927070538.0,0.0,0.0,0.0,-7251.82610111211,-7251.82610111211
BSV,17638686.0,50025.0,0.2844161929097311,5.0025,-4.933557122724126,0.068942877275874
DASH,8649295.0,57375.0,0.6677785640462286,5.737500000000001,-2.4192159752598448,3.318284024740156
XMR,16815461.0,64252.0,0.38356634437550774,6.4252,-4.703300313211526,1.7218996867884746
ZEC,5966356.0,200450.0,3.4764701332279824,20.045,-1.6687954046297908,18.37620459537021
ONT,537500000.0,0.0,0.0,0.0,-150.3392573270037,-150.3392573270037
BNB,144443333.0,0.0,0.0,0.0,-40.400936574989935,-40.400936574989935
ETC,108522867.0,683014.0,0.6333595428769767,68.3014,-30.353948330748278,37.94745166925172
NEO,65000000.0,0.0,0.0,0.0,-18.18056135117254,-18.18056135117254
XTZ,785312964.0,2829314.0,0.3615812292052434,282.9314,-219.652777259587,63.278622740413
IOT,2779530283.0,0.0,0.0,0.0,-777.4372436542075,-777.4372436542075
DOGE,118404131673.0,388826465.0,0.3294712192750682,38882.6465,-33117.747386358285,5764.899113641717
MAID,452552412.0,0.0,0.0,0.0,-126.57933678441711,-126.57933678441711
LINK,350000000.0,0.0,0.0,0.0,-97.89533035246754,-97.89533035246754
VET,55454734800.0,0.0,0.0,0.0,-15510.741665298507,-15510.741665298507
XEM,8999999999.0,0.0,0.0,0.0,-2517.3084944980355,-2517.3084944980355
ZIL,8279187391.0,40746500.0,0.4945899417025945,4074.65,-2315.696527691225,1758.953472308775
DCR,9370033.0,149133.0,1.61733670249109,14.913300000000001,-2.620807074138636,12.292492925861366
MANA,1050141509.0,0.0,0.0,0.0,-293.7255712582679,-293.7255712582679
LSK,114878273.0,724314.0,0.6345062460777262,72.4314,-32.13156138758843,40.29983861241157
BTG,17413924.0,0.0,0.0,0.0,-4.870690979179323,-4.870690979179323
ZRX,584285404.0,350988.0,0.06010743507880445,35.098800000000004,-163.4251789848713,-128.3263789848713
HOT,133214575156.0,,,,-37260.24240760067,
WAVES,100000000.0,0.0,0.0,0.0,-27.970094386419298,-27.970094386419298
GAS,10128375.0,0.0,0.0,0.0,-2.8329160473104955,-2.8329160473104955
SC,39565441104.0,426866505.0,1.0906541931419822,42686.6505,-11066.491221191936,31620.159278808067
HC,43529781.0,0.0,0.0,0.0,-12.175320831901614,-12.175320831901614
RVN,2972860000.0,,,,-831.5117479761047,
DGB,11476387786.0,114169524.0,1.004817205297237,11416.9524,-3209.9564958956958,8206.995904104304
QTUM,89280032.0,67060.0,0.07516844075097229,6.706,-24.971709218625353,-18.265709218625354
STEEM,313694525.0,3837523.0,1.2384819369032796,383.7523,-87.74065472752967,296.01164527247033
ICX,400230000.0,0.0,0.0,0.0,-111.94470876276594,-111.94470876276594
BAT,1239066787.0,9117698.0,0.7413069436404962,911.7698,-346.56814983467297,565.201650165327
KMD,111855741.0,284341.0,0.2548511536110576,28.4341,-31.2861563343287,-2.852056334328701
OMG,140245398.0,0.0,0.0,0.0,-39.2267701932094,-39.2267701932094
RDD,28808713174.0,0.0,0.0,0.0,-8057.8242662806115,-8057.8242662806115
BTS,2693840000.0,7440000.0,0.2769505658129834,744.0,-753.4695906191175,-9.469590619117525
IOST,12013965609.0,0.0,0.0,0.0,-3360.3175203892533,-3360.3175203892533
BCD,153756875.0,0.0,0.0,0.0,-43.00594306310873,-43.00594306310873
REP,11000000.0,0.0,0.0,0.0,-3.0767103825061226,-3.0767103825061226
SNT,3470483788.0,0.0,0.0,0.0,-970.6975911689797,-970.6975911689797
ELF,280000000.0,0.0,0.0,0.0,-78.31626428197403,-78.31626428197403
GNO,1104590.0,0.0,0.0,0.0,-0.30895486558294893,-0.30895486558294893
AE,233020472.0,0.0,0.0,0.0,-65.17604595807974,-65.17604595807974
NANO,133248289.0,0.0,0.0,0.0,-37.26967220158876,-37.26967220158876
XZC,6868563.0,202875.0,3.0435717963396947,20.2875,-1.9211435540906727,18.36635644590933
QASH,350000000.0,0.0,0.0,0.0,-97.89533035246754,-97.89533035246754
NULS,63075548.0,,,,-17.64229031035121,
ZEN,5882463.0,199713.0,3.514372442919367,19.9713,-1.6453304533461919,18.32596954665381
WTC,40999959.0,2600.0,0.0063418719239871635,0.26,-11.467727230693212,-11.207727230693212
PIVX,56781166.0,0.0,0.0,0.0,-15.88174572390942,-15.88174572390942
XVG,15172086051.0,0.0,0.0,0.0,-4243.646788853456,-4243.646788853456
STRAT,99225315.0,36383.0,0.036680503828789845,3.6383,-27.753414260721865,-24.115114260721864
STORJ,135787439.0,0.0,0.0,0.0,-37.97987485320152,-37.97987485320152
POWR,396349006.0,459999.0,0.11619393109341125,45.999900000000004,-110.85919107783468,-64.85929107783468
POLY,373831587.0,-5929725.0,-1.561434725609967,-592.9725000000001,-104.56104773014917,-697.5335477301493
DGD,2000000.0,0.0,0.0,0.0,-0.559401887728386,-0.559401887728386
LRC,788984491.0,0.0,0.0,0.0,-220.67970682690984,-220.67970682690984
AION,291866662.0,17715000.0,6.461751816773598,1771.5,-81.63538084389137,1689.8646191561086
GNT,963622000.0,0.0,0.0,0.0,-269.52598292830135,-269.52598292830135
PPT,53252246.0,0.0,0.0,0.0,-14.894703469088194,-14.894703469088194
NAS,45500000.0,0.0,0.0,0.0,-12.72639294582078,-12.72639294582078
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,23060278529.917683,3215534808.7472687,16.203458477102583,321553.4808747269,7302.300018100414,328855.7808928273
ETH,54827481.87917152,-2609854.8100129887,-4.543829781202979,-260.98548100129887,17.361747014427905,-243.62373398687095
EOS,1591644104.1688356,-87526129.19706082,-5.212463123623545,-8752.612919706084,504.0122458019154,-8248.600673904168
ADA,45535880018.034164,-2504064386.7063675,-5.2124631236235786,-250406.43867063677,14419.455387258764,-235986.983283378
ONT,944014692.0501801,-51912328.694520116,-5.212463123623545,-5191.232869452012,298.9330113208174,-4892.299858131195
ETC,190599406.27238637,-9215707.245448858,-4.61211721335898,-921.5707245448858,60.35547428740197,-861.2152502574838
NEO,114159916.24792874,-6277769.981662944,-5.2124631236235786,-627.7769981662944,36.1500385783314,-591.626959587963
XTZ,1379250187.6715798,-70603971.0743525,-4.86972918265256,-7060.39710743525,436.75529145636597,-6623.641815978885
VET,97395505851.06308,-5355877991.823364,-5.212463123623568,-535587.7991823364,30841.39695955596,-504746.40222278045
XEM,15806757632.57229,-869229689.6721287,-5.212463123623545,-86922.96896721287,5005.389956443579,-81917.57901076929
ZIL,14540789833.19181,-724114152.2127361,-4.74365350024536,-72411.41522127362,4604.50682433669,-67806.90839693694
DCR,16456648.96185121,-628641.2066786662,-3.6794295003346633,-62.86412066786662,5.211185452772899,-57.65293521509372
LSK,201761446.5290261,-9752994.94647649,-4.611030281639694,-975.299494647649,63.89006155018597,-911.4094330974631
ZRX,1026184196.7004188,-55780572.11293256,-5.15548876643277,-5578.057211293257,324.9529214670147,-5253.104289826242
HOT,233965611427.88266,,,,74087.87740131428,
WAVES,175630640.38142887,-9658107.664096773,-5.212463123623545,-965.8107664096773,55.6154439666637,-910.1953224430135
RVN,5221253055.643345,,,,1653.3692875073582,
QTUM,156803091.93434462,-8498506.978660733,-5.1412128101273264,-849.8506978660733,49.65348617037942,-800.1972116956939
KMD,196452954.22169244,-10276296.015173167,-4.970895992414626,-1027.6296015173168,62.20906695935147,-965.4205345579653
BTS,4731208442.851083,-246388484.64391708,-4.949948503924229,-24638.84846439171,1498.1910757515732,-23140.65738864014
