,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BNB,0.24334463270717904,16.01576346,155536713.0,100000000.0,-55536713.0,-35.70649779643986,-5553.6713,-88946.28587539069,-1884.4577113005105,-7438.129011300511
LINK,0.26535016097714753,1.74640606,350000000.0,1000000000.0,650000000.0,185.71428571428572,65000.0,113516.3939,-18844.577113005103,46155.4228869949
TRX,0.23315652180773527,0.01473447,66682072191.4,104145119673.46,37463047482.060005,56.1815886202943,3746304.748206001,55199.81492329887,-1962570.7386296622,1783734.0095763386
VET,0.0465452420496746,0.00353265,55454734800.0,86716263400.0,31261528600.0,56.37305581344157,3126152.8600000003,11043.603900879001,-1634131.3125929623,1492021.547407038
BAT,0.03980830716159268,0.17466598,1279225522.3263,1500000000.0,220774477.6737001,17.25844847687348,22077.44776737001,3856.179050186495,-28266.86566950766,-6189.417902137651
ZRX,0.03175009713799711,0.20896374,600475853.405126,1000000000.0,399524146.594874,66.53458991386371,39952.414659487404,8348.605989277316,-18844.577113005107,21107.837546482297
OMG,0.018028713839340058,0.84606163,140245398.245133,140245398.25,0.004866987466812134,3.4703351303733143e-09,4.866987466812134e-07,4.117771349360645e-07,-2642.865222066237,-2642.8652215795382
ZIL,0.0165605458030155,0.00519017,8687360058.0875,20999982720.4,12312622662.312502,141.73031369696787,1231262.2662312503,6390.460476325448,-395735.7937463526,835526.4724848976
REP,0.01441474444358139,8.62462332,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-207.29034824305617,-207.29034824305617
SNT,0.013304470562762462,0.01286778,3470483788.0,6804870174.89,3334386386.8900003,96.07843144000303,333438.63868900004,4290.615046149541,-128234.90075470315,205203.7379342969
AE,0.012412297856931964,0.1622102,280408938.5,503616445.26,223207506.76,79.6007102890552,22320.750676,3620.653431304095,-9490.438938079586,12830.311737920414
QASH,0.010960564580512169,0.07213712,350000000.0,1000000000.0,650000000.0,185.71428571428572,65000.0,4688.9128,-18844.577113005107,46155.42288699489
MCO,0.009723678063839078,2.8942807,15793831.0949625,22111377.4,6317546.3050374985,40.0000878004356,631.7546305037499,1828.4752342026347,-416.6795564890583,215.0750740146916
IOST,0.008858533917609305,0.0048529,12013965608.8475,12013965608.0,-0.8474998474121094,-7.054290485086767e-09,-8.474998474121094e-05,-4.1128320095062256e-07,-226398.1013329473,-226398.10141769727
GNT,0.007193609697471449,0.04734485,964450000.0,1000000000.0,35550000.0,3.6860386748924334,3555.0,168.31094175,-18844.577113005107,-15289.577113005107
WTC,0.004621417792216208,0.71594079,42202739.4106683,42483863.0,281123.5893317014,0.6661264014075741,28.112358933170142,20.12678446337739,-800.5904323618445,-772.4780734286743
FUN,0.006731185771030253,0.0040274,,11000000000.0,,,,,-207290.34824305619,
AION,0.006303367222692878,0.06471067,,641095291.0,,,,,-12081.169648033947,
CVC,0.005705428020989484,0.03755036,,1000000000.0,,,,,-18844.577113005107,
KNC,0.0052264805866813575,0.19301757,,178212585.95999998,,,,,-3358.340818631271,
