,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,66682072191.0,-36178214.569999695,-0.054225364649218566,-3617.8214569999695,503276.3683548317,499658.5468978317
BNB,141175490.0,-39.0,-2.7625184251256485e-05,-0.0039000000000000003,1065.5080979547515,1065.5041979547516
BAT,1253998401.0,-246151599.0,-16.40846575342466,-24615.159900000002,9464.429350220847,-15150.730549779155
VET,55454734800.0,-30011528600.0,-35.115058744922266,-3001152.8600000003,418539.14584842714,-2582613.7141515734
LINK,350000000.0,-300000000.0,-46.15384615384615,-30000.0,2641.590507560222,-27358.40949243978
MANA,1050141509.0,0.0,0.0,0.0,7925.839547912478,7925.839547912478
ZIL,8687360058.0,-1561989100.7600002,-15.239885738744551,-156198.91007600003,65566.99389991605,-90631.91617608398
ZRX,587710997.0,-336309836.33000004,-36.39634780938885,-33630.983633,4435.690831039869,-29195.292801960135
IOST,12013965609.0,0.0,0.0,0.0,90674.22145968387,90674.22145968387
REP,11000000.0,0.0,0.0,0.0,83.02141595189269,83.02141595189269
OMG,140245398.0,-0.25,-1.782589631460496e-07,-2.5e-05,1058.488320245158,1058.488295245158
WTC,41682339.0,674580.0,1.6450057658600636,67.458,314.59334581516356,382.0513458151636
SNT,3470483788.0,0.0,0.0,0.0,26193.134374349836,26193.134374349836
MCO,15793831.0,0.0,0.0,0.0,119.20238299317248,119.20238299317248
GNO,1104590.0,0.0,0.0,0.0,8.33678416784556,8.33678416784556
WAX,942732361.0,,,,7115.179588535532,
AE,261902788.0,-39311624.5,-13.0510436647848,-3931.1624500000003,1976.6854819553066,-1954.4769680446936
QASH,350000000.0,0.0,0.0,0.0,2641.5905075602222,2641.5905075602222
AION,309581662.0,310508.0,0.10039992284569532,31.050800000000002,2336.5370847254776,2367.5878847254776
