,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.6264312638803916,8569.05302089,20986335.65,20986335.65,0.0,0.0,0.0,0.0,-0.0035915424765695244,-0.0035915424765695244
ETH,0.10265687366637564,218.0791629,135135633.79999998,135135633.79999998,0.0,0.0,0.0,0.0,-0.023126732412232454,-0.023126732412232454
XRP,0.0793830081375096,0.22788911,100000000000.0,100000000000.0,0.0,0.0,0.0,0.0,-17.113718833375874,-17.113718833375874
BCH,0.023060600123368215,315.50828963,20982433.29,20982433.29,0.0,0.0,0.0,0.0,-0.0035908746376512586,-0.0035908746376512586
XTZ,0.017706899590130012,2.64227796,1923800541.46,1923800541.46,0.0,0.0,0.0,0.0,-0.3292338155804271,-0.3292338155804271
LTC,0.016964633677227076,58.06030025,83880542.21,83880542.21,0.0,0.0,0.0,0.0,-0.01435508014973057,-0.01435508014973057
EOS,0.01687968137055792,3.54632622,1366411730.19,1366411730.19,0.0,0.0,0.0,0.0,-0.23384386161098317,-0.23384386161098317
BSV,0.016708730285676404,228.60707042,20982141.46,20982141.46,0.0,0.0,0.0,0.0,-0.003590824694685588,-0.003590824694685588
XLM,0.009762132983915482,0.05604937,50000000000.0,50000000000.0,0.0,0.0,0.0,0.0,-8.556859416687937,-8.556859416687937
ADA,0.0067461605833190235,0.04609549,42014022058.74,42014022058.74,0.0,0.0,0.0,0.0,-7.190161605725281,-7.190161605725281
LINK,0.013676214901872192,3.92610524,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
BNB,0.006625428729094613,19.01997785,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.017113718833375872,-0.017113718833375872
TRX,0.005971153312336729,0.01645945,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-17.82310295959877,-17.82310295959877
ETC,0.005256609324915757,7.7557297,194571423.67,194571423.67,0.0,0.0,0.0,0.0,-0.03329840637698036,-0.03329840637698036
DASH,0.00519530054893629,84.73721081,17600805.03,17600805.03,0.0,0.0,0.0,0.0,-0.003012152285244878,-0.003012152285244878
XMR,0.005078613136281133,64.8953806,22466083.47,22466083.47,0.0,0.0,0.0,0.0,-0.003844782357927334,-0.003844782357927334
ICX,0.004155357076214327,0.29055933,4105532970.53,4105532970.53,0.0,0.0,0.0,0.0,-0.7026093691880486,-0.7026093691880486
NEO,0.0039635236556976585,11.37830248,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.017113718833375875,-0.017113718833375875
ZEC,0.003576288872787102,49.06582564,20924230.74,20924230.74,0.0,0.0,0.0,0.0,-0.0035809140168904033,-0.0035809140168904033
ONT,0.002403362196224913,0.68994623,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375877,-0.17113718833375877
DOGE,0.0022280352210531846,0.00227891,280666706295.71,280666706295.71,0.0,0.0,0.0,0.0,-48.032510974344675,-48.032510974344675
IOT,0.0020454491984794247,0.21125807,,2779530283.28,,,,,-0.47568099756907517,
RVN,0.0018200756399295959,0.02517466,20754957265.63,20754957265.63,0.0,0.0,0.0,0.0,-3.5519450304272357,-3.5519450304272357
VET,0.0016414670213679252,0.0054341,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-14.840377501085632,-14.840377501085632
XEM,0.001545772425605266,0.04930592,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-1.5402346948326915,-1.5402346948326915
DCR,0.0012307957433027896,17.13557693,20619744.270000003,20619744.270000003,0.0,0.0,0.0,0.0,-0.0035288050585289333,-0.0035288050585289333
BAT,0.0011083959109055481,0.21212882,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-0.2567057825006381,-0.2567057825006381
LSK,0.0010971894281721845,1.36036174,231538505.47,231538505.47,0.0,0.0,0.0,0.0,-0.03962484881713642,-0.03962484881713642
ZRX,0.0008088554704759836,0.23220253,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
QTUM,0.0007701687996666427,2.05054315,107823401.54,107823401.54,0.0,0.0,0.0,0.0,-0.01845259377613747,-0.01845259377613747
ZEN,0.0007235902458981811,9.95541095,20865535.36,20865535.36,0.0,0.0,0.0,0.0,-0.0035708690545890225,-0.0035708690545890225
SC,0.0007158524415125298,0.00225822,91002491209.17,91002491209.17,0.0,0.0,0.0,0.0,-15.57391047690495,-15.57391047690495
BTG,0.000878253575787761,12.01561465,20983114.73,20983114.73,0.0,0.0,0.0,0.0,-0.003590991257376877,-0.003590991257376877
MONA,0.0005939954571658289,1.6227358,105082725.0,105082725.0,0.0,0.0,0.0,0.0,-0.01798356209894958,-0.01798356209894958
KNC,0.000498620312201077,0.80320724,178212585.95999998,178212585.95999998,0.0,0.0,0.0,0.0,-0.03049880088688269,-0.03049880088688269
REP,0.0004791707306741606,12.50528567,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-0.0018825090716713465,-0.0018825090716713465
BCD,0.0004607974839100231,0.62992207,210000000.0,210000000.0,0.0,0.0,0.0,0.0,-0.03593880955008934,-0.03593880955008934
ZIL,0.00044902186523187657,0.00613825,20999982720.4,20999982720.4,0.0,0.0,0.0,0.0,-3.5938779978267745,-3.5938779978267745
AION,0.00042221426414225296,0.13452347,901012592.0,901012592.0,0.0,0.0,0.0,0.0,-0.15419676164819213,-0.15419676164819213
OMG,0.0004180510873934497,0.85573,140245398.25,140245398.25,0.0,0.0,0.0,0.0,-0.024001203133253247,-0.024001203133253247
KMD,0.00043651764651719116,0.62656745,200000000.0,200000000.0,0.0,0.0,0.0,0.0,-0.03422743766675175,-0.03422743766675175
DGB,0.0004239722328224745,0.00579581,21000000000.0,21000000000.0,0.0,0.0,0.0,0.0,-3.5938809550089332,-3.5938809550089332
THETA,0.00041440021886222076,0.11896412,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
WAVES,0.0003847928614404599,1.11580379,99000000.0,99000000.0,0.0,0.0,0.0,0.0,-0.016942581645042115,-0.016942581645042115
MCO,0.0003805148444542631,4.94028299,22111377.4,22111377.4,0.0,0.0,0.0,0.0,-0.003784078958422616,-0.003784078958422616
GAS,0.0003674400362862627,1.74455295,60464204.03,60464204.03,0.0,0.0,0.0,0.0,-0.010347673872532926,-0.010347673872532926
XZC,0.0003648062276330253,4.90586104,21347303.34,21347303.34,0.0,0.0,0.0,0.0,-0.0036533174721154575,-0.0036533174721154575
SNT,0.00034468491693956144,0.01454114,6804870174.89,6804870174.89,0.0,0.0,0.0,0.0,-1.1645663487069278,-1.1645663487069278
HOT,0.0003464102939445017,0.00060846,,163438653709.776,,,,,-27.970431660945913,
NANO,0.00033690773519299535,0.72584746,133248289.0,133248289.0,0.0,0.0,0.0,0.0,-0.02280373752974411,-0.02280373752974411
BTS,0.00029769498973152556,0.02422512,3527780933.67,3527780933.67,0.0,0.0,0.0,0.0,-0.6037345100457261,-0.6037345100457261
AE,0.00029102827837138067,0.16589424,503616445.26,503616445.26,0.0,0.0,0.0,0.0,-0.08618750244043873,-0.08618750244043873
DGD,0.0002858886363944119,41.03580126,2000000.0,2000000.0,0.0,0.0,0.0,0.0,-0.0003422743766675175,-0.0003422743766675175
NMR,0.00028182304411515625,8.74814865,9248182.0,9248182.0,0.0,0.0,0.0,0.0,-0.0015827078646788776,-0.0015827078646788776
ARK,0.00025120395166519383,0.18881265,381936707.22,381936707.22,0.0,0.0,0.0,0.0,-0.06536357419508482,-0.06536357419508482
STEEM,0.00022421513848625506,0.17800123,358847880.0,361607932.375,2760052.375,0.7691427283895269,276.0052375,49.12927176144213,-0.061884564825841475,275.9433529351742
IOST,0.00021319520777479236,0.00509433,12013965608.0,12013965608.8475,0.8474998474121094,7.054290485086767e-09,8.474998474121094e-05,4.317443897666931e-07,-2.0560362950366353,-2.055951545051894
XVG,0.00020915813142145884,0.00363904,16500000000.0,16500000000.0,0.0,0.0,0.0,0.0,-2.823763607507019,-2.823763607507019
NULS,0.00020970340714779835,0.24041707,250401085.34,250401085.34,0.0,0.0,0.0,0.0,-0.042852937700809175,-0.042852937700809175
STORJ,0.00020779708755449844,0.14036103,425000000.0,425000000.0,0.0,0.0,0.0,0.0,-0.07273330504184747,-0.07273330504184747
PIVX,0.00020442287427714184,0.33446498,175458680.4,175458680.4,0.0,0.0,0.0,0.0,-0.030027505232407586,-0.030027505232407586
RCN,0.00020163606651137436,0.05788476,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
GNT,0.00018345920600879996,0.05266663,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
ELF,0.0001790900487628355,0.09442465,544480199.0,544480199.986466,0.9864660501480103,1.8117574107634482e-07,9.864660501480103e-05,9.314671152210831e-06,-0.09318081052908647,-0.09308216392407168
ARDR,0.00016332489053958165,0.04693352,998999495.0,998999495.0,0.0,0.0,0.0,0.0,-0.17096596472114486,-0.17096596472114486
WAN,0.00015812691607490495,0.21649862,209675017.96,209675017.96,0.0,0.0,0.0,0.0,-0.03588319303750477,-0.03588319303750477
GXC,0.0001509573054450561,0.43336133,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.017113718833375872,-0.017113718833375872
MAID,0.00013887310902643623,0.08809379,452552412.0,452552412.0,0.0,0.0,0.0,0.0,-0.07744854736334078,-0.07744854736334078
FUN,0.00011131335856403164,0.00290503,11000000000.0,11000000000.0,0.0,0.0,0.0,0.0,-1.8825090716713462,-1.8825090716713462
CVC,9.90329623271085e-05,0.02842993,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.17113718833375874,-0.17113718833375874
