,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.39884516592392605,3.92610524,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-4.386004761635501e-08,-4.386004761635501e-08
BNB,0.1932201445892125,19.01997785,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-4.386004761635501e-09,-4.386004761635501e-09
TRX,0.1741392374062593,0.01645945,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-4.567809907888946e-06,-4.567809907888946e-06
VET,0.047870788167164544,0.0054341,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-3.803379441836383e-06,-3.803379441836383e-06
BAT,0.03232461277966659,0.21212882,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-6.579007142453252e-08,-6.579007142453252e-08
ZRX,0.02358898983711537,0.23220253,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-4.386004761635501e-08,-4.386004761635501e-08
KNC,0.0145414723722756,0.80320724,178212585.95999998,178212585.95999998,0.0,0.0,0.0,0.0,-7.816412506039358e-09,-7.816412506039358e-09
REP,0.013974256104696188,12.50528567,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-4.824605237799052e-10,-4.824605237799052e-10
ZIL,0.013095012152621424,0.00613825,20999982720.4,20999982720.4,0.0,0.0,0.0,0.0,-9.210602420593763e-07,-9.210602420593763e-07
AION,0.012313210888066152,0.13452347,901012592.0,901012592.0,0.0,0.0,0.0,0.0,-3.951845518805545e-08,-3.951845518805545e-08
OMG,0.012191798426134175,0.85573,140245398.25,140245398.25,0.0,0.0,0.0,0.0,-6.151169845219671e-09,-6.151169845219671e-09
MCO,0.011097113299389698,4.94028299,22111377.4,22111377.4,0.0,0.0,0.0,0.0,-9.698060656271958e-10,-9.698060656271958e-10
SNT,0.01005219016187106,0.01454114,6804870174.89,6804870174.89,0.0,0.0,0.0,0.0,-2.9846192989378943e-07,-2.9846192989378943e-07
AE,0.008487379206047562,0.16589424,503616445.26,503616445.26,0.0,0.0,0.0,0.0,-2.2088641269483044e-08,-2.2088641269483044e-08
DGD,0.008337489680926614,41.03580126,2000000.0,2000000.0,0.0,0.0,0.0,0.0,-8.772009523271002e-11,-8.772009523271002e-11
NMR,0.008218923115628142,8.74814865,9248182.0,9248182.0,0.0,0.0,0.0,0.0,-4.0562570288471727e-10,-4.0562570288471727e-10
IOST,0.006217500867691293,0.00509433,12013965608.0,12013965608.8475,0.8474998474121094,7.054290485086767e-09,8.474998474121094e-05,4.317443897666931e-07,-5.269331036653028e-07,8.422305163754564e-05
GNT,0.005350297431406607,0.05266663,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-4.386004761635501e-08,-4.386004761635501e-08
FUN,0.0032462779566254855,0.00290503,11000000000.0,11000000000.0,0.0,0.0,0.0,0.0,-4.824605237799051e-07,-4.824605237799051e-07
CVC,0.0028881396332757505,0.02842993,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-4.386004761635501e-08,-4.386004761635501e-08
