,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.566078479227011,3576.0010399999996,17445737.0,17493775.0,48038.0,0.27535666736235864,4.8038,17178.393795951997,-6.5690637552862405,-1.7652637552862407
XRP,0.1175832486870525,0.31661999999999996,40794121066.0,41040405095.0,246284029.0,0.6037243175347262,24628.4029,7797.8449261979995,-15411.026928826353,9217.375971173647
ETH,0.11133263451912907,117.74112,104030417.0,104495804.0,465387.0,0.44735666108115524,46.538700000000006,5479.518661344,-39.239077822590886,7.29962217740912
XLM,0.017488078041602798,0.10103,19160772795.0,19129175785.0,-31597010.0,-0.16490467445157142,-3159.701,-319.22459203,-7183.170888944365,-10342.871888944366
EOS,0.020126689100479902,2.45432,906245118.0,906245118.0,0.0,0.0,0.0,0.0,-340.302876769531,-340.302876769531
LTC,0.017380197745285243,31.948520000000002,59745834.0,60118550.0,372716.0,0.6238359648640834,37.2716,1190.772458032,-22.575035281142213,14.696564718857786
BCH,0.02089745250308054,131.37479,17532713.0,17578663.0,45950.0,0.2620815158498324,4.595000000000001,603.66716005,-6.600939933187165,-2.0059399331871646
TRX,0.015935210706899423,0.02642,66630467715.0,66654507757.0,24040042.0,0.036079653684595314,2404.0042000000003,63.51379096400001,-25029.343925650945,-22625.339725650945
ADA,0.010081247442073019,0.04297,25927070538.0,25927070538.0,0.0,0.0,0.0,0.0,-9735.839140032698,-9735.839140032698
BSV,0.011997720238654797,75.42854,17531523.0,17577923.0,46400.0,0.26466611029742904,4.640000000000001,349.9884256,-6.60066205678948,-1.960662056789479
DASH,0.005498822130736697,70.81954,8527639.0,8580668.0,53029.0,0.6218485562064613,5.3029,375.548938666,-3.2221150183390646,2.0807849816609356
ZEC,0.0027038711374157785,52.22098,5537719.0,5721969.0,184250.0,3.32718218457817,18.425,962.1715565,-2.1486488288989345,16.276351171101066
XMR,0.006808296562083012,44.9539,16675043.0,16736923.0,61880.0,0.37109349583086537,6.188000000000001,278.1747332,-6.284859285906938,-0.09685928590693749
ETC,0.004201297088292698,4.31133,107062920.0,107690317.0,627397.0,0.5860077419894694,62.739700000000006,270.491550801,-40.438645072317755,22.30105492768225
XTZ,0.002979851656760433,0.42118999999999995,607489041.0,781845825.0,174356784.0,28.701222941073603,17435.6784,7343.733385295999,-293.5898667514227,17142.088533248578
IOT,0.007459986273248235,0.2966,2779530283.0,2779530283.0,0.0,0.0,0.0,0.0,-1043.7376517518835,-1043.7376517518835
NEO,0.00443969159275524,7.548210000000001,65000000.0,65000000.0,0.0,0.0,0.0,0.0,-24.4080619588171,-24.4080619588171
BNB,0.008520739435293719,6.51905,144443333.0,144443333.0,0.0,0.0,0.0,0.0,-54.23972032926231,-54.23972032926231
ONT,0.0028977429660772304,0.59578,537500000.0,537500000.0,0.0,0.0,0.0,0.0,-201.83589696714142,-201.83589696714142
DOGE,0.0021556491400715827,0.00202,117570476118.0,117931883332.0,361407214.0,0.3073962323987489,36140.7214,73.00425722800001,-44284.441773653016,-8143.720373653014
LINK,0.0016111102237527056,0.5087,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-131.42802593209208,-131.42802593209208
XEM,0.00448245982953447,0.05504,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-3379.5778093068593,-3379.5778093068593
MAID,0.0004989877558690685,0.12185,452552412.0,452552412.0,0.0,0.0,0.0,0.0,-169.93734325704804,-169.93734325704804
ZIL,0.0016326181358941089,0.0219,9285376205.0,8238440891.0,-1046935314.0,-11.275098508515413,-104693.5314,-2292.7883376600003,-3093.6057801781594,-107787.13718017816
DCR,0.001430091995169753,17.20095,9047224.0,9187896.0,140672.0,1.5548636797320325,14.067200000000001,241.96920384,-3.450134382141043,10.617065617858959
