,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,20986335.65,6942.01913512,145687543658.351,0.9031647671753336,2.0,0.9031647671753336,0.9031647671753338,0.9031647671753338,0.9031647671753338,0.9031647671753338,0.9031647671753338,0.9031647671753338,1.0000000000000002,145687543658.35104,0.9031647671753336,20986335.650000002
BCH,20982433.29,195.27728738,4097392655.5030084,0.025401078162259012,2.0,0.025401078162259012,0.02540107816225902,0.02540107816225902,0.02540107816225902,0.02540107816225902,0.02540107816225902,0.02540107816225902,1.0000000000000002,4097392655.5030093,0.025401078162259012,20982433.290000003
LTC,83880542.21,39.37819235,3303064125.5676737,0.020476775618713118,2.0,0.020476775618713118,0.02047677561871312,0.02047677561871312,0.02047677561871312,0.02047677561871312,0.02047677561871312,0.02047677561871312,1.0000000000000002,3303064125.5676746,0.020476775618713118,83880542.21000001
XLM,50000000000.0,0.0437868,2189340000.0,0.01357243523855858,2.0,0.01357243523855858,0.013572435238558583,0.013572435238558583,0.013572435238558583,0.013572435238558583,0.013572435238558583,0.013572435238558583,1.0000000000000002,2189340000.0000005,0.01357243523855858,50000000000.00001
BSV,20982141.46,92.97486129,1950811691.8106582,0.012093720184952113,2.0,0.012093720184952113,0.012093720184952117,0.012093720184952117,0.012093720184952117,0.012093720184952117,0.012093720184952117,0.012093720184952117,1.0000000000000002,1950811691.8106587,0.012093720184952113,20982141.460000005
XMR,22466083.47,46.87186409,1053027211.0404356,0.006528060340690011,2.0,0.006528060340690011,0.006528060340690013,0.006528060340690013,0.006528060340690013,0.006528060340690013,0.006528060340690013,0.006528060340690013,1.0000000000000002,1053027211.0404358,0.006528060340690011,22466083.470000003
DASH,17600805.03,40.3719163,710578227.4837791,0.004405107006884877,2.0,0.004405107006884877,0.004405107006884878,0.004405107006884878,0.004405107006884878,0.004405107006884878,0.004405107006884878,0.004405107006884878,1.0000000000000002,710578227.4837792,0.004405107006884877,17600805.030000005
ZEC,20924230.74,26.9542962,563997913.1231052,0.003496407661918904,2.0,0.003496407661918904,0.0034964076619189047,0.0034964076619189047,0.0034964076619189047,0.0034964076619189047,0.0034964076619189047,0.0034964076619189047,1.0000000000000002,563997913.1231053,0.003496407661918904,20924230.740000002
DOGE,280666706295.71,0.00198087,555964258.4999831,0.00344660440746721,2.0,0.00344660440746721,0.003446604407467211,0.003446604407467211,0.003446604407467211,0.003446604407467211,0.003446604407467211,0.003446604407467211,1.0000000000000002,555964258.4999832,0.00344660440746721,280666706295.7101
IOT,2779530283.28,0.15755795,437937093.39651614,0.0027149153802912274,2.0,0.0027149153802912274,0.002714915380291228,0.002714915380291228,0.002714915380291228,0.002714915380291228,0.002714915380291228,0.002714915380291228,1.0000000000000002,437937093.39651626,0.0027149153802912274,2779530283.2800007
ZEN,20865535.36,7.63660576,159341867.51565966,0.0009878123898742414,2.0,0.0009878123898742414,0.0009878123898742416,0.0009878123898742416,0.0009878123898742416,0.0009878123898742416,0.0009878123898742416,0.0009878123898742416,1.0000000000000002,159341867.5156597,0.0009878123898742414,20865535.360000003
DGB,21000000000.0,0.00534756,112298760.0,0.0006961767690127768,2.0,0.0006961767690127768,0.0006961767690127769,0.0006961767690127769,0.0006961767690127769,0.0006961767690127769,0.0006961767690127769,0.0006961767690127769,1.0000000000000002,112298760.00000003,0.0006961767690127768,21000000000.000004
BTG,20983114.73,5.07248602,106436556.12398109,0.0006598350484657198,2.0,0.0006598350484657198,0.0006598350484657199,0.0006598350484657199,0.0006598350484657199,0.0006598350484657199,0.0006598350484657199,0.0006598350484657199,1.0000000000000002,106436556.12398112,0.0006598350484657198,20983114.730000004
NANO,133248289.0,0.6262031,83440491.6414959,0.0005172749180473072,2.0,0.0005172749180473072,0.0005172749180473073,0.0005172749180473073,0.0005172749180473073,0.0005172749180473073,0.0005172749180473073,0.0005172749180473073,1.0000000000000002,83440491.64149591,0.0005172749180473072,133248289.00000003
MONA,105082725.0,0.74374974,78155249.3972415,0.0004845099714970972,2.0,0.0004845099714970972,0.00048450997149709733,0.00048450997149709733,0.00048450997149709733,0.00048450997149709733,0.00048450997149709733,0.00048450997149709733,1.0000000000000002,78155249.39724152,0.0004845099714970972,105082725.00000003
BCD,210000000.0,0.30752054,64579313.4,0.0004003483007993634,2.0,0.0004003483007993634,0.0004003483007993635,0.0004003483007993635,0.0004003483007993635,0.0004003483007993635,0.0004003483007993635,0.0004003483007993635,1.0000000000000002,64579313.40000001,0.0004003483007993634,210000000.00000006
XZC,21347303.34,2.79287407,59620329.96271039,0.0003696059393791647,2.0,0.0003696059393791647,0.0003696059393791648,0.0003696059393791648,0.0003696059393791648,0.0003696059393791648,0.0003696059393791648,0.0003696059393791648,1.0000000000000002,59620329.9627104,0.0003696059393791647,21347303.340000004
XVG,16500000000.0,0.00333256,54987240.0,0.0003408838982739446,2.0,0.0003408838982739446,0.00034088389827394464,0.00034088389827394464,0.00034088389827394464,0.00034088389827394464,0.00034088389827394464,0.00034088389827394464,1.0000000000000002,54987240.000000015,0.00034088389827394464,16500000000.000004
PIVX,175458680.4,0.22402851,39307746.736578204,0.00024368158758158624,2.0,0.00024368158758158624,0.0002436815875815863,0.0002436815875815863,0.0002436815875815863,0.0002436815875815863,0.0002436815875815863,0.0002436815875815863,1.0000000000000002,39307746.73657821,0.00024368158758158624,175458680.40000004
