,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,4.35829463,4358294630.0,0.3999630217580148,0.05,0.1250115567689929,544837196.5542419,0.05,125011556.76899289
BNB,100000000.0,17.360715,1736071500.0,0.1593202071168762,0.05,0.31383338563777,544837196.5542419,0.05,31383338.563777003
TRX,104145119673.46,0.01652719,1721226180.4160116,0.15795784422408218,0.05,0.31654015187159046,544837196.5542419,0.05,32966111998.121994
VET,86716263400.0,0.0065073,564288740.82282,0.05178507858784212,0.05,0.9655290937752634,544837196.5542418,0.049999999999999996,83727075216.17905
ZIL,20999982720.4,0.01706281,358318715.1614684,0.03288309952290451,0.05,1.5205379275506807,544837196.5542418,0.049999999999999996,31931270204.277126
ZRX,1000000000.0,0.33151541,331515410.0,0.030423345918434888,0.05,1.6434747228016997,544837196.5542418,0.049999999999999996,1643474722.8016996
BAT,1500000000.0,0.22083465,331251975.0,0.030399170348038258,0.05,1.6447817301443768,544837196.5542419,0.05,2467172595.216565
OMG,140245398.25,1.72613779,242082881.79292485,0.02221607512518871,0.05,2.2506225657883974,544837196.5542418,0.049999999999999996,315639458.0494306
NMR,9248182.0,22.76529372,210537579.60601702,0.019321145925566108,0.05,2.5878382261912867,544837196.5542419,0.05,23932798.902374186
SNT,6804870174.89,0.02931734,199500692.5731096,0.018308284918396544,0.05,2.7310040357608245,544837196.5542419,0.05,18584127910.45306
REP,11000000.0,13.07160377,143787641.47,0.013195468516041843,0.05,3.789179591404017,544837196.5542419,0.05,41680975.50544419
KNC,178212585.95999998,0.70633442,125877683.54075673,0.011551862128435356,0.05,4.3283065054008105,544837196.5542419,0.05,771358695.1549691
MCO,22111377.4,5.45327911,120579512.46874611,0.011065646144512243,0.05,4.518488965490405,544837196.5542419,0.05,99910014.7936939
DGD,2000000.0,46.05623608,92112472.16,0.008453210678580169,0.05,5.91491232162194,544837196.5542419,0.05,11829824.64324388
AION,901012592.0,0.10188153,91796541.42222576,0.008424217546340639,0.05,5.935269326196271,544837196.5542419,0.05,5347752399.814196
AE,503616445.26,0.13084286,65894616.04085185,0.006047184044848123,0.05,8.268311271689726,544837196.5542419,0.05,4164057530.9515696
IOST,12013971820.763948,0.00503323,60469083.387423724,0.005549280020697308,0.05,9.01017786334688,544837196.5542419,0.05,108248022950.32054
MANA,1369785731.9725733,0.04032369,55234815.22248514,0.0050689284406251235,0.05,9.864017727942866,544837196.5542419,0.05,13511590743.660658
GNT,1000000000.0,0.05140559,51405590.0,0.004717518400460591,0.05,10.598792787987492,544837196.5542419,0.05,10598792787.987492
FUN,11000000000.0,0.00331797,36497670.0,0.003349410634114666,0.05,14.927999418983235,544837196.5542419,0.05,164207993608.81558
