,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.9031647671753338,6942.01913512,20986335.649999995,20986335.650000002,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,5.172207307159901e-09,-7.423397854094417e-13,2.7182742829411652e-15
BCH,0.02540107816225902,195.27728738,20982433.289999995,20982433.290000003,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,1.4549291683733463e-10,-7.422017490636354e-13,2.856310628747456e-15
LTC,0.02047677561871312,39.37819235,83880542.20999998,83880542.21000001,2.9802322387695312e-08,4.440892098500626e-14,2.9802322387695314e-12,1.1735615834593773e-10,-2.967066987904532e-12,1.3165250864999203e-14
XLM,0.013572435238558583,0.0437868,49999999999.999985,50000000000.00001,2.288818359375e-05,4.440892098500626e-14,2.2888183593750002e-09,1.0022003173828127e-10,-1.7686264953296924e-09,5.201918640453078e-10
BSV,0.012093720184952117,92.97486129,20982141.46,20982141.460000005,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,3.463583487644792e-11,-7.421914262982328e-13,-3.696623964520414e-13
XMR,0.006528060340690013,46.87186409,22466083.469999995,22466083.470000003,7.450580596923828e-09,2.220446049250313e-14,7.450580596923828e-13,3.492226011306048e-11,-7.946822094266087e-13,-4.9624149734225836e-14
DASH,0.004405107006884878,40.3719163,17600805.029999994,17600805.030000005,1.1175870895385742e-08,6.661338147750939e-14,1.1175870895385743e-12,4.511913243681193e-11,-6.225850023038024e-13,4.950020872347719e-13
ZEC,0.0034964076619189047,26.9542962,20924230.739999995,20924230.740000002,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,2.008251562714577e-11,-7.401429776231203e-13,4.9150820692625505e-15
DOGE,0.003446604407467211,0.00198087,280666706295.71,280666706295.7101,6.103515625e-05,2.220446049250313e-14,6.103515625e-09,1.2090270996093751e-11,-9.927891462230194e-09,-3.824375837230193e-09
IOT,0.002714915380291228,0.15755795,,2779530283.2800007,,,,,-9.831901807160508e-11,
ZEN,0.0009878123898742416,7.63660576,20865535.36,20865535.360000003,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,2.8448573350906375e-12,-7.380667735386913e-13,-3.655377436924999e-13
DGB,0.0006961767690127769,0.00534756,21000000000.0,21000000000.000004,3.814697265625e-06,2.220446049250313e-14,3.814697265625e-10,2.039932250976563e-12,-7.428231280384707e-10,-3.6135340147597073e-10
BTG,0.0006598350484657199,5.07248602,20983114.729999997,20983114.730000004,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,3.779296591877938e-12,-7.422258533204149e-13,2.832206371967903e-15
NANO,0.0005172749180473073,0.6262031,133248289.0,133248289.00000003,2.9802322387695312e-08,2.220446049250313e-14,2.9802322387695314e-12,1.8662306666374207e-12,-4.71332908765496e-12,-1.7330968488854288e-12
MONA,0.00048450997149709733,0.74374974,105082724.99999996,105082725.00000003,7.450580596923828e-08,6.661338147750939e-14,7.450580596923828e-12,5.541367381811143e-12,-3.717041832728877e-12,3.733538764194951e-12
BCD,0.0004003483007993635,0.30752054,209999999.99999997,210000000.00000006,8.940696716308594e-08,4.440892098500626e-14,8.940696716308595e-12,2.749447882175446e-12,-7.42823128038471e-12,1.512465435923885e-12
XZC,0.0003696059393791648,2.79287407,21347303.34,21347303.340000004,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,1.0404266677796842e-12,-7.551081258192808e-13,-3.825790959730894e-13
XVG,0.00034088389827394464,0.00333256,16499999999.999996,16500000000.000004,7.62939453125e-06,4.440892098500626e-14,7.62939453125e-10,2.54254150390625e-12,-5.836467434587984e-10,1.7929270966620159e-10
PIVX,0.0002436815875815863,0.22402851,175458680.39999998,175458680.40000004,5.960464477539063e-08,4.440892098500626e-14,5.960464477539063e-12,1.3353139758110047e-12,-6.2064174198204925e-12,-2.4595294228142974e-13
