,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,17789675.0,11223.38938,199660449468.65152,0.7129617845395402,0.1,0.14025997208894456,28004369069.739185,0.09999999999999998,2495179.3189713946
XRP,42566596173.0,0.40836,17382495213.20628,0.06207065465363176,0.1,1.6110672677454836,28004369069.73919,0.09999999999999999,68577649793.66047
ETH,106705029.9366,299.06853,31912116446.744957,0.11395406326517953,0.1,0.8775465932030226,28004369069.739185,0.09999999999999998,93638635.49848987
XLM,19419882902.7924,0.10701,2078121669.4278147,0.007420705191581626,0.1,13.475808217451409,28004369069.739185,0.09999999999999998,261698617603.39395
LTC,62456775.8540937,130.63982,8159341955.359146,0.029135960660423968,0.1,3.4321847549661286,28004369069.739185,0.09999999999999998,214363193.93075702
BCH,17866150.0,411.20444,7346640205.705999,0.026233907242868733,0.1,3.811860698988459,28004369069.739185,0.09999999999999998,68103275.02723266
EOS,921265925.3537,5.911,5445602884.76572,0.019445547482982224,0.1,5.142565416968333,28004369069.739185,0.09999999999999998,4737670287.555267
BSV,17854985.7508877,201.2288,3592937356.668231,0.012829917173712256,0.1,7.794282585463148,28004369069.73919,0.09999999999999999,139166804.50183666
ADA,25927070538.0,0.08599,2229468795.5626197,0.007961146312600656,0.1,12.561005171042153,28004369069.739185,0.09999999999999998,325670067097.79266
TRX,66682072191.4,0.03354,2236516701.2995563,0.007986313477479055,0.1,12.521421840251358,28004369069.73919,0.09999999999999999,834954355090.6138
