,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.8705163669385018,9115.72038174,20986335.65,20986335.649999995,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-3.3958704701587562e-09,-0.0002121969105378017,-0.00021219691091033073
XLM,0.04192397468157825,0.06475287,142283000000.0,142283354823.15997,354823.15997314453,0.0002493784640344998,35.48231599731445,2.297581795073023,-1.4386545997337266,34.04366139758073
BCH,0.02685978871115353,281.31792781,20982433.29,20982433.289999995,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-1.0479909472540022e-10,-0.00021215745301888955,-0.00021215745339141857
LTC,0.02214705661163232,58.02370486,83880542.21,83880542.20999998,-1.4901161193847656e-08,-2.220446049250313e-14,-1.4901161193847657e-12,-8.646205791831018e-11,-0.0008481324328383966,-0.0008481324343285126
BSV,0.01215350736303127,127.29240341,20982141.46,20982141.459999993,-7.450580596923828e-09,-3.3306690738754696e-14,-7.450580596923828e-13,-9.484023109823467e-11,-0.0002121545022691525,-0.00021215450301421057
XMR,0.006038710116951374,59.07006963,22466083.47,22466083.46999999,-7.450580596923828e-09,-3.3306690738754696e-14,-7.450580596923828e-13,-4.401063146442175e-11,-0.00022715892777681635,-0.00022715892852187441
DASH,0.005745294683468589,71.73489149,17600805.03,17600805.029999997,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-2.672332953289151e-11,-0.00017796515373774655,-0.00017796515411027557
ZEC,0.003575448017637837,37.55187586,20924230.74,20924230.739999995,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-1.3989163883030416e-11,-0.00021156895574612146,-0.00021156895611865048
IOT,0.003435420066234872,0.27161835,,2779530283.2799997,,,,,-0.02810436984782891,
DOGE,0.0032845872195724204,0.00257182,280667000000.0,280666706295.70996,-293704.2900390625,-0.0001046451096997636,-29.370429003906253,-0.07553545672082618,-2.837875509094426,-32.20830451300068
BTG,0.0007695704272722044,8.05988943,20983114.73,20983114.729999993,-7.450580596923828e-09,-3.3306690738754696e-14,-7.450580596923828e-13,-6.0050855800509454e-12,-0.00021216434319091051,-0.00021216434393596858
DGB,0.0006363297179903995,0.00665907,21000000000.0,20999999999.999996,-3.814697265625e-06,-2.220446049250313e-14,-3.814697265625e-10,-2.540233612060547e-12,-0.2123350734311655,-0.21233507381263522
MONA,0.0005316767927565976,1.11190337,105082725.0,105082724.99999997,-2.9802322387695312e-08,-3.3306690738754696e-14,-2.9802322387695314e-12,-3.3137302696704866e-12,-0.0010625118156772366,-0.0010625118186574688
NANO,0.0005102520710214808,0.84153814,133248289.0,133248288.99999997,-2.9802322387695312e-08,-2.220446049250313e-14,-2.9802322387695314e-12,-2.5079790949821474e-12,-0.001347299296637722,-0.001347299299617954
BCD,0.0004854294527945691,0.50799273,210000000.0,209999999.99999994,-5.960464477539063e-08,-3.3306690738754696e-14,-5.960464477539063e-12,-3.027872622013092e-12,-0.002123350734311655,-0.002123350740272119
XZC,0.0004756221789423179,4.89631946,21347303.34,21347303.339999996,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-1.824021138250828e-12,-0.0002158467248693459,-0.00021584672524187492
ZEN,0.0004506043245869443,4.74587715,20865535.36,20865535.359999996,-3.725290298461914e-09,-2.220446049250313e-14,-3.725290298461914e-13,-1.7679770104587079e-12,-0.0002109754753736276,-0.00021097547574615663
XVG,0.0002762701004955026,0.0036796,16500000000.0,16499999999.999996,-3.814697265625e-06,-2.220446049250313e-14,-3.814697265625e-10,-1.403656005859375e-12,-0.1668347005530586,-0.16683470093452832
PIVX,0.00018409052437753172,0.23057236,175458680.4,175458680.39999995,-5.960464477539063e-08,-3.3306690738754696e-14,-5.960464477539063e-12,-1.3743183612823487e-12,-0.0017740967517556854,-0.00177409675771615
