,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.7037113463742025,9346.76668984,20986335.65,20986335.65,0.0,0.0,0.0,0.0,-0.0,0.0
ETH,0.08833460317744841,182.20674205,135135633.79999998,135135633.79999998,0.0,0.0,0.0,0.0,-0.0,0.0
XRP,0.08591981480686617,0.23949519,100000000000.0,100000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
BCH,0.028389970605885773,377.1486479,20982433.29,20982433.29,0.0,0.0,0.0,0.0,-0.0,0.0
LTC,0.021305694859554147,70.80076282,83880542.21,83880542.21,0.0,0.0,0.0,0.0,-0.0,0.0
BSV,0.021005026937357483,279.04670286,20982141.46,20982141.46,0.0,0.0,0.0,0.0,-0.0,0.0
EOS,0.02027243456445766,4.13549775,1366411730.19,1366411730.19,0.0,0.0,0.0,0.0,-0.0,0.0
XTZ,0.011862127822498857,1.71872352,1923800541.46,1923800541.46,0.0,0.0,0.0,0.0,-0.0,0.0
XLM,0.010982704754082015,0.06122697,50000000000.0,50000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ADA,0.008216276097646897,0.05451101,42014022058.74,42014022058.74,0.0,0.0,0.0,0.0,-0.0,0.0
