,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.7132250545601435,9170.17866344,20986335.65,20986335.65,0.0,0.0,0.0,0.0,-0.0,0.0
ETH,0.11538728439193649,230.39650694,135135633.79999998,135135633.79999998,0.0,0.0,0.0,0.0,-0.0,0.0
XRP,0.06638310974788884,0.17912055,100000000000.0,100000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
BCH,0.017930389107954043,230.58002615,20982433.29,20982433.29,0.0,0.0,0.0,0.0,-0.0,0.0
XTZ,0.017780658763660126,2.49388042,1923800541.46,1923800541.46,0.0,0.0,0.0,0.0,-0.0,0.0
LINK,0.017520435910801237,4.72751296,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
LTC,0.013386835953561084,43.06302492,83880542.21,83880542.21,0.0,0.0,0.0,0.0,-0.0,0.0
BSV,0.013233261095208993,170.17857841,20982141.46,20982141.46,0.0,0.0,0.0,0.0,-0.0,0.0
EOS,0.012628946925998977,2.49386751,1366411730.19,1366411730.19,0.0,0.0,0.0,0.0,-0.0,0.0
XLM,0.012524023542846763,0.06758677,50000000000.0,50000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
