,New Weight,Old Weight,Turnover
10 Index,,,0.0005983824672703914
20 Index,,,0.09041629953335287
40 Index,,,0.09887644256643344
Total Index,,,0.0067600563681577295
ETH Index,,,0.030272337920730738
Currency Index,,,0.004957075667640889
Platform Index,,,0.02909348498780584
Application Index,,,0.054918150943063675
ETH Index,New Weight,Old Weight,Turnover
TRX,0.17432658527979014,0.18545819580521503,0.011131610525424884
BNB,0.5020856554634604,0.48465592957797404,0.017429725885486358
LINK,0.09093355159424184,0.096994782783115,0.006061231188873167
VET,0.035883838183988936,0.038054564886474004,0.002170726702485068
BAT,0.03657564614182647,0.038784808054612006,0.002209161912785536
MANA,0.004956718734709268,0.005267944505821001,0.00031122577111173267
ZIL,0.011071757098993369,0.011810631723001001,0.0007388746240076325
ZRX,0.015720120148951838,0.016640215538335,0.0009200953893831638
OMG,0.025983108906140168,0.027387564688914002,0.0014044557827738342
IOST,0.013914241766676673,0.014838868180326,0.0009246264136493279
WTC,0.008907496729355386,0.009358245537238,0.00045074880788261405
GNO,0.002280345339368605,0.002341185585572,6.0840246203395284e-05
AE,0.010202237209902905,0.010625309793141,0.000423072583238095
REP,0.014782852375489285,0.015707234123944,0.0009243817484547168
QASH,0.004954637221727662,0.00534603201336,0.00039139479163233844
WAX,0.006610925377718272,0.007023425969158,0.00041250059143972846
SNT,0.008837259204749395,0.009397527233723,0.0005602680289736057
MCO,0.008049044792562295,0.008541657800426001,0.0004926130078637056
POWR,0.0036102748593000336,0.0038351671295600003,0.00022489227025996672
GNT,0.007471091535797592,0.007930709070081001,0.000459617534283409
AION,0.00418365631271032,0.0,0.00418365631271032
ENG,0.004228724432111368,0.0,0.004228724432111368
LRC,0.004430231290427521,0.0,0.004430231290427521
20 Index,New Weight,Old Weight,Turnover
BNB,0.3062416060466143,0.285019334009113,0.021222272037501322
XTZ,0.060034868534376784,0.061529471138843,0.0014946026044662178
LINK,0.05546391652643005,0.057041267224926,0.0015773506984959537
DASH,0.06813810041325184,0.06968039275613201,0.0015422923428801694
XMR,0.09839834131631246,0.10007068820909401,0.0016723468927815482
ZEC,0.034130050581094265,0.033992367355515,0.00013768322557926316
ETC,0.04818703494267445,0.049134475819749,0.0009474408770745527
NEO,0.058562340883836765,0.059905460663278,0.0013431197794412375
ICX,0.009437761568263573,0.0,0.009437761568263573
ONT,0.037783972987098284,0.035962788622272,0.0018211843648262838
RVN,0.012494713601646196,0.012188891773425001,0.0003058218282211943
DOGE,0.024485991026672423,0.024687707978122003,0.00020171695144957993
IOT,0.057491576508965185,0.0,0.057491576508965185
MAID,0.00487773517453262,0.005005259625039,0.00012752445050637998
XEM,0.041997064798877916,0.042989423883514004,0.000992359084636088
VET,0.021886951194488642,0.022379354255284003,0.0004924030607953607
BTG,0.023064632003860868,0.0237519414906,0.0006873094867391322
BAT,0.022308911819953817,0.022808799989350002,0.000499888169396185
MANA,0.003023295903607837,0.0030980040540380003,7.470815043016327e-05
LSK,0.01199113416744166,0.012218782179878,0.00022764801243634059
DCR,0.0,0.01955283135916,0.01955283135916
MIOTA,0.0,0.05898275761266,0.05898275761266
10 Index,New Weight,Old Weight,Turnover
BTC,0.7489114447295262,0.749369197700082,0.00045775297055583586
XRP,0.05691092706006015,0.056720028897056005,0.00019089816300414675
ETH,0.09678992645372078,0.096517902697624,0.00027202375609677865
XLM,0.006882138819545151,0.006843992581050001,3.814623849515003e-05
LTC,0.02570165268783339,0.025620208529623004,8.144415821038573e-05
BCH,0.024229484020396812,0.024258335268978002,2.885124858119023e-05
EOS,0.016942110898555483,0.016926240747088,1.587015146748208e-05
BSV,0.010937467152263992,0.010987860654470001,5.039350220600869e-05
ADA,0.0064612660617851285,0.006494733649535,3.346758774987191e-05
TRX,0.006233582116313067,0.006261499274487,2.7917158173932852e-05
Platform Index,New Weight,Old Weight,Turnover
XRP,0.24999999999999975,0.260886134483562,0.010886134483562265
ETH,0.24999999999999975,0.24181260808323002,0.008187391916769732
EOS,0.18271938735060944,0.177100425215019,0.005618962135590433
ADA,0.06968426681821116,0.067954846452773,0.0017294203654381612
XTZ,0.03795844001844539,0.036960155193906004,0.0009982848245393833
ETC,0.030467372050065594,0.029514601995705003,0.000952770054360591
NEO,0.037027400211555615,0.035984627888009005,0.0010427723235466105
ONT,0.023889794503792302,0.021602497536269003,0.0022872969675232988
RVN,0.007900072880874406,0.0073217488018210005,0.0005783240790534052
XEM,0.02655361965641437,0.025823329032780003,0.0007302906236343679
VET,0.0138385332460778,0.013443060554644,0.0003954726914338
LSK,0.007581673087160508,0.007339703678417001,0.0002419694087435068
QTUM,0.013025125085429606,0.012674661205635,0.00035046387979460573
ZIL,0.004269801851221191,0.004172194266694,9.760758452719096e-05
ZRX,0.006062434129765793,0.005878280983937,0.00018415314582879289
KMD,0.005402742089262729,0.005233697709968,0.00016904437929472858
WTC,0.0034351589982231697,0.0033058704472810002,0.00012928855094216946
BTS,0.005651232407957162,0.005501498531183,0.00014973387677416194
QKC,0.0014153873351448866,0.0013884955302570002,2.68918048878864e-05
WAVES,0.006174005505793077,0.005997761465656001,0.0001762440401370767
ARK,0.001701643195230835,0.0016564023426180001,4.524085261283493e-05
NULS,0.001741530972070621,0.001705937970844,3.5593001226621014e-05
ELF,0.0029110857262935803,0.002822501946921,8.858377937258008e-05
NAS,0.0020514390346142394,0.0020012187017410003,5.022033287323908e-05
POWR,0.0013922955624684125,0.001354801562274,3.7494000194412524e-05
STRAT,0.002416480263095141,0.0023555879146040003,6.089234849114078e-05
AION,0.0016134190182430811,0.0,0.0016134190182430811
ARDR,0.003115659001979595,0.0,0.003115659001979595
DCR,0.0,0.011745195727167,0.011745195727167
HOLO,0.0,0.006462154777069001,0.006462154777069001
Application Index,New Weight,Old Weight,Turnover
TRX,0.25,0.23310876523658303,0.016891234763416973
BNB,0.25,0.28902168585285104,0.03902168585285104
LINK,0.1412475419930342,0.144490770287518,0.003243228294483813
ICX,0.024034736578880472,0.0,0.024034736578880472
MAID,0.012421915851676004,0.01267878246567,0.00025686661399399596
BAT,0.0568131346875396,0.057776785827701,0.0009636511401613992
MANA,0.0076992960832824265,0.007847528883899,0.00014823280061657378
SC,0.020661522429120883,0.020724765050533,6.324262141211776e-05
OMG,0.04035969344632979,0.040798589415361006,0.000438895969031218
IOST,0.02161306155740589,0.022105101244100003,0.000492039686694111
GNO,0.0035420718583423563,0.0034876072602970003,5.446459804535602e-05
STEEM,0.014534743970514862,0.01406594886215,0.0004687951083648615
AE,0.015847186252647225,0.015828265732472,1.892052017522447e-05
GXS,0.01919965499422255,0.019766959956748,0.0005673049625254493
GAS,0.00402620628375921,0.00410248319012,7.627690636079036e-05
REP,0.0229622787747352,0.023398684883185,0.0004364061084498015
THETA,0.021470143994883808,0.021920297785176002,0.00045015379029219454
QASH,0.007696062858723131,0.007963853945829,0.00026779108710586925
