,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
DASH,8580668.0,70.81954,607678960.65272,0.0870065090943747,0.05,0.5746696485175118,349214654.72978544,0.049999999999999975,4931049.463605461
ZEC,5721969.0,52.22098,298806828.70962,0.04278268747639329,0.05,1.168697034930054,349214654.72978544,0.049999999999999975,6687248.204261687
XMR,16736923.0,44.9539,752389962.8497,0.107726000707485,0.05,0.4641405015653376,349214654.72978544,0.049999999999999975,7768283.835880435
ETC,107690317.0,4.31133,464288494.39160997,0.06647608972064276,0.05,0.752150137141318,349214654.72978544,0.049999999999999975,80999286.700342
XTZ,781845825.0,0.42118999999999995,329305643.03174996,0.04714945930412905,0.05,1.0604575479325022,349214654.72978544,0.049999999999999975,829114306.4407643
IOT,2779530283.0,0.2966,824408681.9377999,0.11803752660032396,0.05,0.42359410130051617,349214654.72978544,0.049999999999999975,1177392632.2649543
NEO,65000000.0,7.548210000000001,490633650.00000006,0.07024814728632187,0.05,0.7117625436612132,349214654.72978544,0.049999999999999975,46264565.337978855
BNB,144443333.0,6.51905,941633309.99365,0.13482156278954915,0.05,0.3708605579513117,349214654.72978544,0.049999999999999975,53568335.06872711
ONT,537500000.0,0.59578,320231750.0,0.04585027370168475,0.05,1.0905060311158572,349214654.7297854,0.04999999999999996,586146991.7247733
DOGE,117931883332.0,0.00202,238222404.33064002,0.034108305751797734,0.05,1.4659186053931943,349214654.72978544,0.049999999999999975,172878541945.43832
LINK,350000000.0,0.5087,178045000.0,0.0254922005117121,0.05,1.9613842271885502,349214654.72978544,0.049999999999999975,686484479.5159925
XEM,8999999999.0,0.05504,495359999.94496,0.07092485856990431,0.05,0.7049714445425289,349214654.7297855,0.04999999999999998,6344743000.177789
MAID,452552412.0,0.12185,55143511.4022,0.007895360440252547,0.05,6.3328331085541505,349214654.72978544,0.049999999999999975,2865938898.0696387
ZIL,8238440891.0,0.0219,180421855.5129,0.025832514911567274,0.05,1.93554519067019,349214654.7297855,0.04999999999999998,15945874645.195684
DCR,9187896.0,17.20095,158040539.70119998,0.02262799363667717,0.05,2.2096523802691994,349214654.72978544,0.049999999999999975,20302056.266065855
MANA,1050141509.0,0.03834,40262425.45506,0.005764710173204812,0.05,8.673462931823888,349214654.72978544,0.049999999999999975,9108363451.481102
LSK,113995088.0,1.2460799999999999,142046999.25504,0.02033806390011794,0.05,2.458444434315602,349214654.7297855,0.04999999999999998,280250589.6329172
ZRX,583926430.0,0.30002,175189607.5286,0.025083369949660022,0.05,1.9933525718571838,349214654.7297855,0.04999999999999998,1163971251.015884
BTG,17413924.0,11.173739999999999,194578659.15576,0.027859463587849805,0.05,1.7947222796423916,349214654.7297855,0.04999999999999998,31253157.378799357
SC,39041924297.0,0.0025,97604810.7425,0.013974901886351884,0.05,3.577842650103384,349214654.72978544,0.049999999999999975,139685861891.91418
