,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
40 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTG,20983114.73,3469191.140999999,19.80818931503674,346.9191140999999,-629.9928817044498,-283.0737676044499
DGB,21000000000.0,8808441823.6344,72.25033663629914,880844.1823634399,-630499.8417074111,250344.34065602883
SC,91002491209.17,49185443575.17,117.62055515172003,4918544.357517,-2732240.77630294,2186303.58121406
MONA,105082725.0,39353050.1288321,59.871055510262664,3935.3050128832106,-3154.982927556353,780.3220853268576
KMD,200000000.0,84353693.08783,72.9411040785714,8435.369308783002,-6004.760397213438,2430.608911569563
OMG,140245398.25,0.004866987466812134,3.4703351303733143e-09,4.866987466812134e-07,-4210.7000665151345,-4210.700066028436
XZC,21347303.34,13114160.01022201,159.2849715465313,1311.416001022201,-640.9272084166709,670.4887926055302
ZIL,20999982720.4,12312622662.312502,141.73031369696787,1231262.2662312503,-630499.3229081222,600762.943323128
BTS,3527780933.67,786780933.6700001,28.704156646114566,78678.09336700001,-105917.39620273132,-27239.302835731316
NANO,133248289.0,-8.196999996900558,-6.151673359600096e-06,-0.0008196999996900559,-4000.6202439182553,-4000.621063618255
BCD,210000000.0,23507102.04699999,12.604824261417313,2350.7102046999994,-6304.99841707411,-3954.2882123741106
REP,11000000.0,0.0,0.0,0.0,-330.26182184673905,-330.26182184673905
NULS,250401085.34,176849137.3033104,240.44113313639707,17684.91373033104,-7517.9926033444735,10166.921126986568
SNT,6804870174.89,3334386386.8900003,96.07843144000303,333438.63868900004,-204308.07467179178,129130.56401720826
WAVES,99000000.0,-1000000.0,-1.0000000000000009,-100.0,-2972.356396620652,-3072.356396620652
THETA,1000000000.0,129497310.0,14.876152766397531,12949.731,-30023.80198606719,-17074.07098606719
AE,503616445.26,223207506.76,79.6007102890552,22320.750676,-15120.480429413286,7200.270246586713
GAS,60464204.03,50335828.924227,496.97832474170946,5033.5828924227,-1815.365289041886,3218.2176033808137
QASH,1000000000.0,650000000.0,185.71428571428572,65000.0,-30023.801986067185,34976.198013932815
MAID,452552412.0,,,,-13587.3440062051,
ZEN,20865535.36,13675960.36,190.21931560627712,1367.596036,-626.4627019819231,741.1333340180768
ARK,381936707.22,268493219.22,236.67574397924014,26849.321922000003,-11467.192068783801,15382.129853216202
MCO,22111377.4,6317546.3050374985,40.0000878004356,631.7546305037499,-663.8676166968012,-32.112986193051256
IOST,12013965608.0,-0.8474998474121094,-7.054290485086767e-09,-8.474998474121094e-05,-360704.92448201333,-360704.92456676334
XVG,16500000000.0,598318100.8794003,3.762608915680099,59831.81008794003,-495392.7327701086,-435560.9226821686
ARDR,998999495.0,0.0,0.0,0.0,-29993.763022061125,-29993.763022061125
STORJ,425000000.0,289212561.299987,212.98918667942982,28921.256129998703,-12760.115844078557,16161.140285920146
GNT,1000000000.0,35550000.0,3.6860386748924334,3555.0,-30023.801986067196,-26468.801986067196
STEEM,346112885.0,3707336.3079999685,1.0827325439561664,370.7336307999969,-10391.624724066445,-10020.891093266448
GXC,100000000.0,35000000.0,53.846153846153854,3500.0,-3002.380198606719,497.6198013932808
ELF,534480099.0,34700099.01353401,6.943074755787282,3470.009901353401,-16047.12465786959,-12577.114756516188
WAN,209675017.96,103522525.324,97.52246297124813,10352.2525324,-6295.241220656124,4057.011311743876
PIVX,175458680.4,118677514.407906,209.0085899687763,11867.7514407906,-5267.936677066248,6599.814763724352
WTC,42483863.0,281123.5893317014,0.6661264014075741,28.112358933170142,-1275.5270903152064,-1247.4147313820363
NAS,51952589.0,3324874.1799999997,6.837405772217209,332.487418,-1559.8142447995324,-1227.3268267995325
FUN,11000000000.0,,,,-330261.82184673916,
AION,641095291.0,,,,-19248.118071184126,
CVC,1000000000.0,,,,-30023.801986067192,
RCN,1000000000.0,,,,-30023.801986067192,
KNC,178212585.95999998,,,,-5350.619392288017,
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BNB,100000000.0,-55536713.0,-35.70649779643986,-5553.6713,-1880.4024811768393,-7434.0737811768395
LINK,1000000000.0,650000000.0,185.71428571428572,65000.0,-18804.02481176839,46195.975188231605
TRX,104145119673.46,37463047482.060005,56.1815886202943,3746304.748206001,-1958347.4143643302,1787957.3338416705
VET,86716263400.0,31261528600.0,56.37305581344157,3126152.8600000003,-1630614.768557443,1495538.0914425573
BAT,1500000000.0,220774477.6737001,17.25844847687348,22077.44776737001,-28206.03721765258,-6128.589450282572
ZRX,1000000000.0,399524146.594874,66.53458991386371,39952.414659487404,-18804.024811768388,21148.389847719016
OMG,140245398.25,0.004866987466812134,3.4703351303733143e-09,4.866987466812134e-07,-2637.1779484293393,-2637.1779479426405
ZIL,20999982720.4,12312622662.312502,141.73031369696787,1231262.2662312503,-394884.19612110907,836378.0701101412
REP,11000000.0,0.0,0.0,0.0,-206.84427292945227,-206.84427292945227
SNT,6804870174.89,3334386386.8900003,96.07843144000303,333438.63868900004,-127958.94760949428,205479.69107950578
AE,503616445.26,223207506.76,79.6007102890552,22320.750676,-9470.016132283636,12850.734543716364
QASH,1000000000.0,650000000.0,185.71428571428572,65000.0,-18804.024811768388,46195.97518823161
MCO,22111377.4,6317546.3050374985,40.0000878004356,631.7546305037499,-415.7828892519748,215.97174125177514
IOST,12013965608.0,-0.8474998474121094,-7.054290485086767e-09,-8.474998474121094e-05,-225910.90738056408,-225910.90746531406
GNT,1000000000.0,35550000.0,3.6860386748924334,3555.0,-18804.02481176839,-15249.024811768391
WTC,42483863.0,281123.5893317014,0.6661264014075741,28.112358933170142,-798.8676139517692,-770.755255018599
FUN,11000000000.0,,,,-206844.27292945233,
AION,641095291.0,,,,-12055.171758671877,
CVC,1000000000.0,,,,-18804.02481176839,
KNC,178212585.95999998,,,,-3351.113888161247,
20 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,1000000000.0,650000000.0,185.71428571428572,65000.0,-46385.939857384816,18614.060142615184
XTZ,1923800541.46,1263426929.46,191.32002044018682,126342.69294600001,-89237.29621376791,37105.3967322321
TRX,104145119673.46,37463047482.46001,56.18158862123117,3746304.748246001,-4830869.257613259,-1084564.5093672583
XMR,22466083.47,5290770.459999997,30.80450677620574,529.0770459999998,-1042.110396670407,-513.0333506704072
DASH,17600805.03,8600572.156000001,95.55944025454559,860.0572156000002,-816.4298835631362,43.627332036864004
ETC,194571423.67,81577796.66999999,72.19681218835466,8157.779666999999,-9025.37835632236,-867.5986893223617
ZEC,20924230.74,13648486.989999998,187.58889068901027,1364.848699,-970.5901086676823,394.25859033231757
NEO,100000000.0,29461169.0,41.76588778455941,2946.1169,-4638.593985738481,-1692.477085738481
IOT,2779530283.28,,,,-128931.12455200587,
DOGE,280666706295.71,159666706295.71002,131.95595561628926,15966670.629571004,-13018988.958203092,2947681.6713679116
ICX,4105532970.53,3615140451.9300003,737.1932308940409,361514.04519300006,-190439.00545351498,171075.03973948507
RVN,20754957265.63,16474612265.630001,384.889822330443,1647461.2265630001,-962738.1994661052,684723.0270968949
ONT,1000000000.0,466516830.0,87.44733784197916,46651.683000000005,-46385.939857384816,265.74314261518884
XEM,8999999999.0,0.0,0.0,0.0,-417473.45867007744,-417473.45867007744
DCR,20619744.270000003,10327526.460000003,100.34306162823037,1032.7526460000004,-956.4662175828753,76.28642841712508
VET,86716263400.0,31261528600.0,56.37305581344157,3126152.8600000003,-4022415.37872954,-896262.5187295396
BAT,1500000000.0,220774478.0,17.25844850678331,22077.4478,-69578.90978607722,-47501.461986077215
LSK,231538505.47,111911250.27,93.54996073670677,11191.125027,-10740.131189400183,450.9938375998172
ZRX,1000000000.0,,,,-46385.939857384816,
QTUM,107823401.54,,,,-5001.489819053094,
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,3088273.6499999985,17.254793563683023,308.8273649999999,-467.0009723391754,-158.17360733917553
XRP,100000000000.0,57090460773.0,133.04841254756923,5709046.0773,-2225262.0949535584,3483783.9823464416
ETH,135135633.79999998,27654634.113499984,25.72978870141036,2765.4634113499988,-3007.1220357266484,-241.65862437664964
XLM,142283354823.16,122647211982.62341,624.5993063843073,12264721.198262341,-3166177.562308056,9098543.635954285
BCH,20982433.29,3013970.789999999,16.77367103612788,301.3970789999999,-466.91413460128683,-165.51705560128693
LTC,83880542.21,20763255.70230779,32.89630599024142,2076.3255702307792,-1866.5619108406495,209.76365939012976
EOS,1366411730.19,437335520.73600006,47.07208260052356,43733.55207360001,-30406.24229291716,13327.309780682852
BSV,20982141.46,3127155.7091123015,17.514187648997858,312.71557091123015,-466.9076406189152,-154.19206970768505
ADA,42014022058.74,16086951520.739998,62.04693082144457,1608695.1520739999,-934922.1074385679,673773.044635432
BNB,100000000.0,-55536713.0,-35.70649779643986,-5553.6713,-2225.262094953558,-7778.933394953558
Currency Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,3088273.6499999985,17.254793563683023,308.8273649999999,-392.3818400880309,-83.55447508803104
XLM,142283354823.16,122647211982.16,624.5993063672072,12264721.198216,-2660274.0712102233,9604447.127005778
BCH,20982433.29,3013970.789999999,16.77367103612788,301.3970789999999,-392.30887760315403,-90.91179860315412
LTC,83880542.21,20763255.699999996,32.89630598538225,2076.3255699999995,-1568.3157864646823,508.0097835353172
BSV,20982141.46,3127155.710000001,17.51418765484034,312.7155710000001,-392.3034212531603,-79.58785025316018
XMR,22466083.47,5290770.459999997,30.80450677620574,529.0770459999998,-420.0487078138339,109.02833818616585
DASH,17600805.03,8600572.156000001,95.55944025454559,860.0572156000002,-329.0825220696435,530.9746935303567
ZEC,20924230.74,13648486.989999998,187.58889068901027,1364.848699,-391.2206636315636,973.6280353684363
IOT,2779530283.28,,,,-51968.92041197352,
DOGE,280666706295.71,159726706295.71002,132.07103216116258,15972670.629571004,-5247629.71985334,10725040.909717664
BTG,20983114.73,3469191.1400000006,19.808189308196013,346.9191140000001,-392.32161849730386,-45.40250449730377
DGB,21000000000.0,8808441824.0,72.25033664146459,880844.1824,-392637.32264992397,488206.8597500761
MONA,105082725.0,39353050.13,59.8710555131033,3935.3050130000006,-1964.7333238456297,1970.571689154371
XZC,21347303.34,13114160.01,159.28497153953955,1311.416001,-399.1308585339704,912.2851424660296
NANO,133248289.0,-8.200000002980232,-6.153924791973964e-06,-0.0008200000002980233,-2491.3453066973,-2491.3461266973004
BCD,210000000.0,23507102.0,12.604824233038613,2350.7102,-3926.37322649924,-1575.66302649924
ZEN,20865535.36,13675960.36,190.21931560627712,1367.596036,-390.1232352098913,977.4728007901086
XVG,16500000000.0,598318101.0,3.7626089164670473,59831.8101,-308500.7535106545,-248668.9434106545
PIVX,175458680.4,118677514.41,209.00858998017205,11867.751441,-3280.553643235461,8587.19779776454
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,61330542798.58813,23775712479.21279,63.30933271970183,2377571.247921279,-2578493.9087795205,-200922.66085824138
ETH,87433300.99407136,32293022.771722943,58.56521550635656,3229.3022771722945,-3675.921062333878,-446.6187851615837
