,New Weight,Old Weight,Turnover
10 Index,,,0.02976625129520984
20 Index,,,0.19831610102377348
40 Index,,,0.03018421326513423
Total Index,,,0.023405005687667853
ETH Index,,,0.0034457625703369016
Currency Index,,,0.03159895023003028
Platform Index,,,0.054149593931411985
Application Index,,,0.01181678423918962
10 Index,New Weight,Old Weight,Turnover
BTC,0.7101037910838445,0.696859597442659,0.013244193641185453
XRP,0.10126895401200177,0.09942176784471601,0.0018471861672857554
ETH,0.09163705925703744,0.089937667219529,0.0016993920375084348
BCH,0.02053157828165989,0.0200851404416,0.0004464378400598906
LTC,0.017689843786974642,0.017360953735286,0.0003288900516886413
EOS,0.016855924760718764,0.016575539336436,0.00028038542428276275
XLM,0.012813951910536176,0.035701967694474,0.022888015783937822
XTZ,0.011566938535827735,0.0,0.011566938535827735
BSV,0.009997672700488552,0.009757538899022,0.00024013380146655113
ADA,0.007534285670910638,0.0074215918750030006,0.00011269379590763719
BNB,0.0,0.006878235511269,0.006878235511269
20 Index,New Weight,Old Weight,Turnover
LINK,0.1466119658728277,0.139351925301401,0.007260040571426707
TRX,0.10647770554304012,0.10115791274491301,0.00531979279812711
BNB,0.10338747663821364,0.0,0.10338747663821364
XMR,0.08083679987491826,0.07677001216682301,0.004066787708095251
DASH,0.0636657916621799,0.06038034754515301,0.0032854441170268867
NEO,0.061689218810765764,0.058738271488599,0.002950947322166761
ETC,0.05102320972486068,0.048469978567415,0.0025532311574456776
DOGE,0.04263964387199209,0.039916986547097,0.0027226573248950864
ONT,0.04173030139058019,0.039420331820959005,0.0023099695696211855
ZEC,0.039628124388105236,0.038099313045968,0.0015288113421372332
IOT,0.03863670215262894,0.0,0.03863670215262894
ICX,0.03666320695207228,0.034353019137444006,0.002310187814628273
VET,0.03446295552313556,0.032895239125352,0.0015677163977835598
RVN,0.031219979193919632,0.029623983541040004,0.0015959956528796282
DCR,0.026002975801614876,0.024696783509281003,0.0013061922923338735
XEM,0.02197470859578497,0.020485689666402,0.001489018929382968
BAT,0.020161757064504803,0.019142553949297002,0.0010192031152078014
ZRX,0.01705208422779742,0.016071709462678,0.0009803747651194183
