,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.285638821325471,1.7265148,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
TRX,0.22085132982020955,0.01281782,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-0.0,0.0
BNB,0.21818359961632458,13.18788574,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
VET,0.07332263574669061,0.00511082,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-0.0,0.0
BAT,0.04501951351401975,0.18141058,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZRX,0.02962179223459096,0.17904591,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
REP,0.016103441591557664,8.84869224,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZIL,0.015198969387571419,0.0043747,20999982720.4,20999982720.4,0.0,0.0,0.0,0.0,-0.0,0.0
MCO,0.01419855843376218,3.88133858,22111377.4,22111377.4,0.0,0.0,0.0,0.0,-0.0,0.0
OMG,0.014111304615560802,0.60817928,140245398.25,140245398.25,0.0,0.0,0.0,0.0,-0.0,0.0
AE,0.010523991133993249,0.12630881,503616445.26,503616445.26,0.0,0.0,0.0,0.0,-0.0,0.0
SNT,0.010254018205222216,0.00910809,6804870174.89,6804870174.89,0.0,0.0,0.0,0.0,-0.0,0.0
IOST,0.009161754513546743,0.00460941,12013965608.0,12013965608.0,0.0,0.0,0.0,0.0,-0.0,0.0
QASH,0.007416630726778034,0.04482907,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
FUN,0.005923047811907973,0.00325466,11000000000.0,11000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
AION,0.005434384025844403,0.05123666,641095291.0,641095291.0,0.0,0.0,0.0,0.0,-0.0,0.0
KNC,0.005462986255788694,0.18528694,178212585.95999998,178212585.95999998,0.0,0.0,0.0,0.0,-0.0,0.0
GNT,0.004692347971032722,0.02836242,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
CVC,0.003143275661763862,0.01899921,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
DGD,0.005737597408363694,17.34016195,,2000000.0,,,,,-0.0,
