,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.24999999999999978,0.18615243,62733727011.1884,64188779739.6767,1455052728.4882965,2.3194106229792233,145505.27284882966,27086.160118622665,109850.38082231532,255355.65367114497
ETH,0.24999999999999978,126.51051939,93686314.1671462,94449832.1949035,763518.027757287,0.8149728533402234,76.3518027757287,9659.306225520282,161.63806318319308,237.98986595892177
EOS,0.1387612660576643,2.45435276,2836248699.4558783,2702209964.5135,-134038734.94237804,-4.725916135918995,-13403.873494237805,-32897.8339052734,4624.465441896844,-8779.408052340961
XTZ,0.09984374177609348,1.254328,3993215707.369351,3804499681.912731,-188716025.45661974,-4.725916135918984,-18871.602545661975,-23671.179477895097,6510.884621758288,-12360.717923903689
ADA,0.05695625101460125,0.03276404,87208132651.5269,83086749438.71474,-4121383212.8121643,-4.725916135919006,-412138.32128121646,-13503.316443990629,142191.68995184076,-269946.63132937567
NEO,0.03499431549192367,8.4576131,207569112.35396796,197759570.18004793,-9809542.173920035,-4.725916135919017,-980.9542173920036,-8296.531239514858,338.43865210772236,-642.5155652842811
ETC,0.0341716721762813,4.244607,403870177.0062972,384783611.142992,-19086565.86330515,-4.725916135918984,-1908.6565863305152,-8101.497106934609,658.5049036555538,-1250.1516826749614
ONT,0.020936323083340258,0.50600024,2075691123.5396788,1977595701.8004792,-98095421.73919964,-4.725916135918984,-9809.542173919965,-4963.6306942936235,3384.3865210772237,-6425.155652842741
RVN,0.019365334888694526,0.02255036,43080880565.71357,41044914279.562515,-2035966286.1510544,-4.725916135919006,-203596.62861510544,-4591.177270056929,70242.79761533196,-133353.83099977346
VET,0.018337529700688436,0.00511082,179996178205.90872,171489709776.03818,-8506468429.870544,-4.725916135918995,-850646.8429870545,-4347.5028980750985,293481.3530091421,-557165.4899779124
DCR,0.013884738178929195,16.27439045,42800220.150897175,40777517.640577056,-2022702.5103201196,-4.725916135919039,-202.27025103201197,-3291.8250417144777,69.78518457544732,-132.48506645656465
XEM,0.01166866959710504,0.03133496,18681220109.781418,17798361314.226715,-882858795.5547028,-4.725916135918984,-88285.87955547028,-2766.434504435479,30459.478686310624,-57826.400869159654
ZRX,0.00740822379552757,0.17904591,2075691123.5396798,1977595701.800479,-98095421.73920083,-4.725916135919039,-9809.542173920083,-1756.3584052128995,3384.3865210772233,-6425.155652842859
QTUM,0.006866332080479964,1.53908316,223808077.4864326,213231095.43901116,-10576982.047421455,-4.725916135919017,-1057.6982047421457,-1627.8854952808683,364.9160668286731,-692.7821379134725
LSK,0.012297435095538259,1.28363522,480602420.56172246,457889553.2187787,-22712867.342943728,-4.725916135918995,-2271.2867342943728,-2915.503646859039,783.6157970230329,-1487.6709372713399
KMD,0.004024207065432782,0.48629593,415138224.70793575,395519140.3600958,-19619084.34783995,-4.725916135918984,-1961.9084347839953,-954.0680868681274,676.8773042154446,-1285.0311305685507
WAVES,0.0037996752100853334,0.92760182,205493421.23042825,195781974.47824743,-9711446.752180815,-4.725916135919006,-971.1446752180815,-900.8355682156013,335.0542655866451,-636.0904096314364
ZIL,0.0038011665800901707,0.0043747,43589477727.22093,41529475565.747375,-2060002161.4735565,-4.725916135919006,-206000.21614735565,-901.1891455798367,71072.05846177637,-134928.15768557927
NULS,0.0022674742757927517,0.218855,519755310.1649397,495192110.0945589,-24563200.070380807,-4.725916135919017,-2456.320007038081,-537.5779151403192,847.4540580878036,-1608.8659489502772
ARK,0.002206431101526875,0.13962053,792782632.9305273,755316390.5581,-37466242.372427344,-4.725916135919006,-3746.6242372427346,-523.1056617146763,1292.6214438199854,-2454.002793422749
BTS,0.0021784237232866433,0.0149242,7322583569.811339,6976524411.319473,-346059158.4918661,-4.725916135918984,-34605.91584918661,-516.4656093164308,11939.374241225969,-22666.541607960644
ARDR,0.0015306972804637823,0.03703176,2073614384.1921215,1975617107.4128492,-97997276.77927232,-4.725916135918973,-9799.727677927232,-362.9011634343585,3381.0004254409523,-6418.72725248628
WAN,0.001490544484586378,0.17181005,435220573.6075949,414652414.29263425,-20568159.31496066,-4.725916135919029,-2056.815931496066,-353.3816480311356,709.6213045904487,-1347.194626905617
AION,0.0013591052403400044,0.05123666,1330715804.8717873,1267827291.9261274,-62888512.945659876,-4.725916135918973,-6288.851294565988,-322.2197355702374,2169.7142615864796,-4119.137032979508
ELF,0.0011087411112532088,0.0492151,1130172716.0074182,1076761701.2578695,-53411014.74954867,-4.725916135919006,-5341.101474954868,-262.8628432000513,1842.7314464890435,-3498.3700284658244
NAS,0.0007417009902747627,0.34504201,107837527.8322052,102741216.70380685,-5096311.128398359,-4.725916135919029,-509.6311128398359,-175.8441435327938,175.8276419466648,-333.8034708931711
