,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BNB,100000000.0,19.89894856,1989894856.0,0.22565669112080206,0.05,0.2215755258647891,440911999.1338388,0.05,22157552.58647891
LINK,1000000000.0,2.75344802,2753448020.0,0.31224462312310436,0.05,0.1601308599004672,440911999.1338388,0.05,160130859.9004672
TRX,104145119673.46,0.01984557,2066819262.6380277,0.23438001990173157,0.05,0.21332876420508662,440911999.1338388,0.05,22217149677.930077
VET,86716263400.0,0.0040766,353507519.37644,0.040088217157947297,0.05,1.247249280330935,440911999.13383883,0.05000000000000001,108156797118.6378
BAT,1500000000.0,0.23116404,346746060.0,0.03932145878102371,0.05,1.2715703219060044,440911999.1338387,0.049999999999999996,1907355482.8590066
ZRX,1000000000.0,0.27584686,275846860.0,0.031281396349146166,0.05,1.5983941203240042,440911999.1338387,0.049999999999999996,1598394120.3240042
OMG,140245398.25,0.94742997,132872693.45663555,0.015067938014576699,0.05,3.318304067326935,440911999.1338388,0.05,465376875.4368608
ZIL,20999982720.4,0.00614992,129148213.73184237,0.014645577120326846,0.05,3.4139999802810195,440911999.1338387,0.049999999999999996,71693940593.34735
AE,503616445.26,0.21669601,109131674.25822541,0.01237567524501624,0.05,4.040183586761079,440911999.13383883,0.05000000000000001,2034702896.1624112
REP,11000000.0,8.93593215,98295253.64999999,0.01114681091046498,0.05,4.4855878871201105,440911999.1338388,0.05,49341466.75832122
MCO,22111377.4,4.22045994,93320182.53492133,0.010582631309450257,0.05,4.724722853696146,440911999.1338387,0.049999999999999996,104470130.12848045
SNT,6804870174.89,0.01338037,91051680.74199292,0.010325380225630263,0.05,4.8424366858556045,440911999.1338388,0.05,32952152977.371983
IOST,12013965608.0,0.00691956,83131355.86249247,0.00942720497806842,0.05,5.303798964414235,440911999.13383883,0.05000000000000001,63719658350.218636
QASH,1000000000.0,0.06315545,63155450.0,0.007161911007646355,0.05,6.981376890416247,440911999.1338388,0.05,6981376890.416247
AION,641095291.0,0.07593649,48682526.15406859,0.005520662428070031,0.05,9.056884142340055,440911999.1338388,0.05,5806325774.786782
GNT,1000000000.0,0.04453231,44532310.0,0.005050022463380751,0.05,9.900946057678993,440911999.13383883,0.05000000000000001,9900946057.678993
CVC,1000000000.0,0.04204629,42046290.0,0.004768104529089586,0.05,10.486347288520314,440911999.1338388,0.05,10486347288.520313
FUN,11000000000.0,0.00315992,34759120.0,0.003941729876742238,0.05,12.684786011091154,440911999.1338387,0.049999999999999996,139532646122.0027
WTC,42742203.0,0.7100788,30350332.2155964,0.0034417675494451175,0.05,14.527419205884783,440911999.13383883,0.05000000000000001,620933900.7640262
KNC,178212585.95999998,0.176757,31500322.056531716,0.003572177908336965,0.05,13.997063215498583,440911999.1338388,0.05,2494452831.479595
