,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,74252697726.17546,-1786696376.0835114,-2.3496983335778987,-178669.63760835116,-256819.91368487402,-435489.55129322514
BNB,75022176.76431961,-6601860.147302881,-8.088132365287159,-660.1860147302881,-259.4813326798749,-919.6673474101631
LINK,573688604.5821337,71347899.196257,14.203089343805143,7134.789919625699,-1984.2330638828926,5150.556855742807
MAID,741783319.2587395,92253325.34971142,14.203089343805143,9225.332534971143,-2565.6270258010086,6659.705509170135
MANA,1721297762.6056745,214072544.3598206,14.203089343805143,21407.25443598206,-5953.501439753353,15453.752996228708
BAT,2078209311.1721513,278396621.7118623,15.468088615118347,27839.662171186235,-7187.96154562052,20651.700625565714
SC,67061117569.42684,8935925432.079033,15.373584333216051,893592.5432079033,-231946.19122532016,661646.3519825831
OMG,229877676.22195986,28589184.34069416,14.203089343805164,2858.918434069416,-795.0844450543303,2063.8339890150855
ICX,775965777.8244843,96504493.29787982,14.203089343805164,9650.449329787982,-2683.854865693978,6966.594464094003
IOST,19692214759.21415,2449060592.052086,14.203089343805143,244906.05920520858,-68110.02225637076,176796.0369488378
AE,437980835.90686476,62082460.85987133,16.515756646223867,6208.2460859871335,-1514.856751576016,4693.3893344111175
STEEM,517619615.9597339,61752104.08291423,13.546063817682263,6175.210408291424,-1790.305661116935,4384.904747174489
RDD,47220658458.854256,,,,-163323.43202219845,
GNO,1810544.8449582255,225171.93135198136,14.20308934380512,22.517193135198138,-6.262182857241153,16.255010277956984
REP,18030213.286867052,2242362.5461680777,14.203089343805143,224.2362546168078,-62.36161057917659,161.8746440376312
MCO,25887831.04970298,3219590.463173479,14.20308934380512,321.9590463173479,-89.53897621593886,232.420070101409
GAS,16601523.772670193,2064680.7957768273,14.203089343805143,206.46807957768274,-57.420161595442536,149.04791798224022
SNT,5688505718.750392,707462078.4813385,14.203089343805164,70746.20784813385,-19674.996228054697,51071.21162007916
WAX,1545338773.7393095,192273518.839787,14.210217736620923,19227.351883978703,-5344.907089425697,13882.444794553005
THETA,1426849924.3174102,177452966.21768713,14.20308934380512,17745.296621768714,-4935.086341991427,12810.210279777286
QASH,573688604.5821337,71347899.196257,14.203089343805143,7134.789919625699,-1984.2330638828923,5150.556855742807
STORJ,222570589.71340457,27680424.31397119,14.203089343805164,2768.0424313971193,-769.811217496518,1998.2312139006012
POLY,730260552.5211551,108650570.3371836,17.478897291103568,10865.05703371836,-2525.772905350457,8339.284128367903
GNT,1579482744.356128,196435443.7694161,14.203089343805143,19643.54437694161,-5463.00180995703,14180.542566984579
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17734000.0,59025.0,0.33394672411135584,5.9025,-4.4046153896611475,1.4978846103388523
XRP,42181995112.0,177028384.0,0.4214463140664648,17702.8384,-10476.794002307797,7226.044397692203
ETH,106302743.0,422497.0,0.39903288475549026,42.249700000000004,-26.40254301234881,15.847156987651193
XLM,19327248144.0,224446802.0,1.1749418212632756,22444.680200000003,-4800.332390597848,17644.347809402156
EOS,917242786.0,-26634173.0,-2.8217844228571765,-2663.4173,-227.81671880406373,-2891.234018804064
LTC,62022926.0,451268.0,0.7329151344275919,45.1268,-15.404710407771201,29.7220895922288
BCH,17813313.0,55863.0,0.31458908796027085,5.5863000000000005,-4.42431445701201,1.1619855429879902
BSV,17810723.0,,,,-4.4236711755267715,
ADA,25927070538.0,0.0,0.0,0.0,-6439.538395201585,-6439.538395201585
TRX,66682072191.0,0.0,0.0,0.0,-16561.90827714978,-16561.90827714978
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,66682072191.0,0.0,0.0,0.0,-9789.901859724368,-9789.901859724368
BNB,141175490.0,0.0,0.0,0.0,-20.726623313980316,-20.726623313980316
LINK,350000000.0,0.0,0.0,0.0,-51.385110544989864,-51.385110544989864
VET,55454734800.0,0.0,0.0,0.0,-8141.564794117418,-8141.564794117418
MANA,1050141509.0,0.0,0.0,0.0,-154.1761072224213,-154.1761072224213
BAT,1267888630.0,13890229.0,1.1076751763736903,1389.0229000000002,-186.144564032245,1202.8783359677552
ZIL,8687360058.0,0.0,0.0,0.0,-1275.431305498456,-1275.431305498456
ZRX,597577999.0,9867002.0,1.6788867403139562,986.7002,-87.7331758224824,898.9670241775176
OMG,140245398.0,0.0,0.0,0.0,-20.590072227588855,-20.590072227588855
IOST,12013965609.0,0.0,0.0,0.0,-1763.8255740062045,-1763.8255740062045
AE,267206445.0,5303657.0,2.025047934961277,530.3657000000001,-39.22980775616786,491.1358922438322
GNO,1104590.0,0.0,0.0,0.0,-0.16216994073397242,-0.16216994073397242
WTC,41682339.0,0.0,0.0,0.0,-6.119575992253549,-6.119575992253549
REP,11000000.0,0.0,0.0,0.0,-1.6149606171282527,-1.6149606171282527
MCO,15793831.0,0.0,0.0,0.0,-2.3187650053253934,-2.3187650053253934
SNT,3470483788.0,0.0,0.0,0.0,-509.51769454564334,-509.51769454564334
AION,318443045.0,8861383.0,2.862373353367431,886.1383000000001,-46.752088770309086,839.386211229691
WAX,942791205.0,58844.0,0.006241856377720012,5.8844,-138.4155151136263,-132.5311151136263
QASH,350000000.0,0.0,0.0,0.0,-51.385110544989864,-51.385110544989864
POWR,407412067.0,2560000.0,0.6323297344064116,256.0,-59.81404028616519,196.18595971383482
POLY,445522521.0,12423050.0,2.8684057201261215,1242.305,-65.4092114053359,1176.8957885946643
GNT,963622000.0,0.0,0.0,0.0,-141.4737799816692,-141.4737799816692
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17734000.0,59025.0,0.33394672411135584,5.9025,-4.964393132969266,0.9381068670307338
XRP,42181995112.0,177028384.0,0.4214463140664648,17702.8384,-11808.278271622641,5894.560128377359
ETH,106302743.0,422497.0,0.39903288475549026,42.249700000000004,-29.758013271963268,12.491686728036736
XLM,19327248144.0,224446802.0,1.1749418212632756,22444.680200000003,-5410.401373929545,17034.27882607046
EOS,917242786.0,-26634173.0,-2.8217844228571765,-2663.4173,-256.7696959560165,-2920.1869959560167
LTC,62022926.0,451268.0,0.7329151344275919,45.1268,-17.362478173060836,27.764321826939167
BCH,17813313.0,55863.0,0.31458908796027085,5.5863000000000005,-4.986595733203572,0.5997042667964285
BSV,17810723.0,55462.0,0.312369387304412,5.546200000000001,-4.98587069777928,0.5603293022207207
ADA,25927070538.0,0.0,0.0,0.0,-7257.932273421504,-7257.932273421504
TRX,66682072191.0,0.0,0.0,0.0,-18666.74305160489,-18666.74305160489
BNB,141175490.0,0.0,0.0,0.0,-39.52016652191109,-39.52016652191109
DASH,8836191.0,57826.0,0.6587331467762025,5.7826,-2.4735720041730476,3.309027995826953
XTZ,795927864.0,3208377.0,0.4047304314596767,320.83770000000004,-222.80922647910762,98.02847352089242
XMR,17014796.0,62323.0,0.36763367798904323,6.2323,-4.763061713165271,1.4692382868347291
ZEC,6655419.0,222150.0,3.4531433397235523,22.215,-1.863094416411028,20.351905583588973
ETC,110875130.0,758153.0,0.6884978326275659,75.81530000000001,-31.037991089944434,44.777308910055574
ONT,494757215.0,-47143.0,-0.009527604039416548,-4.714300000000001,-138.50058196870407,-143.21488196870408
IOT,2779530283.0,0.0,0.0,0.0,-778.091860257433,-778.091860257433
NEO,65000000.0,0.0,0.0,0.0,-18.195869721608336,-18.195869721608336
RVN,3661170000.0,221860000.0,6.4507124975649255,22186.0,-1024.894959210166,21161.105040789833
LINK,350000000.0,0.0,0.0,0.0,-97.9777600394295,-97.9777600394295
MAID,452552412.0,0.0,0.0,0.0,-126.68591893771726,-126.68591893771726
DOGE,119739850499.0,431161145.0,0.36138285261075875,43116.1145,-33519.54954099481,9596.56495900519
XEM,8999999999.0,0.0,0.0,0.0,-2519.4281150196794,-2519.4281150196794
VET,55454734800.0,0.0,0.0,0.0,-15523.801997956001,-15523.801997956001
BTG,17513924.0,0.0,0.0,0.0,-4.9027858372023,-4.9027858372023
DCR,9864369.0,155334.0,1.599891235328732,15.5334,-2.761396510921106,12.772003489078894
MANA,1050141509.0,0.0,0.0,0.0,-293.97289364641824,-293.97289364641824
BAT,1267888630.0,13890229.0,1.1076751763736903,1389.0229000000002,-354.9282512767457,1034.0946487232545
LSK,117368147.0,803064.0,0.6889404436832836,80.30640000000001,-32.85562326582425,47.45077673417576
ZIL,8687360058.0,0.0,0.0,0.0,-2431.9087975395664,-2431.9087975395664
QTUM,95761236.0,6324848.0,7.071895613673496,632.4848000000001,-26.807061148249076,605.677738851751
ZRX,597577999.0,9867002.0,1.6788867403139562,986.7002,-167.2838679738984,819.4163320261016
SC,40913120745.0,415074240.0,1.0249241033113865,41507.424,-11453.074076622328,30054.34992337767
DGB,11858765116.0,121892933.0,1.0385469919026002,12189.293300000001,-3319.7006939983003,8869.592606001701
OMG,140245398.0,0.0,0.0,0.0,-39.25979986250938,-39.25979986250938
ICX,473406688.0,0.0,0.0,0.0,-132.52379107978592,-132.52379107978592
BCD,186492898.0,0.0,0.0,0.0,-52.20616116943373,-52.20616116943373
MONA,65729675.0,,,,-18.400132356056254,
KMD,113690018.0,664039.0,0.5875100626202112,66.40390000000001,-31.825980864235486,34.57791913576452
IOST,12013965609.0,0.0,0.0,0.0,-3363.1469701730302,-3363.1469701730302
AE,267206445.0,5303657.0,2.025047934961277,530.3657000000001,-74.80082556914004,455.56487443086
STEEM,315793035.0,-1827312.0,-0.5753132685797357,-182.7312,-88.40198344386617,-271.1331834438662
WAVES,100000000.0,0.0,0.0,0.0,-27.99364572555128,-27.99364572555128
BTS,2722320000.0,9090000.0,0.33502504395130916,909.0,-762.0766163158279,146.9233836841721
QKC,1579716585.0,443749900.0,39.06363680022886,44374.990000000005,-442.22026427267724,43932.76973572733
RDD,28808713174.0,,,,-8064.609104019782,
GNO,1104590.0,0.0,0.0,0.0,-0.30921501131986695,-0.30921501131986695
WTC,41682339.0,0.0,0.0,0.0,-11.668406309783297,-11.668406309783297
ZEN,6570538.0,221963.0,3.496264909841962,22.1963,-1.8393331299827231,20.356966870017278
NANO,133248289.0,0.0,0.0,0.0,-37.30105395801873,-37.30105395801873
ELF,376330000.0,41530000.0,12.40442054958184,4153.0,-105.34848695896714,4047.651513041033
REP,11000000.0,0.0,0.0,0.0,-3.079301029810641,-3.079301029810641
MCO,15793831.0,0.0,0.0,0.0,-4.421269096632294,-4.421269096632294
NULS,71748290.0,439936.0,0.6169487518951744,43.9936,-20.08496211674114,23.908637883258862
GAS,10128375.0,0.0,0.0,0.0,-2.835301415255305,-2.835301415255305
SNT,3470483788.0,0.0,0.0,0.0,-971.5149365754122,-971.5149365754122
XVG,16199409336.0,281755067.0,1.770079072195485,28175.5067,-4534.805259151719,23640.701440848283
XZC,7609218.0,221600.0,2.999613677913504,22.16,-2.130097529404879,20.029902470595122
AION,318443045.0,8861383.0,2.862373353367431,886.1383000000001,-89.14381785495786,796.9944821450422
WAX,942791205.0,58844.0,0.006241856377720012,5.8844,-263.92162985935596,-258.03722985935593
THETA,870502690.0,0.0,0.0,0.0,-243.68543906999398,-243.68543906999398
QASH,350000000.0,0.0,0.0,0.0,-97.9777600394295,-97.9777600394295
POWR,407412067.0,2560000.0,0.6323297344064116,256.0,-114.04949067912563,141.95050932087437
NAS,36308659.0,-9191341.0,-20.20074945054945,-919.1341,-10.164117368158493,-929.2982173681585
STORJ,135787439.0,0.0,0.0,0.0,-38.01185461345906,-38.01185461345906
STRAT,99349464.0,40006.0,0.04028417917656402,4.0006,-27.811536982394117,-23.810936982394118
POLY,445522521.0,12423050.0,2.8684057201261215,1242.305,-124.71799615628481,1117.5870038437151
PIVX,56781166.0,0.0,0.0,0.0,-15.895118448877177,-15.895118448877177
