,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
XRP,100000000000.0,0.22212469,22212469000.0,0.3985097202265906,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.627337270111884,13934709664.90485,0.25000000000000006,62733727011.1884
ETH,135135633.79999998,148.73794309,20099796209.575478,0.36060665584223933,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6932761665646341,13934709664.90485,0.25000000000000006,93686314.16714619
EOS,1366411730.19,2.70577396,3697201278.1866484,0.0663307913672971,0.25,0.0663307913672971,0.08952929883284799,0.08952929883284799,0.13768223485846096,0.13768223485846096,0.13768223485846096,0.13768223485846096,2.075691123539679,7674247875.071581,0.13768223485846096,2836248699.455878
XTZ,1923800541.46,1.31879987,2537107903.983378,0.0455177747688061,0.25,0.0455177747688061,0.06143714518521308,0.06143714518521308,0.09448084105088919,0.09448084105088919,0.09448084105088919,0.09448084105088919,2.0756911235396793,5266252355.760658,0.0944808410508892,3993215707.369351
ADA,42014022058.74,0.03933402,1652580383.93892,0.029648633227375612,0.25,0.029648633227375612,0.04001793570501438,0.04001793570501438,0.06154140481514715,0.06154140481514715,0.06154140481514715,0.06154140481514715,2.0756911235396793,3430246433.8778114,0.06154140481514716,87208132651.5269
NEO,100000000.0,9.16847434,916847434.0,0.016448987026782456,0.25,0.016448987026782456,0.022201849920103794,0.022201849920103794,0.034143016362711685,0.034143016362711685,0.034143016362711685,0.034143016362711685,2.0756911235396793,1903092080.393932,0.03414301636271169,207569112.35396793
ETC,194571423.67,3.89741383,758325357.5342473,0.013604972327556301,0.25,0.013604972327556301,0.01836317052787259,0.01836317052787259,0.028239720296311582,0.028239720296311582,0.028239720296311582,0.028239720296311582,2.075691123539679,1574049213.3888905,0.028239720296311582,403870177.0062972
ONT,1000000000.0,0.6202108,620210800.0,0.01112708507953393,0.25,0.01112708507953393,0.015018667871875738,0.015018667871875738,0.02309639173045938,0.02309639173045938,0.02309639173045938,0.02309639173045938,2.075691123539679,1287366052.283443,0.02309639173045938,2075691123.5396788
VET,86716263400.0,0.00590663,512200882.88634205,0.009189299511857455,0.25,0.009189299511857455,0.012403161866500055,0.012403161866500055,0.019074147428310026,0.019074147428310026,0.019074147428310026,0.019074147428310026,2.075691123539679,1063170826.0763668,0.019074147428310026,179996178205.90872
RVN,20754957265.63,0.02235623,464002598.27059543,0.00832458317088596,0.25,0.00832458317088596,0.011236019938887643,0.011236019938887643,0.017279263394975784,0.017279263394975784,0.017279263394975784,0.017279263394975784,2.0756911235396793,963126074.5296227,0.017279263394975788,43080880565.71357
