,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
ZIL,8687360058.0,0.02079,180610215.60582,0.03499845090157411,0.025,0.7143173299386113,129013006.97118625,0.024999999999999998,6205531840.8459
QTUM,95761236.0,3.48155,333397531.1958,0.06460541053629208,0.025,0.38696449403345645,129013006.97118627,0.025,37056198.23675842
ZRX,597577999.0,0.34259,204724246.67741,0.03967124158324848,0.025,0.6301794197073092,129013006.97118625,0.024999999999999998,376581356.63967496
SC,40913120745.0,0.0035700000000000003,146059841.05965,0.028303316946226783,0.025,0.8832886989004602,129013006.97118627,0.025,36138097190.80848
DGB,11858765116.0,0.01544,183099333.39104,0.0354807894354275,0.025,0.7046066448295412,129013006.97118627,0.025,8355764700.206365
OMG,140245398.0,2.2808900000000003,319884325.84422004,0.061986836318694394,0.025,0.40331143650350065,129013006.97118627,0.025,56562572.93038518
ICX,473406688.0,0.39866999999999997,188733044.30495998,0.03657248380140298,0.025,0.6835740261929095,129013006.97118627,0.025,323608515.74281055
BCD,186492898.0,1.7073200000000002,318403054.61336005,0.06169979719263348,0.025,0.40518771758596356,129013006.97118627,0.025,75564631.6866119
MONA,65729675.0,2.70676,177914455.10300002,0.034476069366931233,0.025,0.7251406688483899,129013006.97118627,0.025,47663260.49268729
KMD,113690018.0,1.41563,160943000.18133998,0.031187359313562268,0.025,0.8016068224515692,129013006.97118627,0.025,91134694.07344171
IOST,12013965609.0,0.01335,160386440.88015002,0.03107950985825226,0.025,0.8043884898449253,129013006.97118627,0.025,9663895653.272379
AE,267206445.0,0.5708300000000001,152529454.99935,0.029556991690267306,0.025,0.8458235622210546,129013006.97118627,0.025,226009507.1583243
STEEM,315793035.0,0.40510999999999997,127930916.40884998,0.024790313669191134,0.025,1.0084583976470398,129013006.97118625,0.024999999999999998,318464138.0641956
WAVES,100000000.0,2.65145,265145000.0,0.051379509365907856,0.025,0.4865752964271861,129013006.97118627,0.025,48657529.64271861
BTS,2722320000.0,0.06936,188820115.20000002,0.03658935630462653,0.025,0.6832588087054946,129013006.97118627,0.025,1860049120.115142
QKC,1579716585.0,0.02481,39192768.47385,0.0075947319952404686,0.025,3.2917553925098626,129013006.97118627,0.025,5200040587.311015
RDD,28808713174.0,0.0017100000000000001,49262899.527540006,0.009546111024786511,0.025,2.6188675089874205,129013006.97118627,0.025,75446202907.12646
GNO,1104590.0,23.53209,25993311.2931,0.005036955556524883,0.025,4.963315582091041,129013006.97118625,0.024999999999999998,5482428.758821943
WTC,41682339.0,2.3536799999999998,98106887.65752,0.01901104585513443,0.025,1.3150249697203322,129013006.97118627,0.025,54813316.58134762
ZEN,6570538.0,11.15751,73310843.44038,0.014206095408805028,0.025,1.7598079754205256,129013006.97118627,0.025,11562885.175203629
NANO,133248289.0,1.73245,230845998.27805,0.04473308616270124,0.025,0.55887045014223,129013006.97118627,0.025,74468531.25411196
ELF,376330000.0,0.22625,85144662.5,0.016499239979542564,0.025,1.5152213090419646,129013006.97118628,0.025000000000000005,570223235.2317625
REP,11000000.0,19.613670000000003,215750370.00000003,0.04180787175361816,0.025,0.5979735143498769,129013006.97118627,0.025,6577708.657848646
MCO,15793831.0,6.66213,105220555.32003,0.02038952462822798,0.025,1.226119806902664,129013006.97118627,0.025,19365129.015973307
NULS,71748290.0,0.7825,56143036.925,0.010879336557425364,0.025,2.2979342414898456,129013006.97118627,0.025,164872852.35934347
GAS,10128375.0,3.3325400000000003,33753214.822500005,0.006540661212174994,0.025,3.8222435299758697,129013006.97118627,0.025,38713115.81291935
SNT,3470483788.0,0.029160000000000002,101199307.25808,0.01961029155778879,0.025,1.2748408113325849,129013006.97118627,0.025,4424314368.010503
XVG,16199409336.0,0.0101,163614034.2936,0.031704949395168644,0.025,0.7885204195850136,129013006.97118628,0.025000000000000005,12773565046.652107
XZC,7609218.0,7.2633600000000005,55268489.652480006,0.010709867739309351,0.025,2.334295867001265,129013006.97118627,0.025,17762166.12851163
AION,318443045.0,0.22678,72216513.7451,0.013994037392142335,0.025,1.7864751464818527,129013006.97118627,0.025,568890585.4625022
WAX,942791205.0,0.07787000000000001,73415151.13335001,0.014226308039961146,0.025,1.7573076535230345,129013006.97118627,0.025,1656774200.2207043
THETA,870502690.0,0.13547,117926999.41430001,0.022851765527920335,0.025,1.0940073741547431,129013006.97118628,0.025000000000000005,952336362.0815403
QASH,350000000.0,0.12569,43991500.0,0.008524624964718685,0.025,2.9326803353190107,129013006.97118627,0.025,1026438117.3616538
POWR,407412067.0,0.1231,50152425.4477,0.009718482388930954,0.025,2.5724180998130137,129013006.97118627,0.025,1048034175.2330322
NAS,36308659.0,1.1958,43417894.4322,0.008413472302427798,0.025,2.97142476986416,129013006.97118627,0.025,107888448.71315126
STORJ,135787439.0,0.27915999999999996,37906421.47123999,0.007345465073863832,0.025,3.4034604682763265,129013006.97118627,0.025,462147180.7249831
STRAT,99349464.0,0.99641,98992799.42424001,0.019182716872560967,0.025,1.3032564764462586,129013006.97118625,0.024999999999999998,129477832.38946442
POLY,445522521.0,0.10298,45879909.21258,0.00889055884551757,0.025,2.8119717145345104,129013006.97118627,0.025,1252796727.2401075
PIVX,56781166.0,0.71801,40769444.99966,0.0079002586554636,0.025,3.1644533540317306,129013006.97118625,0.024999999999999998,179681351.19453245
GNT,963622000.0,0.09802999999999999,94463864.66,0.018305104825805964,0.025,1.3657392425721475,129013006.97118625,0.024999999999999998,1316056380.405858
