,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
XRP,21821174210.0,0.30935,6750380241.863501,0.2748986648127021,0.25,0.25,0.25,0.25,0.25,0.25,0.25000000000000006,0.25,0.9094260249329825,6138971470.144069,0.25,19844743721.170414
ETH,104593906.0,106.8812,11179122185.967201,0.4552522454427065,0.25,0.25,0.25,0.25,0.25,0.25,0.25000000000000006,0.25,0.5491461107608364,6138971470.144069,0.25,57437336.68918451
EOS,906245118.0,2.33113,2112575181.9233398,0.08603131616580725,0.25,0.08603131616580725,0.11175088379249676,0.11175088379249676,0.15940634865071213,0.15940634865071213,0.15940634865071215,0.15940634865071215,1.8528874804552562,3914364106.1062417,0.15940634865071215,1679170233.3658965
ADA,25927070538.0,0.038380000000000004,995080967.2484401,0.04052311417669317,0.25,0.04052311417669317,0.05263773733906381,0.05263773733906381,0.07508477092705368,0.07508477092705368,0.07508477092705369,0.07508477092705369,1.8528874804552564,1843773066.2539418,0.07508477092705369,48039944404.74053
ETC,107839853.0,3.96026,427073856.24178,0.017391914033107466,0.25,0.017391914033107466,0.022591328956273082,0.022591328956273082,0.032225259773098903,0.032225259773098903,0.03222525977309891,0.03222525977309891,1.8528874804552564,791319801.4601421,0.03222525977309891,199815113.51783523
XTZ,782483650.0,0.37467,293173149.1455,0.011939017414044923,0.25,0.011939017414044923,0.015508256842916918,0.015508256842916918,0.022121655895421123,0.022121655895421123,0.022121655895421127,0.022121655895421127,1.8528874804552562,543216857.6573385,0.022121655895421123,1449854158.7459326
NEO,65000000.0,6.9214199999999995,449892299.99999994,0.018321159423365176,0.25,0.018321159423365176,0.023798377717694625,0.023798377717694625,0.033947046922978175,0.033947046922978175,0.03394704692297818,0.03394704692297818,1.8528874804552564,833599810.2232202,0.03394704692297818,120437686.22959167
ONT,537500000.0,0.5344,287240000.0,0.011697399205915315,0.25,0.011697399205915315,0.015194405451328252,0.015194405451328252,0.02167396454252774,0.02167396454252774,0.021673964542527742,0.021673964542527742,1.8528874804552562,532223399.8859678,0.021673964542527742,995927020.7447002
XEM,8999999999.0,0.04022,361979999.95978,0.014741068667618562,0.25,0.014741068667618562,0.019147997788123802,0.019147997788123802,0.027313541582761672,0.027313541582761672,0.02731354158276168,0.02731354158276168,1.8528874804552562,670708210.1006705,0.02731354158276168,16675987322.24442
ZIL,8238440891.0,0.01842,151752081.21221998,0.0061798658761586765,0.25,0.0061798658761586765,0.008027373102706318,0.008027373102706318,0.011450596112827062,0.011450596112827062,0.011450596112827064,0.011450596112827064,1.8528874804552562,281179531.4111517,0.011450596112827066,15264903985.404547
VET,55454734800.0,0.00387,214609823.676,0.008739649007969879,0.25,0.008739649007969879,0.011352418447191231,0.011352418447191231,0.016193586230440586,0.016193586230440586,0.01619358623044059,0.01619358623044059,1.8528874804552564,397647855.4719705,0.01619358623044059,102751383842.88643
DCR,9220900.0,15.69007,144676566.463,0.005891726617667631,0.25,0.005891726617667631,0.007653092919317857,0.007653092919317857,0.010916706488141345,0.010916706488141345,0.010916706488141347,0.010916706488141347,1.8528874804552564,268069398.71454552,0.010916706488141347,17085290.168529876
LSK,114153959.0,1.0952,125021415.8968,0.005091301389199403,0.25,0.005091301389199403,0.006613375864208029,0.006613375864208029,0.009433608603272026,0.009433608603272026,0.009433608603272027,0.009433608603272027,1.8528874804552562,231650616.30397046,0.009433608603272027,211514441.4755026
ZRX,583934416.0,0.25134,146766076.11744002,0.005976818626345389,0.25,0.005976818626345389,0.0077636236841278645,0.0077636236841278645,0.011074372405707151,0.011074372405707151,0.011074372405707153,0.011074372405707153,1.8528874804552562,271941024.9935478,0.011074372405707153,1081964768.8133514
WAVES,100000000.0,2.75561,275561000.0,0.011221790219263438,0.25,0.011221790219263438,0.014576610362670465,0.014576610362670465,0.020792714605568467,0.020792714605568467,0.02079271460556847,0.02079271460556847,1.8528874804552564,510583527.0017309,0.02079271460556847,185288748.04552564
QTUM,89212972.0,1.84195,164325833.7754,0.006691912259837543,0.25,0.006691912259837543,0.008692498762397291,0.008692498762397291,0.012399360446558023,0.012399360446558023,0.012399360446558027,0.012399360446558027,1.8528874804552564,304477280.1178102,0.012399360446558027,165301598.91300535
KMD,111571400.0,0.62524,69758902.136,0.002840822052817054,0.25,0.002840822052817054,0.0036901025027639344,0.0036901025027639344,0.0052637236158659196,0.0052637236158659196,0.00526372361586592,0.00526372361586592,1.8528874804552564,129255396.41809785,0.00526372361586592,206729250.2368656
BTS,2686400000.0,0.03707,99584848.0,0.004055436993163896,0.25,0.004055436993163896,0.005267833718565992,0.005267833718565992,0.007514268432408489,0.007514268432408489,0.007514268432408491,0.007514268432408491,1.8528874804552562,184519518.10223967,0.00751426843240849,4977596927.495
WTC,40997359.0,0.9300700000000001,38130413.68513,0.0015528013882525487,0.25,0.0015528013882525487,0.002017020490038785,0.002017020490038785,0.0028771662519266887,0.0028771662519266887,0.002877166251926689,0.002877166251926689,1.8528874804552562,70651366.14175715,0.002877166251926689,75963493.22282963
ELF,280000000.0,0.09942000000000001,27837600.000000004,0.0011336426686206246,0.25,0.0011336426686206246,0.00147255180751948,0.00147255180751948,0.0021005123079970416,0.0021005123079970416,0.002100512307997042,0.002100512307997042,1.8528874804552562,51579940.52592125,0.002100512307997042,518808494.5274717
STRAT,99188932.0,0.7614,75522452.8248,0.003075533629374712,0.25,0.003075533629374712,0.0039949824846776975,0.0039949824846776975,0.005698617757587519,0.005698617757587519,0.00569861775758752,0.00569861775758752,1.8528874804552562,139934607.33234462,0.00569861775758752,183785930.30252773
POWR,395889007.0,0.07722000000000001,30570549.120540004,0.0012449377419823137,0.25,0.0012449377419823137,0.001617119197212196,0.001617119197212196,0.0023067295560652646,0.0023067295560652646,0.002306729556065265,0.002306729556065265,1.8528874804552562,56643787.73609102,0.002306729556065265,733537784.7201632
AION,274151662.0,0.11183,30658380.36146,0.001248514531732321,0.25,0.001248514531732321,0.0016217652892809597,0.0016217652892809597,0.002313356945013274,0.002313356945013274,0.0023133569450132746,0.0023133569450132746,1.8528874804552564,56806529.142784536,0.0023133569450132746,507972182.2658011
WAN,106152493.0,0.27526,29219535.22318,0.0011899198165883592,0.25,0.0011899198165883592,0.0015456533396475563,0.0015456533396475563,0.002204787530902185,0.002204787530902185,0.0022047875309021856,0.0022047875309021856,1.8528874804552564,54140510.999751605,0.0022047875309021856,196688625.29881424
FCT,8745102.0,5.89838,51581934.73476,0.002100593519029234,0.25,0.002100593519029234,0.0027285782980221956,0.0027285782980221956,0.0038921634329347173,0.0038921634329347173,0.003892163432934718,0.003892163432934718,1.8528874804552564,95575521.08769694,0.0038921634329347186,16203690.011104224
