,New Weight,Old Weight,Turnover
10 Index,,,0.002245033031761099
20 Index,,,0.013733073331128352
40 Index,,,0.10456444572584242
Total Index,,,0.004414655573179987
ETH Index,,,0.013125844929008767
Currency Index,,,0.002081350815924923
Platform Index,,,0.05090931094121788
Application Index,,,0.07769455792653948
Currency Index,New Weight,Old Weight,Turnover
BTC,0.8769891850571022,0.8780898713249341,0.0011006862678318852
XLM,0.009127948144818493,0.009079489624066,4.84585207524927e-05
LTC,0.035839119220034334,0.035644797234875,0.00019432198515933335
BCH,0.03226940550347425,0.031011778977909004,0.0012576265255652454
BSV,0.01578162932504277,0.016190053632894,0.0004084243078512316
DASH,0.006231572363163267,0.00620630619013,2.5266173033266885e-05
ZEC,0.003211361291415302,0.0031056468760610003,0.00010571441535430154
XMR,0.007031762189356921,0.007360941317546001,0.00032917912818907977
IOT,0.004907822563332542,0.0049145780008720006,6.755437539458439e-06
DOGE,0.0017257307752440185,0.001874152923036,0.0001484221477919816
BTG,0.0020918950478143413,0.002078475978948,1.3419068866341206e-05
MONA,0.000700017910212855,0.0007306107735654552,3.059286335260021e-05
DGB,0.0006442675798121459,0.0006368317616076365,7.435818204509434e-06
XZC,0.0003990800906370098,0.0003924903242273753,6.589766409634474e-06
BCD,0.0012776313594919857,0.0008558728821691889,0.0004217584773227968
ZEN,0.00028489781394888154,0.000307576379253263,2.2678565304381474e-05
NANO,0.0007700649159594446,0.0007693048507007495,7.600652586950809e-07
XVG,0.0005598972265101981,0.0005728112089872331,1.291398247703498e-05
PIVX,0.00015671162262868873,0.0001784097382142646,2.1698115585575868e-05
Total Index,New Weight,Old Weight,Turnover
BTC,0.6590156075640877,0.660954932187216,0.0019393246231282912
XRP,0.05737408522517413,0.056855662126451004,0.0005184230987231239
ETH,0.10533174128764812,0.10495055009935501,0.0003811911882931063
XLM,0.00685921832899156,0.006834304374464001,2.4913954527559096e-05
LTC,0.02693139132133637,0.026830516224558003,0.00010087509677836684
BCH,0.02424892146442984,0.023343155342881002,0.0009057661215488393
EOS,0.017974202217851332,0.017912424771741,6.177744611033167e-05
BSV,0.011859142866530448,0.012186561023521001,0.0003274181569905537
ADA,0.007358767030540824,0.007354243295972,4.523734568823504e-06
TRX,0.0073820299245874015,0.0073759037539290005,6.126170658401001e-06
LINK,0.00455866402417711,0.004675830025281,0.0001171660011038897
BNB,0.015559350904444075,0.01561715570794,5.7804803495925886e-05
DASH,0.004682729863678107,0.004671604605621001,1.1125258057106784e-05
ZEC,0.0024131850752892128,0.002337679419154,7.550565613521259e-05
XMR,0.005284034410485349,0.005540720407162,0.00025668599667665135
XTZ,0.0021241255561401293,0.0025681096740470004,0.00044398411790687103
NEO,0.004039956578841733,0.003725368529541,0.00031458804930073296
ETC,0.002910216352349772,0.0028944208952600002,1.579545708977172e-05
ONT,0.002449619508373234,0.0024506111559290003,9.916475557664867e-07
IOT,0.0036879949302689994,0.003699296251298,1.1301321029000711e-05
RVN,0.0006871473188007256,0.0006438499327060236,4.3297386094701975e-05
MAID,0.0003325793185567292,0.000332790010977194,2.1069242046482329e-07
DOGE,0.0012968044928232845,0.001410710519055,0.00011390602623171557
