,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.8204415276606707,4114.53042,17556200.0,17611792.999999996,55592.999999996275,0.3166573632106928,5.559299999999627,22873.908963904465,-39.06915083165125,-33.50985083165162
XLM,0.04177067326557164,0.10785,19178623630.0,34207988788.179996,15029365158.179996,78.36519162235625,1502936.5158179996,162091.70323097127,-75885.34986828653,1427051.165949713
LTC,0.041772829317757235,60.40274,60616861.0,61082030.72999999,465169.7299999893,0.7673933000258648,46.51697299999893,2809.7526257059553,-135.50142632802502,-88.98445332802609
BCH,0.033904576119089744,169.23856999999998,17640138.0,17694373.379999995,54235.37999999523,0.30745439746557857,5.423537999999524,917.8718154605793,-39.25234315749536,-33.828805157495836
BSV,0.012981036796726608,64.80731,17638686.0,17691375.519999996,52689.51999999583,0.29871567530594945,5.268951999999583,341.46660563909296,-39.245692849686726,-33.97674084968715
DASH,0.010873337747500876,110.2158,8649295.0,8713552.179999998,64257.17999999784,0.742918122228442,6.425717999999784,708.2156499443762,-19.329723237144773,-12.90400523714499
XMR,0.010735259919525425,56.1682,16815461.0,16881003.999999996,65542.99999999627,0.389778192819068,6.554299999999627,368.14323325997907,-37.448003815722124,-30.893703815722496
ZEC,0.004129475856136891,58.99288000000001,5966356.0,6182605.669999999,216249.669999999,3.6244848614463976,21.624966999999902,1275.7190832349543,-13.715193759877389,7.909773240122513
IOT,0.009675731709239578,0.30746,2779530283.0,2779530283.2799997,0.2799997329711914,1.007363081839685e-08,2.7999973297119143e-05,8.608871789932253e-06,-6165.975711763627,-6165.975683763654
DOGE,0.0027963201607343474,0.0020800000000000003,118404131673.0,118740746295.70999,336614622.70999146,0.2842929701470487,33661.462270999145,70.01584152367823,-263408.7356630827,-229747.27339208353
BTG,0.0025907649842206197,12.96441,17413924.0,17650275.019999996,236351.01999999583,1.3572530809253358,23.635101999999584,306.4151527198146,-39.15451748589746,-15.519415485897873
DGB,0.0016650098635427994,0.01268,11476387786.0,11597750786.539999,121363000.53999901,1.0575017401211362,12136.300053999901,153.88828468471874,-25727.890101094945,-13591.590047095044
BCD,0.0019531147776053151,0.91219,153756875.0,189111820.02999997,35354945.02999997,22.994058008788198,3535.494502999997,3225.042730691567,-419.5165262730578,3115.9779767269392
XZC,0.0006314738828500514,7.8822,6868563.0,7075940.27,207377.26999999955,3.019223526085435,20.737726999999957,163.45891175939965,-15.696924082879306,5.040802917120651
ZEN,0.0004731814722965086,6.84572,5882463.0,6104987.999999999,222524.99999999907,3.7828542227974715,22.25249999999991,152.33438429999939,-13.5430104701674,8.709489529832508
NANO,0.0016618265686774794,1.10154,133248289.0,133248288.99999997,-2.9802322387695312e-08,-2.220446049250313e-14,-2.9802322387695314e-12,-3.2828450202941895e-12,-295.5915675933993,-295.59156759340226
PIVX,0.0006035010655588719,0.93875,56781166.0,56781165.999999985,-1.4901161193847656e-08,-2.220446049250313e-14,-1.4901161193847657e-12,-1.3988465070724488e-12,-125.96059576960893,-125.96059576961042
XVG,0.0013403588322954097,0.007490000000000001,15172086051.0,15805763452.999998,633677401.9999981,4.1766003690588915,63367.74019999981,474.62437409799867,-35062.74212708825,28304.998072911563
