,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.1466119658728277,2.17899995,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
TRX,0.10647770554304012,0.01519524,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-0.0,0.0
BNB,0.10338747663821363,15.36581991,,100000000.0,,,,,-0.0,
XMR,0.08083679987491826,53.47730929,22466083.47,22466083.47,0.0,0.0,0.0,0.0,-0.0,0.0
DASH,0.0636657916621799,53.76026673,17600805.03,17600805.03,0.0,0.0,0.0,0.0,-0.0,0.0
NEO,0.061689218810765764,9.16847434,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ETC,0.05102320972486068,3.89741383,194571423.67,194571423.67,0.0,0.0,0.0,0.0,-0.0,0.0
DOGE,0.04263964387199209,0.00225793,280666706295.71,280666706295.71,0.0,0.0,0.0,0.0,-0.0,0.0
ONT,0.04173030139058019,0.6202108,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZEC,0.039628124388105236,28.14762913,20924230.74,20924230.74,0.0,0.0,0.0,0.0,-0.0,0.0
IOT,0.03863670215262894,0.2065934,,2779530283.28,,,,,-0.0,
ICX,0.03666320695207228,0.13272377,4105532970.53,4105532970.53,0.0,0.0,0.0,0.0,-0.0,0.0
VET,0.03446295552313556,0.00590663,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-0.0,0.0
RVN,0.031219979193919632,0.02235623,20754957265.63,20754957265.63,0.0,0.0,0.0,0.0,-0.0,0.0
DCR,0.026002975801614873,18.74250262,20619744.270000003,20619744.270000003,0.0,0.0,0.0,0.0,-0.0,0.0
XEM,0.021974708595784966,0.03628845,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-0.0,0.0
BAT,0.020161757064504803,0.19976754,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZRX,0.01705208422779742,0.25343423,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
QTUM,0.012675030618237404,1.74712425,107823401.54,107823401.54,0.0,0.0,0.0,0.0,-0.0,0.0
LSK,0.023460362092820593,1.50591094,231538505.47,231538505.47,0.0,0.0,0.0,0.0,-0.0,0.0
