,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,20986335.65,8400.17213655,176288831975.41592,0.6453137018938138,0.014285714285714285,0.022137627395466333,3902616476.253729,0.014285714285714301,464587.67901589174
XRP,100000000000.0,0.26013645,26013645000.0,0.09522419183673812,0.014285714285714285,0.15002190105437851,3902616476.2537284,0.0142857142857143,15002190105.43785
ETH,135135633.79999998,181.26869018,24495859335.570133,0.08966826481164338,0.014285714285714285,0.1593173941273735,3902616476.2537284,0.0142857142857143,21529457.030767012
XLM,142283354823.16,0.06207224,8831846548.588345,0.03232939674603117,0.014285714285714285,0.4418800139680315,3902616476.2537284,0.0142857142857143,62872170816.67632
BCH,20982433.29,235.29090091,4936975632.088076,0.018072035452288842,0.014285714285714285,0.7904872875791633,3902616476.2537284,0.0142857142857143,16586346.778222838
LTC,83880542.21,57.2538247,4802481859.43229,0.01757971456422332,0.014285714285714285,0.8126249282105699,3902616476.253729,0.014285714285714301,68163419.59166493
EOS,1366411730.19,3.10227044,4238978719.4376926,0.015516984366150354,0.014285714285714285,0.9206501694284083,3902616476.253729,0.014285714285714301,1257987190.9083881
BSV,20982141.46,89.51946556,1878310089.8035183,0.006875643929189125,0.014285714285714285,2.0777274729232618,3902616476.253729,0.014285714285714301,43595171.7522042
ADA,42014022058.74,0.03957037,1662510398.0525036,0.0060856988351583735,0.014285714285714285,2.3474238000708616,3902616476.253729,0.014285714285714301,98624715317.38844
BNB,100000000.0,16.01576346,1601576345.9999998,0.00586264682295334,0.014285714285714285,2.436734587146387,3902616476.2537284,0.0142857142857143,243673458.7146387
LINK,1000000000.0,1.74640606,1746406060.0,0.006392802918709853,0.014285714285714285,2.234655825835676,3902616476.253729,0.014285714285714301,2234655825.8356757
XTZ,1923800541.46,0.91304709,1756520486.1204772,0.006429827259328587,0.014285714285714285,2.2217881926747163,3902616476.253729,0.014285714285714301,4274277328.077054
TRX,104145119673.46,0.01473447,1534523141.475006,0.0056171953604245,0.014285714285714285,2.5432112235873334,3902616476.253729,0.014285714285714301,264863037235.3895
XMR,22466083.47,57.55956811,1293138061.65641,0.004733593729543002,0.014285714285714285,3.0179426249775516,3902616476.253729,0.014285714285714301,67801350.92041658
DASH,17600805.03,72.08768452,1268801280.3006692,0.004644507777285723,0.014285714285714285,3.0758295541197134,3902616476.253729,0.014285714285714301,54137076.28757291
ETC,194571423.67,4.76955994,928020067.8051996,0.003397061848311724,0.014285714285714285,4.205314746569603,3902616476.253729,0.014285714285714301,818234077.2204928
ZEC,20924230.74,39.51177102,826753413.768525,0.0030263704173087683,0.014285714285714285,4.720411686556865,3902616476.253729,0.014285714285714301,98770983.3173084
NEO,100000000.0,7.91428629,791428629.0,0.0028970623529683227,0.014285714285714285,4.931103492155486,3902616476.253729,0.014285714285714301,493110349.21554863
IOT,2779530283.28,0.26911387,748010151.315677,0.002738126938562879,0.014285714285714285,5.217330900375357,3902616476.2537284,0.0142857142857143,14501729235.485815
ICX,4105532970.53,0.16926027,694903619.0858098,0.0025437279370834325,0.014285714285714285,5.616054326192559,3902616476.2537284,0.0142857142857143,23056896200.471195
DOGE,280666706295.71,0.00243243,682702116.394874,0.002499063752847115,0.014285714285714285,5.7164265095033935,3902616476.253729,0.014285714285714301,1604410600203.7998
RVN,20754957265.63,0.03072303,637655174.7206684,0.0023341672681121656,0.014285714285714285,6.120261594306532,3902616476.2537284,0.0142857142857143,127025767844.30861
ONT,1000000000.0,0.6344417,634441700.0,0.002322404190186583,0.014285714285714285,6.151260984663726,3902616476.2537284,0.0142857142857143,6151260984.663726
XEM,8999999999.0,0.04109573,369861569.95890427,0.001353895968473616,0.014285714285714285,10.551559808409813,3902616476.2537284,0.0142857142857143,94964038265.13676
DCR,20619744.270000003,17.94452212,370011457.1617583,0.0013544446377492382,0.014285714285714285,10.5472854981018,3902616476.253729,0.014285714285714301,217482329.71353874
