,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.25,0.30822,28062759112.304317,34254234619.991314,6191475507.686996,22.062960676494203,619147.5507686997,190833.65809792862,-479771.26530011435,139376.28546858538
ETH,0.25,162.43156000000002,61170542.81667655,64998699.72666471,3828156.9099881575,6.258170573148014,382.81569099881574,62181.349881415605,-910.384037380428,-527.5683463816123
EOS,0.18700152449800964,4.78909,1239882701.5459142,1649024939.428283,409142237.8823688,32.99846327174667,40914.22378823688,195941.90000200734,-23096.55406047874,17817.66972775814
ADA,0.07487689917543021,0.06981,41230294818.95011,45296567010.99563,4066272192.045517,9.86234081007975,406627.2192045517,28386.646172669753,-634432.2536967051,-227805.03449215338
XTZ,0.04021283513922216,1.22622,908039641.8576944,1384941322.6685138,476901680.8108194,52.5199186056635,47690.16808108194,58478.6379043843,-19397.7491575684,28292.418923513538
ETC,0.026879053425326805,5.9004199999999996,149041732.54239088,192382746.0729981,43341013.53060722,29.079783756727373,4334.101353060722,25573.018305626545,-2694.548996038152,1639.5523570225705
ONT,0.022923749096925544,1.11989,1259042968.9407485,864460901.0736539,-394582067.8670945,-31.33984126046645,-39458.20678670945,-44188.85119836805,-12107.802288144925,-51566.00907485437
RVN,0.007233585648490651,0.050839999999999996,4349491784.968672,6008736531.119295,1659244746.1506233,38.14801425501657,165924.47461506235,8435.600289429769,-84159.49620160728,81764.97841345507
NEO,0.026270413154541056,9.7696,108890202.7191999,113559950.8397772,4669748.120577306,4.288492448323744,466.97481205773056,4562.157123879205,-1590.5420718412918,-1123.5672597835612
VET,0.014590578519039872,0.00636,116330484340.98164,96883645503.39818,-19446838837.583466,-16.716889771198694,-1944683.8837583466,-12368.189500703085,-1356970.5966492519,-3301654.4804075984
XEM,0.02094314019314026,0.05625,12159291507.252544,15723685499.145151,3564393991.8926067,29.314158557401026,356439.3991892607,20049.716204395914,-220228.90223047824,136210.49695878243
DCR,0.009543652559400886,23.760839999999998,12963785.937524013,16962423.65079502,3998637.713271007,30.84467556423349,399.8637713271007,9501.099092299828,-237.5789022227633,162.28486910433742
LSK,0.00840996545318913,1.7440099999999998,178016352.93537182,203648078.38637766,25631725.451005846,14.398522960590787,2563.1725451005846,4470.19855038087,-2852.333363371879,-289.1608182712944
ZIL,0.00627492912478225,0.01746,13950671345.465466,15177479709.444984,1226808363.979519,8.793901982203046,122680.83639795189,2142.00740350824,-212578.64100742468,-89897.80460947279
QKC,0.0013407386532628019,0.02853,,1984620321.6034563,,,,,-27796.966226193596,
ZRX,0.006833200602033967,0.28105,1257710198.2258468,1026775875.8048685,-230934322.4209783,-18.36148921641403,-23093.43224209783,-6490.409131641596,-14381.21641249679,-37474.648654594625
QTUM,0.00906507246781729,2.45008,130154878.44229656,156252181.9164191,26097303.474122524,20.05096066045087,2609.7303474122527,6394.048129587812,-2188.497505654179,421.23284175807385
WAVES,0.009199550987155409,2.22377,134751625.86500987,174707616.6765803,39955990.811570436,29.651583463339538,3995.5990811570437,8885.293368704599,-2446.9878028327566,1548.611278324287
WTC,0.003771217666872487,2.18702,55816789.88212618,72822221.04195274,17005431.15982656,30.466515891971934,1700.5431159826562,3719.1218055163886,-1019.9617512654014,680.5813647172548
KMD,0.004576570193306094,0.9787799999999999,153007292.93692684,197464994.13627216,44457701.19934532,29.055936057683084,4445.770119934532,4351.430877989521,-2765.731920162313,1680.0381997722188
BTS,0.005945567952112297,0.05297,3679481617.533804,4740219467.95398,1060737850.4201765,28.828459024375896,106073.78504201765,5618.728393675676,-66392.4071627992,39681.37787921846
NULS,0.002155452476191032,0.7306699999999999,90442360.77301392,124581125.76469892,34138764.991685,37.74643286608159,3413.8764991685007,2494.4171416474483,-1744.9067247808039,1668.9697743876968
ELF,0.002305121525433177,0.16643,381115709.5171997,584921100.6331909,203805391.11599118,53.47598800746718,20380.53911159912,3391.9331243434412,-8192.515163884069,12188.02394771505
AION,0.0022803104062561075,0.17805,420957483.17826116,540862743.3479464,119905260.16968524,28.483936017573885,11990.526016968524,2134.9131573212458,-7575.425508946931,4415.100508021594
POWR,0.0019017799447074144,0.11355,540134886.3524823,707307397.3215722,167172510.96908987,30.950141380054475,16717.25109690899,1898.2438620540156,-9906.680699006303,6810.570397902686
NAS,0.0019328555433498222,1.02686,61931302.79654494,79491965.58784404,17560662.791299105,28.355067628706166,1756.0662791299105,1803.23421938734,-1113.3794502889043,642.6868288410062
STRAT,0.0035322355940035806,0.85977,135113080.08729857,173501187.20622954,38388107.118930966,28.411836288631598,3838.8107118930966,3300.4942857643277,-2430.0903243193197,1408.7203875737769
