,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,2.17899995,2178999950.0,0.29294171282844333,0.25,0.25,0.25,0.25,0.25,0.25,0.24999999999999992,0.24999999999999992,0.8534120920717373,1859584905.953711,0.25000000000000006,853412092.0717373
TRX,104145119673.46,0.01519524,1582510088.2669466,0.21275044812424634,0.25,0.21275044812424634,0.22229622895069295,0.22229622895069295,0.22567140360023719,0.22567140360023719,0.2256714036002371,0.2256714036002371,1.0607329177912936,1678620543.3615558,0.22567140360023719,110470156664.9527
BNB,100000000.0,15.36581991,1536581991.0,0.20657593881306868,0.25,0.20657593881306868,0.21584467903577031,0.21584467903577031,0.2191218983226622,0.2191218983226622,0.21912189832266213,0.21912189832266213,1.0607329177912939,1629903098.7389855,0.2191218983226622,106073291.77912939
ICX,4105532970.53,0.13272377,544901813.7080405,0.07325583951067036,0.25,0.07325583951067036,0.07654271478821537,0.07654271478821537,0.07770488038940414,0.07770488038940414,0.07770488038940411,0.07770488038940411,1.0607329177912939,577995290.7642978,0.07770488038940415,4354873966.918645
BAT,1500000000.0,0.19976754,299651310.0,0.04028470400042316,0.25,0.04028470400042316,0.04209221584557678,0.04209221584557678,0.042731311616727476,0.042731311616727476,0.04273131161672746,0.04273131161672746,1.0607329177912939,317850008.3762835,0.04273131161672748,1591099376.686941
SC,91002491209.17,0.00163563,148846404.6964547,0.02001070295579176,0.25,0.02001070295579176,0.020908551991050014,0.020908551991050014,0.02122601133335187,0.02122601133335187,0.021226011333351863,0.021226011333351863,1.0607329177912939,157886281.15641415,0.02122601133335187,96529338026.57947
REP,11000000.0,10.64334682,117076815.02,0.01573964364912336,0.25,0.01573964364912336,0.01644585691393942,0.01644585691393942,0.016695558132929833,0.016695558132929833,0.016695558132929826,0.016695558132929826,1.0607329177912936,124187231.60187615,0.016695558132929837,11668062.09570423
OMG,140245398.25,0.75070605,105283068.95093441,0.01415410888390421,0.25,0.01415410888390421,0.014789181676420751,0.014789181676420751,0.015013729215159392,0.015013729215159392,0.015013729215159387,0.015013729215159387,1.0607329177912939,111677216.92234664,0.015013729215159392,148762910.4925245
MCO,22111377.4,3.9707961,87799771.14554814,0.011803678722123059,0.25,0.011803678722123059,0.012333291378738362,0.012333291378738362,0.012520550571588608,0.012520550571588608,0.012520550571588605,0.012520550571588605,1.060732917791294,93132107.42862515,0.012520550571588612,23454265.865886476
AE,503616445.26,0.16125531,81210826.00149934,0.010917870130787245,0.25,0.010917870130787245,0.011407737937313504,0.011407737937313504,0.011580944239896375,0.011580944239896375,0.011580944239896371,0.011580944239896371,1.060732917791294,86142996.42081149,0.011580944239896376,534202541.42831933
SNT,6804870174.89,0.01359431,92507514.66720888,0.012436581192264146,0.25,0.012436581192264146,0.012994591195713497,0.012994591195713497,0.01319189105541868,0.01319189105541868,0.013191891055418676,0.013191891055418676,1.0607329177912939,98125765.95056939,0.013191891055418683,7218149795.802022
THETA,1000000000.0,0.0719315,71931500.0,0.009670370490976457,0.25,0.009670370490976457,0.010104264934119948,0.010104264934119948,0.010257680307016287,0.010257680307016287,0.010257680307016284,0.010257680307016284,1.0607329177912939,76300109.87610446,0.010257680307016287,1060732917.7912939
GAS,60464204.03,1.69670323,102589810.27708001,0.013792030945807438,0.25,0.013792030945807438,0.014410857865896274,0.014410857865896274,0.014629661227414147,0.014629661227414147,0.014629661227414142,0.014629661227414142,1.0607329177912939,108820388.79086235,0.014629661227414149,64136371.56267001
IOST,12013965608.0,0.00513877,61737006.04742216,0.008299836948794704,0.25,0.008299836948794704,0.008672237689225428,0.008672237689225428,0.008803910263886999,0.008803910263886999,0.008803910263886995,0.008803910263886995,1.0607329177912939,65486474.56038087,0.008803910263887,12743608793.618095
MAID,452552412.0,0.12005085,54329301.7301502,0.007303955516659608,0.25,0.007303955516659608,0.007631672610291442,0.007631672610291442,0.007747546046604166,0.007747546046604166,0.007747546046604163,0.007747546046604163,1.0607329177912939,57628878.74578581,0.007747546046604166,480037240.43424773
STORJ,425000000.0,0.1288634,54766944.99999999,0.007362791667196298,0.25,0.007362791667196298,0.007693148647148686,0.007693148647148686,0.007809955488234556,0.007809955488234556,0.007809955488234553,0.007809955488234553,1.0607329177912936,58093101.368365295,0.007809955488234556,450811490.0612998
