,New Weight,Old Weight,Turnover
10 Index,,,0.06496645891544123
20 Index,,,0.23712999471228044
40 Index,,,0.04919071828643803
Total Index,,,0.05287768058739157
ETH Index,,,0.00472541513800515
Currency Index,,,0.0003312484975837602
Platform Index,,,0.020952776898391492
Application Index,,,0.061213520252354436
10 Index,New Weight,Old Weight,Turnover
BTC,0.6727722790936604,0.638411221763407,0.03436105733025341
XRP,0.07544516216057273,0.13428564668207402,0.058840484521501285
ETH,0.12494269299122045,0.118323503380344,0.006619189610876444
XLM,0.01740296364238777,0.016566991762782,0.000835971879605768
EOS,0.02361105174315464,0.022507069698078003,0.0011039820450766367
TRX,0.018566169316022355,0.0,0.018566169316022355
LTC,0.02123654298023738,0.020068998912746,0.00116754406749138
BCH,0.022377719021100795,0.021234009877249,0.0011437091438517948
ADA,0.011121454236218449,0.010587958657062,0.0005334955791564486
BSV,0.012523964815424931,0.011888624872316001,0.0006353399431089299
DASH,0.0,0.0061259743939380005,0.0061259743939380005
40 Index,New Weight,Old Weight,Turnover
WAVES,0.1014039897230248,0.100362065571877,0.0010419241511478022
SC,0.03298206002148639,0.0,0.03298206002148639
HC,0.014123894491997304,0.013978809962455001,0.00014508452954230255
STEEM,0.0318242693500695,0.031062672715216004,0.0007615966348534994
GAS,0.00710186383019362,0.007028717723845001,7.314610634861964e-05
QTUM,0.06047044088019765,0.059793187411234,0.0006772534689636484
DGB,0.03629277223698897,0.035498164982574,0.000794607254414971
RDD,0.012721619334941585,0.012588940482476002,0.00013267885246558316
BAT,0.05084171414397259,0.049970620596550004,0.0008710935474225828
ICX,0.02767705859023062,0.027391318384893,0.00028574020533761804
OMG,0.056281739206319424,0.055746335966051004,0.00053540324026842
BCD,0.039544005749746085,0.039138864345925006,0.0004051414038210785
REP,0.049885573533532006,0.049365737574811004,0.0005198359587210016
SNT,0.023319975168176056,0.023114675455317,0.00020529971285905557
KMD,0.025670653667567024,0.025320623940289003,0.00035002972727802076
BTS,0.036646335668548836,0.036180344601342,0.00046599106720683625
IOST,0.024934621425505225,0.024653704569381003,0.0002809168561242227
NANO,0.04168689986758714,0.041268628274711006,0.0004182715928761349
POLY,0.013192284357079698,0.009941840831489001,0.0032504435255906964
GNO,0.0046171451397743245,0.0045690554461760005,4.808969359832403e-05
AE,0.03137058058890497,0.031046798471717003,0.0003237821171879658
WTC,0.014031652075081766,0.013674807935629,0.00035684413945276557
XVG,0.03305249851508492,0.032707780798053004,0.00034471771703191434
XZC,0.01121499134589308,0.010678413893011001,0.000536577452882079
ELF,0.010243988461043744,0.01013816944002,0.00010581902102374356
STRAT,0.02779158890446632,0.027444090528697004,0.0003474983757693166
PIVX,0.013353970561727024,0.013223381022651,0.0001305895390760238
LRC,0.015945431838747456,0.015779130557226,0.0001663012815214561
DGD,0.011170773993529972,0.011086773837387001,8.400015614297082e-05
ZEN,0.008460456764628279,0.008038536092107001,0.0004219206725212775
POWR,0.011249689356790195,0.011035863361118,0.00021382599567219482
AION,0.011282010469907115,0.010804605748828001,0.0004774047210791138
QASH,0.009421491600348898,0.009222542752185,0.00019894884816389763
PPT,0.023311035848986528,0.023071406294639003,0.00023962955434752437
WAN,0.010752528294943426,0.010641932110517002,0.00011059618442642478
GNT,0.019999682493920642,0.019716958567881002,0.0002827239260396394
FCT,0.018981691820458405,0.018786813189865,0.0001948786305934029
STORJ,0.006574863939752575,0.006516181540773,5.868239897957421e-05
NAS,0.008754723044424819,0.008655463433953,9.925961047181804e-05
MONA,0.011817433694421134,0.011565323300684001,0.000252110393737133
LINK,0.0,0.04919071828642901,0.04919071828642901
Application Index,New Weight,Old Weight,Turnover
TRX,0.2499999999999999,0.31121352025234905,0.06121352025234916
BNB,0.2499999999999999,0.239478187183773,0.010521812816226883
MAID,0.016693113717591246,0.015126720888651001,0.0015663928289402444
LINK,0.04655962077990985,0.042190051219108,0.004369569560801846
MANA,0.012253230468653429,0.011105694996771,0.0011475354718824288
SC,0.030894743306074127,0.027628931809237003,0.003265811496837124
STEEM,0.029810225068817583,0.02664193161861,0.003168293450207582
GAS,0.006652412247312264,0.0060284129019410005,0.0006239993453712638
RDD,0.011916513508694323,0.010797322386254,0.001119191122440322
BAT,0.047624123741681394,0.042858960305133004,0.0047651634365483905
ICX,0.02592547645766528,0.023493072796547002,0.002432403661118278
OMG,0.05271986905808451,0.047812694175156004,0.004907174882928508
REP,0.04672849385365042,0.042340162317266006,0.004388331536384411
SNT,0.02184413727509653,0.019825068129609002,0.0020190691454875266
IOST,0.023356598340833496,0.021145067499653003,0.002211530841180493
POLY,0.012357391823530687,0.008526949564964,0.003830442258566687
GNO,0.004324942523520001,0.0039188019612690006,0.00040614056225100024
AE,0.02938524864806345,0.026628316547116,0.0027569321009474484
LRC,0.014936302439619503,0.013533494724065,0.0014028077155545018
DGD,0.010463815626902849,0.009508939335474,0.0009548762914288484
QASH,0.008825239065221825,0.007910019707772,0.000915219357449825
PPT,0.021835763693473318,0.019787956898694,0.002047806794779318
GNT,0.018733974058931943,0.01691090353713,0.0018230705218019415
STORJ,0.006158764296671867,0.0055888192434470005,0.0005699450532248669
Total Index,New Weight,Old Weight,Turnover
BTC,0.6104494012504103,0.5763425123959011,0.03410688885450919
XRP,0.06845623028672691,0.12122989751602001,0.052773667229293095
ETH,0.11336851189804477,0.106819653052692,0.006548858845352765
XLM,0.01579082412520046,0.014956287311225001,0.0008345368139754585
EOS,0.02142382028421037,0.020318848814452003,0.0011049714697583674
TRX,0.01684627517315076,0.0159497859864,0.0008964891867507575
LTC,0.01926927632092544,0.0181178163233,0.001151459997625441
BCH,0.020304738471364908,0.019169560596208002,0.0011351778751569064
ADA,0.010091208110832762,0.009558558003882,0.0005326501069507616
BSV,0.011363795834686904,0.010732768620383,0.0006310272143039038
