,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,17789675.0,11223.38938,199660449468.65152,0.6590156075640877,0.014285714285714285,0.02167735349776983,4328110142.655569,0.014285714285714271,385633.0735854385
XRP,42566596173.0,0.40836,17382495213.20628,0.05737408522517412,0.014285714285714285,0.24899245416545865,4328110142.655569,0.014285714285714271,10598761246.58529
ETH,106705029.9366,299.06853,31912116446.744957,0.10533174128764813,0.014285714285714285,0.13562591969975835,4328110142.655569,0.014285714285714271,14471967.821741622
XLM,19419882902.7924,0.10701,2078121669.4278147,0.00685921832899156,0.014285714285714285,2.082702955427658,4328110142.655568,0.014285714285714268,40445847515.70478
LTC,62456775.8540937,130.63982,8159341955.359146,0.026931391321336366,0.014285714285714285,0.5304484315445093,4328110142.655568,0.014285714285714268,33130098.791130982
BCH,17866150.0,411.20444,7346640205.705999,0.02424892146442984,0.014285714285714285,0.5891278218979618,4328110142.655569,0.014285714285714271,10525446.035202269
EOS,921265925.3537,5.911,5445602884.76572,0.017974202217851332,0.014285714285714285,0.7947898945704653,4328110142.655569,0.014285714285714271,732212847.6832294
BSV,17854985.7508877,201.2288,3592937356.668231,0.011859142866530448,0.014285714285714285,1.2046160878989194,4328110142.655569,0.014285714285714271,21508403.08472529
ADA,25927070538.0,0.08599,2229468795.5626197,0.007358767030540823,0.014285714285714285,1.9413190044507191,4328110142.655569,0.014285714285714271,50332714765.15373
TRX,66682072191.4,0.03354,2236516701.2995563,0.007382029924587402,0.014285714285714285,1.935201351342767,4328110142.655569,0.014285714285714271,129043236215.13322
LINK,350000000.0,3.9460800000000003,1381128000.0,0.0045586640241771096,0.014285714285714285,3.1337501974151336,4328110142.655569,0.014285714285714271,1096812569.0952969
BNB,141175490.242,33.39093,4713980912.386305,0.015559350904444075,0.014285714285714285,0.9181433321639393,4328110142.655569,0.014285714285714271,129619335.03066759
DASH,8891879.13172747,159.55187,1418715943.2810943,0.004682729863678107,0.014285714285714285,3.050723552627355,4328110142.655569,0.014285714285714271,27126665.09427667
ZEC,6867193.75,106.4652,731117156.0325,0.002413185075289213,0.014285714285714285,5.919858543797012,4328110142.655569,0.014285714285714271,40652815.592846945
XMR,17070711.1613356,93.78003000000001,1600891804.8313875,0.005284034410485349,0.014285714285714285,2.7035619331635115,4328110142.655569,0.014285714285714271,46151724.8678164
XTZ,659731260.601439,0.97546,643541455.4662796,0.0021241255561401293,0.014285714285714285,6.7254566211583455,4328110142.655569,0.014285714285714271,4436993974.79709
NEO,70538831.0,17.35181,1223976393.13411,0.004039956578841733,0.014285714285714285,3.536105897903002,4328110142.655569,0.014285714285714271,249432776.3302831
ETC,111597907.0,7.9007,881701583.8348999,0.002910216352349772,0.014285714285714285,4.908815206876179,4328110142.655569,0.014285714285714271,547813502.9371536
ONT,494757215.0,1.50004,742155612.7886,0.002449619508373234,0.014285714285714285,5.831809485874513,4328110142.655569,0.014285714285714271,2885329819.6418557
IOT,2779530283.0,0.40199,1117343378.46317,0.003687994930268999,0.014285714285714285,3.8735721051200844,4328110142.655569,0.014285714285714271,10766710969.565334
RVN,3872460000.0,0.05376,208183449.6,0.0006871473188007256,0.014285714285714285,20.789885800103338,4328110142.655569,0.014285714285714271,80508001165.46817
