,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,20986335.65,7421.73984875,155755123572.84772,0.8954116113721845,2.0,0.8954116113721845,0.8954116113721843,0.8954116113721843,0.8954116113721845,0.8954116113721845,0.8954116113721843,0.8954116113721843,0.9999999999999998,155755123572.8477,0.8954116113721844,20986335.649999995
BCH,20982433.29,214.62830446,4503424080.477759,0.025889473938922464,2.0,0.025889473938922464,0.025889473938922457,0.025889473938922457,0.025889473938922464,0.025889473938922464,0.025889473938922457,0.025889473938922457,0.9999999999999998,4503424080.477758,0.02588947393892246,20982433.289999995
LTC,83880542.21,46.25761947,3880114202.4874525,0.022306163872242928,2.0,0.022306163872242928,0.022306163872242924,0.022306163872242924,0.022306163872242928,0.022306163872242928,0.022306163872242924,0.022306163872242924,0.9999999999999999,3880114202.487452,0.022306163872242928,83880542.20999998
XLM,50000000000.0,0.05621259,2810629500.0,0.01615786519143387,2.0,0.01615786519143387,0.016157865191433866,0.016157865191433866,0.01615786519143387,0.01615786519143387,0.016157865191433866,0.016157865191433866,0.9999999999999998,2810629499.9999995,0.01615786519143387,49999999999.99999
BSV,20982141.46,104.51283167,2192903018.485108,0.01260665318946193,2.0,0.01260665318946193,0.012606653189461926,0.012606653189461926,0.01260665318946193,0.01260665318946193,0.012606653189461926,0.012606653189461926,0.9999999999999998,2192903018.4851074,0.01260665318946193,20982141.459999997
XMR,22466083.47,53.47730929,1201425694.2601464,0.006906806608761592,2.0,0.006906806608761592,0.00690680660876159,0.00690680660876159,0.006906806608761592,0.006906806608761592,0.00690680660876159,0.00690680660876159,0.9999999999999998,1201425694.2601461,0.006906806608761592,22466083.469999995
DASH,17600805.03,53.76026673,946223973.0755256,0.005439692210537637,2.0,0.005439692210537637,0.005439692210537636,0.005439692210537636,0.005439692210537637,0.005439692210537637,0.005439692210537636,0.005439692210537636,0.9999999999999999,946223973.0755255,0.005439692210537638,17600805.029999997
DOGE,280666706295.71,0.00225793,633725776.1462725,0.0036431894204868587,2.0,0.0036431894204868587,0.003643189420486858,0.003643189420486858,0.0036431894204868587,0.0036431894204868587,0.003643189420486858,0.003643189420486858,0.9999999999999998,633725776.1462724,0.0036431894204868587,280666706295.70996
ZEC,20924230.74,28.14762913,588967486.7000654,0.0033858810818847796,2.0,0.0033858810818847796,0.0033858810818847788,0.0033858810818847788,0.0033858810818847796,0.0033858810818847796,0.0033858810818847788,0.0033858810818847788,0.9999999999999998,588967486.7000653,0.0033858810818847796,20924230.739999995
IOT,2779530283.28,0.2065934,574232611.6257784,0.003301172611749193,2.0,0.003301172611749193,0.0033011726117491923,0.0033011726117491923,0.003301172611749193,0.003301172611749193,0.0033011726117491923,0.0033011726117491923,0.9999999999999998,574232611.6257783,0.003301172611749193,2779530283.2799997
DGB,21000000000.0,0.00680566,142918860.0,0.0008216179589637875,2.0,0.0008216179589637875,0.0008216179589637872,0.0008216179589637872,0.0008216179589637875,0.0008216179589637875,0.0008216179589637872,0.0008216179589637872,0.9999999999999998,142918859.99999997,0.0008216179589637875,20999999999.999996
BTG,20983114.73,6.3749528,133766366.00073475,0.0007690017161592715,2.0,0.0007690017161592715,0.0007690017161592713,0.0007690017161592713,0.0007690017161592715,0.0007690017161592715,0.0007690017161592713,0.0007690017161592713,0.9999999999999997,133766366.0007347,0.0007690017161592714,20983114.729999993
NANO,133248289.0,0.86524811,115292830.2179838,0.0006628002759527912,2.0,0.0006628002759527912,0.0006628002759527911,0.0006628002759527911,0.0006628002759527912,0.0006628002759527912,0.0006628002759527911,0.0006628002759527911,0.9999999999999999,115292830.21798378,0.0006628002759527912,133248288.99999999
ZEN,20865535.36,5.47878664,114317816.36681558,0.0006571950752790785,2.0,0.0006571950752790785,0.0006571950752790784,0.0006571950752790784,0.0006571950752790785,0.0006571950752790785,0.0006571950752790784,0.0006571950752790784,0.9999999999999999,114317816.36681557,0.0006571950752790785,20865535.359999996
MONA,105082725.0,0.91185275,95819971.76874375,0.0005508538875317293,2.0,0.0005508538875317293,0.0005508538875317292,0.0005508538875317292,0.0005508538875317293,0.0005508538875317293,0.0005508538875317292,0.0005508538875317292,0.9999999999999998,95819971.76874374,0.0005508538875317294,105082724.99999997
BCD,210000000.0,0.37718888,79209664.8,0.00045536385556938923,2.0,0.00045536385556938923,0.0004553638555693891,0.0004553638555693891,0.00045536385556938923,0.00045536385556938923,0.0004553638555693891,0.0004553638555693891,0.9999999999999998,79209664.79999998,0.0004553638555693892,209999999.99999994
XZC,21347303.34,3.64777808,77870225.19076279,0.0004476636287561,2.0,0.0004476636287561,0.00044766362875609987,0.00044766362875609987,0.0004476636287561,0.0004476636287561,0.00044766362875609987,0.00044766362875609987,0.9999999999999998,77870225.19076277,0.0004476636287561,21347303.339999996
XVG,16500000000.0,0.00380683,62812695.0,0.0003611002653037877,2.0,0.0003611002653037877,0.00036110026530378767,0.00036110026530378767,0.0003611002653037877,0.0003611002653037877,0.00036110026530378767,0.00036110026530378767,0.9999999999999999,62812694.99999999,0.0003611002653037878,16499999999.999998
PIVX,175458680.4,0.22394901,39293797.77148641,0.00022589383881836507,2.0,0.00022589383881836507,0.00022589383881836501,0.00022589383881836501,0.00022589383881836507,0.00022589383881836507,0.00022589383881836501,0.00022589383881836501,0.9999999999999998,39293797.7714864,0.00022589383881836507,175458680.39999998
