,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,28062759112.304317,4320890207.73893,18.19945272677357,432089.020773893,25446.638883417374,457535.65965731035
ETH,61170542.81667655,6770792.900816701,12.446367697074145,677.0792900816701,55.467985422577115,732.5472755042473
EOS,1239882701.5459142,-335014974.5778842,-21.27217403751821,-33501.49745778842,1124.2959837901735,-32377.201473998248
ADA,41230294818.95011,-3826481022.344963,-8.492576201686287,-382648.1022344963,37386.64537994914,-345261.4568545472
XTZ,908039641.8576945,-456698812.9689299,-33.464200510635465,-45669.88129689299,823.3886328037203,-44846.49266408927
ONT,1259042968.9407485,324960694.61666036,34.7893010657766,32496.069461666037,1141.6700560741883,33637.73951774022
RVN,4349491784.968672,-816826038.3747873,-15.810603727940343,-81682.60383747873,3944.0151389091257,-77738.58869856961
NEO,108890202.7191999,-4068583.943247944,-3.601830422812524,-406.8583943247944,98.73903187668657,-308.11936244810784
ETC,149041732.54239088,-39552288.71068916,-20.97218588791462,-3955.228871068916,135.14747895555996,-3820.081392113356
VET,116330484340.98166,19959721914.89209,20.711387367304447,1995972.1914892092,105485.7013279236,2101457.8928171326
XEM,12159291507.252546,-3481155875.040867,-22.257393218699683,-348115.5875040867,11025.754767199456,-337089.83273688727
DCR,12963785.937524013,-3319714.9650467,-20.386985482480668,-331.97149650467003,11.755251078268268,-320.21624542640177
ZIL,13950671345.465466,-437128073.58680344,-3.038185763195722,-43712.807358680344,12650.135166276177,-31062.672192404167
LSK,178016352.93537182,-21622267.55628121,-10.830703750121963,-2162.226755628121,161.42097184247322,-2000.8057837856477
ZRX,1257710198.2258468,242322962.8347981,23.86507869989858,24232.296283479813,1140.4615314611672,25372.75781494098
HOT,181322026173.61163,-50181924216.77646,-21.67648721853517,-5018192.421677646,164418.47728459426,-4853773.944393052
QTUM,130154878.44229655,-24998415.217772946,-16.112075114913647,-2499.8415217772945,118.02133130893868,-2381.8201904683556
WAVES,134751625.86500987,-39031122.84644836,-22.45972234634983,-3903.1122846448366,122.18955194739962,-3780.922732697437
BTS,3679481617.533804,-1001947580.3549433,-21.402600317159692,-100194.75803549433,3336.465941387147,-96858.2920941072
KMD,153007292.93692684,-41378688.364442766,-21.286868573248917,-4137.868836444277,138.74335429077937,-3999.1254821534976
NULS,90442360.77301393,-19172060.30620131,-17.490454374015442,-1917.206030620131,82.01096995289925,-1835.1950606672317
ELF,381115709.51719964,-105475986.87488347,-21.67648721853519,-10547.598687488347,345.58661156840293,-10202.012075919945
WTC,55816789.882126175,-15434065.838644736,-21.661586632910325,-1543.4065838644735,50.613330288656,-1492.7932535758175
POWR,540134886.3524823,-148651310.76486027,-21.581633224792373,-14865.131076486028,489.7813984128481,-14375.34967807318
STRAT,135113080.08729857,-37323399.7373043,-21.64472377032315,-3732.3399737304303,122.5173099925248,-3609.8226637379057
AION,420957483.1782611,-86256424.61772013,-17.005926551291527,-8625.642461772013,381.71417916682054,-8243.928282605193
NAS,61931302.79654494,-17139847.86716856,-21.67648721853519,-1713.9847867168562,56.15782437986549,-1657.8269623369906
40 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BAT,1500150000.0,261083213.0,21.07095563687318,26108.3213,-8968.713447252643,17139.60785274736
STEEM,308998184.0,-4696341.0,-1.4971064604968776,-469.63410000000005,-1847.3593760740239,-2316.993476074024
HOT,133214575156.0,0.0,0.0,0.0,-796429.2581219646,-796429.2581219646
QTUM,95622838.56,6342806.560000002,7.1043954822955335,634.2806560000002,-571.6853901660106,62.59526583398963
WAVES,99000000.0,-1000000.0,-1.0000000000000009,-100.0,-591.8758999286816,-691.8758999286816
BTG,17650275.02,,,,-105.52295365102252,
DGB,11597750786.54,121363000.54000092,1.0575017401211584,12136.300054000092,-69337.66852456504,-57201.36847056495
ICX,632363400.0,232133400.0,58.00000000000001,23213.34,-3780.6126914844535,19432.727308515547
OMG,140245398.25,0.25,1.782589631460496e-07,2.5e-05,-838.4633464654052,-838.4633214654051
SC,40001785993.23,436344889.23000336,1.102843484249405,43634.48892300034,-239152.45538886407,-195517.96646586372
BTS,2703260000.0,9420000.0,0.34968669260238006,942.0,-16161.560052941497,-15219.560052941497
KMD,112412165.0,556424.0,0.4974478690369599,55.6424,-672.0611244677419,-616.418724467742
NULS,66446647.0,3371099.0,5.344541754912702,337.10990000000004,-397.2542322259438,-60.14433222594374
IOST,12013965609.0,0.0,0.0,0.0,-71826.02733877886,-71826.02733877886
ELF,280000000.0,0.0,0.0,0.0,-1673.9924442427362,-1673.9924442427362
RDD,28808713174.0,0.0,0.0,0.0,-172234.17207725777,-172234.17207725777
BCD,189111820.03,35354945.03,22.994058008788222,3535.4945030000003,-1130.6134208829003,2404.8810821171
