,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.1948232694988495,3.92610524,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
BNB,0.09438193945439675,19.01997785,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
TRX,0.08506151879999158,0.01645945,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-0.0,0.0
ETC,0.07488254773022274,7.7557297,194571423.67,194571423.67,0.0,0.0,0.0,0.0,-0.0,0.0
DASH,0.0740091791650902,84.73721081,17600805.03,17600805.03,0.0,0.0,0.0,0.0,-0.0,0.0
XMR,0.0723469192923145,64.8953806,22466083.47,22466083.47,0.0,0.0,0.0,0.0,-0.0,0.0
ICX,0.05919475946611742,0.29055933,4105532970.53,4105532970.53,0.0,0.0,0.0,0.0,-0.0,0.0
NEO,0.05646201400603484,11.37830248,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZEC,0.05094569629593625,49.06582564,20924230.74,20924230.74,0.0,0.0,0.0,0.0,-0.0,0.0
ONT,0.034236876520152885,0.68994623,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
DOGE,0.031739272118687704,0.00227891,280666706295.71,280666706295.71,0.0,0.0,0.0,0.0,-0.0,0.0
IOT,0.02913825962086997,0.21125807,,2779530283.28,,,,,-0.0,
RVN,0.02592772118970966,0.02517466,20754957265.63,20754957265.63,0.0,0.0,0.0,0.0,-0.0,0.0
VET,0.023383368437246397,0.0054341,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-0.0,0.0
XEM,0.022020159818953933,0.04930592,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-0.0,0.0
DCR,0.017533188277312803,17.13557693,20619744.270000003,20619744.270000003,0.0,0.0,0.0,0.0,-0.0,0.0
BAT,0.015789552651166175,0.21212882,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
LSK,0.01562991172556201,1.36036174,231538505.47,231538505.47,0.0,0.0,0.0,0.0,-0.0,0.0
ZRX,0.011522476682388852,0.23220253,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
QTUM,0.01097136924899588,2.05054315,107823401.54,107823401.54,0.0,0.0,0.0,0.0,-0.0,0.0
