,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,0.211131651057093,0.02367,66718250405.57,66682072191.0,-36178214.569999695,-0.054225364649218566,-3617.8214569999695,-85.63383388718928,503276.3683548317,499658.5468978317
BNB,0.4164128644827895,22.050520000000002,141175529.0,141175490.0,-39.0,-2.7625184251256485e-05,-0.0039000000000000003,-0.08599702800000002,1065.5080979547515,1065.5041979547516
BAT,0.06467142408739227,0.38554,1500150000.0,1253998401.0,-246151599.0,-16.40846575342466,-24615.159900000002,-9490.128747846,9464.429350220847,-15150.730549779155
VET,0.04717824126396346,0.00636,85466263400.0,55454734800.0,-30011528600.0,-35.115058744922266,-3001152.8600000003,-19087.3321896,418539.14584842714,-2582613.7141515734
LINK,0.022156678990131986,0.47325,650000000.0,350000000.0,-300000000.0,-46.15384615384615,-30000.0,-14197.5,2641.590507560222,-27358.40949243978
MANA,0.007164138940550393,0.051,1050141509.0,1050141509.0,0.0,0.0,0.0,0.0,7925.839547912478,7925.839547912478
ZIL,0.020289813716223286,0.01746,10249349158.76,8687360058.0,-1561989100.7600002,-15.239885738744551,-156198.91007600003,-2727.2329699269603,65566.99389991605,-90631.91617608398
ZRX,0.0220949694480677,0.28105,924020833.33,587710997.0,-336309836.33000004,-36.39634780938885,-33630.983633,-9451.987950054652,4435.690831039869,-29195.292801960135
IOST,0.0184169199600981,0.01146,12013965609.0,12013965609.0,0.0,0.0,0.0,0.0,90674.22145968387,90674.22145968387
REP,0.030489715833424576,20.72119,11000000.0,11000000.0,0.0,0.0,0.0,0.0,83.02141595189269,83.02141595189269
OMG,0.030197533234402066,1.6096700000000002,140245398.25,140245398.0,-0.25,-1.782589631460496e-07,-2.5e-05,-4.024175000000001e-05,1058.488320245158,1058.488295245158
WTC,0.01219413039136569,2.18702,41007759.0,41682339.0,674580.0,1.6450057658600636,67.458,147.53199516,314.59334581516356,382.0513458151636
SNT,0.010677359235179143,0.023,3470483788.0,3470483788.0,0.0,0.0,0.0,0.0,26193.134374349836,26193.134374349836
MCO,0.010430654651998562,4.93717,15793831.0,15793831.0,0.0,0.0,0.0,0.0,119.20238299317248,119.20238299317248
GNO,0.0021859388274305053,14.794179999999999,1104590.0,1104590.0,0.0,0.0,0.0,0.0,8.33678416784556,8.33678416784556
WAX,0.009049338712196812,0.07176,,942732361.0,,,,,7115.179588535532,
AE,0.01636879992898508,0.46723000000000003,301214412.5,261902788.0,-39311624.5,-13.0510436647848,-3931.1624500000003,-1836.7570315135004,1976.6854819553066,-1954.4769680446936
QASH,0.005815747837621122,0.12422000000000001,350000000.0,350000000.0,0.0,0.0,0.0,0.0,2641.5905075602222,2641.5905075602222
AION,0.00737332206277428,0.17805,309271154.0,309581662.0,310508.0,0.10039992284569532,31.050800000000002,5.5285949400000005,2336.5370847254776,2367.5878847254776
POWR,0.006149354046879673,0.11355,396829006.0,404852067.0,8023061.0,2.021792983550208,802.3061,91.101857655,3055.5810775809573,3857.8871775809575
POLY,0.004941771757682143,0.0853,408467617.0,433099471.0,24631854.0,6.030307660839607,2463.1854000000003,210.10971462000003,3268.775575494153,5731.960975494154
LRC,0.006654266384854043,0.06001,828954240.0,828954240.0,0.0,0.0,0.0,0.0,6256.450433102281,6256.450433102281
GNT,0.00980284021206003,0.07605,963622000.0,963622000.0,0.0,0.0,0.0,0.0,7272.842080217704,7272.842080217704
PPT,0.008152524936836634,1.14448,53252246.0,53252246.0,0.0,0.0,0.0,0.0,401.9160786853194,401.9160786853194
