,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,42293270157.58858,-6064419231.509674,-12.540754755079009,-606441.9231509675,-79398.81452105651,-685840.7376720239
BNB,171403532.349574,22247707.597300977,14.915748435739129,2224.770759730098,-321.7825725598535,1902.9881871702441
LINK,442678402.27099544,19392181.965829194,4.581340245814869,1939.2181965829195,-831.0575234174902,1108.1606731654292
MAID,572386224.8229865,25074224.921654105,4.581340245814891,2507.422492165411,-1074.5631049523763,1432.8593872130346
MANA,1328214186.750206,58184386.37828112,4.581340245814869,5818.4386378281115,-2493.5085763069883,3324.930061521123
SC,49380047626.80319,2662102149.622406,5.698243196338115,266210.2149622406,-92703.09975919417,173507.1152030464
STEEM,388165697.5183876,18593954.344806552,5.031216452084997,1859.3954344806552,-728.7186851681425,1130.6767493125126
GAS,12810322.464575697,561175.1171947327,4.581340245814913,56.11751171947327,-24.04932069641035,32.06819102306292
REP,13912749.785659857,609468.5760689173,4.581340245814869,60.94685760689173,-26.118950735978267,34.827906870913466
ICX,506209076.9740586,22175237.109096587,4.581340245814869,2217.523710909659,-950.3261502782346,1267.197560631424
BAT,1555633993.1233897,78487124.93200898,5.3134272984045605,7848.712493200898,-2920.452696668395,4928.259796532503
OMG,177381739.17857105,7770469.365388989,4.581340245814891,777.046936538899,-333.005694664515,444.041241874384
RDD,36437128912.42771,1596182308.7759705,4.581340245814891,159618.23087759706,-68404.85092351219,91213.37995408487
SNT,4389452052.512093,192286437.50387716,4.5813402458149355,19228.643750387717,-8240.490462616659,10988.153287771058
IOST,15195208859.230875,677934145.6503277,4.6698444372354375,67793.41456503277,-28526.561444109826,39266.85312092294
POLY,364801288.28115845,16143927.3787511,4.630313077850068,1614.39273787511,-684.8557635139756,929.5369743611344
GNO,1397080.389612911,61201.17222181521,4.581340245814891,6.120117222181522,-2.6227937994049304,3.4973234227765913
AE,294723229.26112354,12910786.84224987,4.5813402458149355,1291.078684224987,-553.2954753311276,737.7832088938594
LRC,997903982.5499275,43714659.47911179,4.581340245814869,4371.46594791118,-1873.404277443626,2498.061670467554
PAY,144626652.60167393,,,,-271.51328620213553,
DGD,2529590.8701199745,110812.46837616758,4.581340245814913,11.081246837616758,-4.748900133814232,6.332346703802527
QASH,442678402.27099544,19392181.965829194,4.581340245814869,1939.2181965829195,-831.0575234174902,1108.1606731654292
PPT,67353197.64749147,2950506.4129174426,4.581340245814891,295.0506412917443,-126.44479907765417,168.6058422140901
GNT,1214003779.978848,53181230.635558605,4.581340245814891,5318.12306355586,-2279.0969011202587,3039.0261624356017
STORJ,171743332.98568645,7523470.645034134,4.581340245814891,752.3470645034134,-322.42049361869584,429.9265708847176
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17493775.0,48038.0,0.27535666736235864,4.8038,-6.5690637552862405,-1.7652637552862407
XRP,41040405095.0,246284029.0,0.6037243175347262,24628.4029,-15411.026928826353,9217.375971173647
ETH,104495804.0,465387.0,0.44735666108115524,46.538700000000006,-39.239077822590886,7.29962217740912
XLM,19129175785.0,-31597010.0,-0.16490467445157142,-3159.701,-7183.170888944365,-10342.871888944366
EOS,906245118.0,0.0,0.0,0.0,-340.302876769531,-340.302876769531
LTC,60118550.0,372716.0,0.6238359648640834,37.2716,-22.575035281142213,14.696564718857786
BCH,17578663.0,45950.0,0.2620815158498324,4.595000000000001,-6.600939933187165,-2.0059399331871646
TRX,66654507757.0,24040042.0,0.036079653684595314,2404.0042000000003,-25029.343925650945,-22625.339725650945
ADA,25927070538.0,0.0,0.0,0.0,-9735.839140032698,-9735.839140032698
BSV,17577923.0,46400.0,0.26466611029742904,4.640000000000001,-6.60066205678948,-1.960662056789479
DASH,8580668.0,53029.0,0.6218485562064613,5.3029,-3.2221150183390646,2.0807849816609356
ZEC,5721969.0,184250.0,3.32718218457817,18.425,-2.1486488288989345,16.276351171101066
XMR,16736923.0,61880.0,0.37109349583086537,6.188000000000001,-6.284859285906938,-0.09685928590693749
ETC,107690317.0,627397.0,0.5860077419894694,62.739700000000006,-40.438645072317755,22.30105492768225
XTZ,781845825.0,174356784.0,28.701222941073603,17435.6784,-293.5898667514227,17142.088533248578
IOT,2779530283.0,0.0,0.0,0.0,-1043.7376517518835,-1043.7376517518835
NEO,65000000.0,0.0,0.0,0.0,-24.4080619588171,-24.4080619588171
BNB,144443333.0,0.0,0.0,0.0,-54.23972032926231,-54.23972032926231
ONT,537500000.0,0.0,0.0,0.0,-201.83589696714142,-201.83589696714142
DOGE,117931883332.0,361407214.0,0.3073962323987489,36140.7214,-44284.441773653016,-8143.720373653014
LINK,350000000.0,0.0,0.0,0.0,-131.42802593209208,-131.42802593209208
XEM,8999999999.0,0.0,0.0,0.0,-3379.5778093068593,-3379.5778093068593
MAID,452552412.0,0.0,0.0,0.0,-169.93734325704804,-169.93734325704804
ZIL,8238440891.0,-1046935314.0,-11.275098508515413,-104693.5314,-3093.6057801781594,-107787.13718017816
DCR,9187896.0,140672.0,1.5548636797320325,14.067200000000001,-3.450134382141043,10.617065617858959
MANA,1050141509.0,0.0,0.0,0.0,-394.3372156491952,-394.3372156491952
LSK,113995088.0,666694.0,0.5882850506114146,66.66940000000001,-42.8061410908432,23.863258909156812
ZRX,583926430.0,31671111.0,5.734867535064891,3167.1111,-219.26942281278272,2947.8416771872176
BTG,17413924.0,0.0,0.0,0.0,-6.539079014432803,-6.539079014432803
SC,39041924297.0,412552178.0,1.0679753652974355,41255.2178,-14660.580111271121,26594.63768872888
STEEM,306899983.0,1314533.0,0.43016871385728184,131.4533,-115.24359692652176,16.209703073478252
WAVES,100000000.0,0.0,0.0,0.0,-37.55086455202632,-37.55086455202632
HC,43529781.0,0.0,0.0,0.0,-16.345809103103687,-16.345809103103687
GAS,10128375.0,0.0,0.0,0.0,-3.8032923775712946,-3.8032923775712946
QTUM,89198248.0,61500.0,0.06899511299200967,6.15,-33.49471328926052,-27.34471328926052
DGB,11336847487.0,106269610.0,0.9462523760031871,10626.961000000001,-4257.084244313169,6369.876755686832
REP,11000000.0,0.0,0.0,0.0,-4.1305951007228945,-4.1305951007228945
ICX,400230000.0,0.0,0.0,0.0,-150.2898251965749,-150.2898251965749
BAT,1229949089.0,8550000.0,0.7000168967704168,855.0,-461.8565164692715,393.1434835307285
OMG,140245398.0,0.0,0.0,0.0,-52.663359443430224,-52.663359443430224
RDD,28808713174.0,0.0,0.0,0.0,-10817.9208631505,-10817.9208631505
SNT,3470483788.0,0.0,0.0,0.0,-1303.1966665319121,-1303.1966665319121
BCD,153756875.0,0.0,0.0,0.0,-57.737035870678405,-57.737035870678405
BTS,2684740000.0,5270000.0,0.19668068685225748,527.0,-1008.1430809740712,-481.14308097407115
IOST,12013965609.0,10158478.0,0.08462713445107628,1015.8478,-4511.347953162613,-3495.5001531626126
KMD,111512340.0,329082.0,0.29598161262731626,32.9082,-41.873847752195054,-8.965647752195053
POLY,288427107.0,135000.0,0.04682750471556307,13.5,-108.306872280898,-94.806872280898
NANO,133248289.0,0.0,0.0,0.0,-50.035884520282565,-50.035884520282565
GNO,1104590.0,0.0,0.0,0.0,-0.4147830947552274,-0.4147830947552274
AE,233020472.0,0.0,0.0,0.0,-87.5012018192124,-87.5012018192124
STRAT,99180986.0,33294.0,0.033580206788874634,3.3294,-37.243317714224176,-33.913917714224176
WTC,40997359.0,627600.0,1.5546290479464986,62.760000000000005,-15.394862747997967,47.365137252002036
XZC,6618688.0,205055.0,3.1971738950451245,20.5055,-2.485374566001219,18.020125433998782
POWR,395889007.0,3330006.0,0.8482816574112872,333.0006,-148.65974479493198,184.34085520506804
ELF,280000000.0,0.0,0.0,0.0,-105.14242074567365,-105.14242074567365
XVG,15172086051.0,0.0,0.0,0.0,-5697.249482727888,-5697.249482727888
PIVX,56781166.0,0.0,0.0,0.0,-21.321818735721216,-21.321818735721216
ZEN,5639050.0,183412.0,3.361879948779589,18.3412,-2.1175120275210397,16.22368797247896
LRC,788984491.0,0.0,0.0,0.0,-296.2704975519042,-296.2704975519042
PAY,114347861.0,,,,-42.938610402249324,
DGD,2000000.0,0.0,0.0,0.0,-0.7510172910405263,-0.7510172910405263
AION,274151662.0,8857501.0,3.3387470597213698,885.7501000000001,-102.946319264749,782.803780735251
QASH,350000000.0,0.0,0.0,0.0,-131.42802593209208,-131.42802593209208
PPT,53252246.0,0.0,0.0,0.0,-19.996678766371847,-19.996678766371847
WAN,106152493.0,0.0,0.0,0.0,-39.86117886502921,-39.86117886502921
GNT,959842000.0,0.0,0.0,0.0,-360.4289693334604,-360.4289693334604
FCT,8745102.0,0.0,0.0,0.0,-3.283861406956544,-3.283861406956544
STORJ,135787439.0,0.0,0.0,0.0,-50.98935729755535,-50.98935729755535
MONA,65223675.0,589075.0,0.9113926596590716,58.907500000000006,-24.492053855103848,34.41544614489616
NAS,45500000.0,0.0,0.0,0.0,-17.08564337117197,-17.08564337117197
ETH Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,66654507757.0,24040042.0,0.036079653684595314,2404.0042000000003,14046.30739031446,16450.31159031446
BNB,144443333.0,0.0,0.0,0.0,30.43898340973765,30.43898340973765
LINK,350000000.0,0.0,0.0,0.0,73.75656579046245,73.75656579046245
ZIL,8238440891.0,-1046935314.0,-11.275098508515413,-104693.5314,1736.1117359653645,-102957.41966403465
MANA,1050141509.0,0.0,0.0,0.0,221.2995179938686,221.2995179938686
ZRX,583926430.0,31671111.0,5.734867535064891,3167.1111,123.05259471738533,3290.1636947173856
REP,11000000.0,0.0,0.0,0.0,2.3180634962716775,2.3180634962716775
BAT,1229949089.0,8550000.0,0.7000168967704168,855.0,259.19091686213676,1114.1909168621369
OMG,140245398.0,0.0,0.0,0.0,29.55433978399026,29.55433978399026
SNT,3470483788.0,0.0,0.0,0.0,731.3456166695868,731.3456166695868
IOST,12013965609.0,10158478.0,0.08462713445107628,1015.8478,2531.7395566987484,3547.5873566987484
POLY,288427107.0,135000.0,0.04682750471556307,13.5,60.78112255199501,74.28112255199501
GNO,1104590.0,0.0,0.0,0.0,0.23277361430424837,0.23277361430424837
AE,233020472.0,0.0,0.0,0.0,49.10511363883605,49.10511363883605
WTC,40997359.0,627600.0,1.5546290479464986,62.760000000000005,8.639498303767738,71.39949830376774
POWR,395889007.0,3330006.0,0.8482816574112872,333.0006,83.42689597290386,416.4274959729039
LRC,788984491.0,0.0,0.0,0.0,166.26510433741726,166.26510433741726
PAY,114347861.0,,,,24.096872950986164,
