,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.25,0.40836,37088810347.08063,39534493674.86256,2445683327.781929,6.5941271906404975,244568.3327781929,99871.92437330286,-219153.79582354715,25414.536954645766
ETH,0.25,299.06853,60139210.83349006,53981961.382118255,-6157249.451371804,-10.238327650190882,-615.7249451371804,-184143.9542265072,-299.2412610664977,-914.9662062036781
EOS,0.17816335963469362,5.911,1675230202.1674268,1946421090.7811399,271190888.613713,16.188275991135058,27119.088861371303,160300.93425956575,-10789.706169600482,16329.382691770821
ADA,0.07294135456137633,0.08599,47352579144.7139,54777882833.29655,7425303688.582649,15.680885440031101,742530.368858265,63850.186418122204,-303653.3374835537,438877.0313747113
XTZ,0.021054694989020604,0.97546,1453663541.2899375,1393859041.7194269,-59804499.570510626,-4.11405375947187,-5980.4499570510625,-5833.68971510503,-7726.657696643595,-13707.107653694657
NEO,0.04004473901767247,17.35181,118714439.40784805,149032179.09067222,30317739.68282418,25.538375815149507,3031.773968282418,52606.76586058255,-826.1385112500503,2205.635457032368
ETC,0.02884656110542192,7.9007,202499675.41880423,235780477.59493184,33280802.176127613,16.434990380748605,3328.0802176127613,26294.16337529314,-1307.0152629493048,2021.0649546634565
ONT,0.024281046588260413,1.50004,903612698.7955873,1045307170.9152963,141694472.119709,15.680885440031055,14169.447211970903,21254.737595844832,-5794.510388615896,8374.936823355007
RVN,0.006811121483874346,0.05376,6686672986.566629,8181609250.675906,1494936264.1092768,22.356951911848675,149493.62641092768,8036.777355851473,-45353.5775107383,104140.04890018937
XEM,0.027663792588294444,0.09395,16437383916.183353,19014911257.41817,2577527341.2348175,15.680885440031144,257752.73412348176,24215.869370901113,-105406.43352062804,152346.3006028537
VET,0.015494191858387026,0.00854,101281196219.8905,117162984571.42468,15881788351.53418,15.680885440031144,1588178.8351534181,13563.047252210192,-649476.2019721926,938702.6331812255
DCR,0.010096171023743565,30.8242,18016046.706879307,21151650.039987892,3135603.3331085853,17.404502686548184,313.56033331085854,9665.246426040567,-117.25113852013293,196.3091947907256
LSK,0.006977219062454185,1.80525,214358365.77604467,249588385.9553488,35230020.17930412,16.43510392130505,3523.0020179304124,6359.899392868877,-1383.5574226758413,2139.444595254571
QTUM,0.016048560930202155,5.11859,174896022.28834826,202472068.20783535,27576045.91948709,15.767108684737785,2757.604591948709,14115.047288302743,-1122.3748724573875,1635.2297194913217
HOT,0.006973393180321097,0.0016,,281451480563.05054,,,,,-1560185.9179688673,
ZIL,0.004874435994146994,0.01715,15866385834.147697,18354375620.458584,2487989786.3108864,15.680885441196235,248798.97863108866,4266.90248352317,-101744.84894825598,147054.1296828327
ZRX,0.005975499597243747,0.30554000000000003,1091402110.0576704,1262948131.5333242,171546021.4756539,15.717948489818223,17154.60214756539,5241.41714016713,-7000.97184069341,10153.63030687198
KMD,0.004960273180335278,1.32123,207640719.2790485,242441262.33504567,34800543.05599716,16.759980015879595,3480.0543055997164,4597.952150187513,-1343.9383678956992,2136.115937704017
BTS,0.005636611163513155,0.06309,4971979887.519585,5769483246.687698,797503359.1681137,16.039955454565824,79750.33591681137,5031.448692991628,-31982.30294412308,47768.03297268829
NULS,0.0019927798266809885,0.8208200000000001,131039354.24341092,156780034.5404595,25740680.2970486,19.64347309681811,2574.06802970486,2112.8465201423433,-869.0876367726233,1704.9803929322366
ELF,0.0032082268625686773,0.19769,687320076.6516224,1047996270.2008646,360676193.54924214,52.475725037209386,36067.619354924216,7130.207670274968,-5809.4170248466635,30258.202330077555
WAVES,0.006399397039890044,1.9559900000000001,182637599.088997,211276791.77256593,28639192.683568925,15.680885440031101,2863.9192683568926,5601.797449713399,-1171.1825948037758,1692.7366735531168
QKC,0.0012924938415629422,0.018690000000000002,2885156443.2546945,4465792588.703605,1580636145.4489102,54.78511049701771,158063.61454489102,2954.2089558440134,-24755.480751163617,133308.1337937274
ARK,0.001693634521441646,0.45728,,239175592.11308894,,,,,-1325.83559336833,
NAS,0.002367061809073933,1.48783,66313263.05901104,102739075.78400858,36425812.724997535,54.929905489016306,3642.5812724997536,5419.541694663309,-569.5193322226563,3073.061940277097
WTC,0.0019578351075971445,1.43566,76127623.19373664,88065109.44261184,11937486.2488752,15.680886579757747,1193.7486248875202,1713.8171508060173,-488.1763042847819,705.5723206027383
POWR,0.0014093877993541458,0.1054,744087617.5676558,863513763.787627,119426146.21997118,16.050011235284735,11942.614621997118,1258.751581158496,-4786.764708213865,7155.849913783253
STRAT,0.0028361572328691694,0.8722200000000001,181449475.7573874,209982755.58666003,28533279.829272628,15.725192762432627,2853.327982927263,2488.7297332688177,-1164.0092907921803,1689.3186921350825
