,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.24999999999999992,1.7265148,853412092.0717372,900892938.7477444,47480846.67600727,5.563648220725703,4748.084667600728,8197.638450265737,271.4606027179642,5019.545270318692
TRX,0.22272783639178964,0.01281782,110470156664.9527,108109487751.58762,-2360668913.365082,-2.1369290898399007,-236066.89133650818,-3025.8629211109214,32575.975948229534,-203490.91538827866
BNB,0.22003743929582453,13.18788574,106073291.7791294,103806580.75055037,-2266711.0285790265,-2.136929089839956,-226.67110285790267,-2989.312605049808,31.279407091152525,-195.39169576675013
ICX,0.07348564484866892,0.10727822,4354873966.918645,4261813398.2936945,-93060568.62495041,-2.136929089839923,-9306.056862495041,-998.3372154272527,1284.1863711135657,-8021.870491381475
BAT,0.045402030626446335,0.18141058,1591099376.686941,1557098711.258256,-34000665.42868495,-2.136929089839923,-3400.066542868495,-616.8080435803686,469.191106367288,-2930.8754365012073
SC,0.019644386844967374,0.00129379,96529338026.57947,94466574522.05959,-2062763504.5198822,-2.136929089839923,-206276.35045198823,-266.8782794512778,28465.039688406574,-177811.31076358166
REP,0.016240267636464047,8.84869224,11668062.09570423,11418723.882560544,-249338.21314368583,-2.1369290898398896,-24.933821314368583,-220.63171117799988,3.440734780026778,-21.493086534341806
MCO,0.014319199265898483,3.88133858,23454265.86588648,22953064.835789952,-501201.0300965272,-2.136929089839934,-50.12010300965272,-194.53308944493924,6.916307750407096,-43.203795259245624
THETA,0.014054269064000976,0.08423389,1060732917.791294,1038065807.505504,-22667110.285789967,-2.136929089839923,-2266.711028578997,-190.93388744311008,312.79407091152524,-1953.9169576674715
OMG,0.014231204078544453,0.60817928,148762910.4925245,145583952.58331722,-3178957.9092072845,-2.136929089839923,-317.8957909207285,-193.33763323719919,43.8679290452256,-274.0278618755029
AE,0.010613410285502391,0.12630881,534202541.4283193,522787011.92187333,-11415529.506445944,-2.136929089839923,-1141.5529506445944,-144.18819474790743,157.52823809086672,-984.0247125537277
SNT,0.010341143478875157,0.00910809,7218149795.802022,7063903053.067308,-154246742.73471355,-2.136929089839912,-15424.674273471357,-140.48932150346172,2128.5230440282658,-13296.15122944309
IOST,0.009239599154853045,0.00460941,12743608793.618095,12471286910.21187,-272321883.4062252,-2.136929089839934,-27232.18834062252,-125.52432125914886,3757.897210317378,-23474.291130305144
GAS,0.013986030434285698,1.38635586,64136371.56267001,62765822.78157949,-1370548.7810905203,-2.136929089839934,-137.05487810905203,-190.00683340807,18.912844522968747,-118.14203358608327
QASH,0.007479647582094739,0.04482907,1060732917.791294,1038065807.505504,-22667110.285789967,-2.136929089839923,-2266.711028578997,-101.61454736993984,312.79407091152524,-1953.9169576674715
RCN,0.007497884085344147,0.04493837,1060732917.791294,1038065807.505504,-22667110.285789967,-2.136929089839923,-2266.711028578997,-101.86229888536353,312.79407091152524,-1953.9169576674715
STEEM,0.0070956056074237255,0.11956323,374101683.7637606,369228579.14731425,-4873104.616446376,-1.3026149915763674,-487.3104616446376,-58.26441280702399,111.25740731784424,-376.05305432679336
STORJ,0.006630780902114089,0.0935092,450811490.0612998,441177968.18983924,-9633521.871460557,-2.1369290898398896,-963.3521871460557,-90.08229233827795,132.93748013739824,-830.4147070086575
GXC,0.00616590507118939,0.36955189,106073291.7791294,103806580.7505504,-2266711.0285789967,-2.136929089839923,-226.67110285789968,-83.76673446952123,31.279407091152528,-195.39169576674715
FUN,0.005973374147510647,0.00325466,11668062095.70423,11418723882.560545,-249338213.1436844,-2.1369290898398785,-24933.82131436844,-81.15111087902238,3440.734780026778,-21493.086534341663
MAID,0.005636389038227917,0.07464671,480037240.4342477,469779185.00134355,-10258055.432904124,-2.1369290898399007,-1025.8055432904125,-76.57300890639188,141.5557112503098,-884.2498320401028
KNC,0.00550940358828918,0.18528694,189035956.2924825,184996391.95221144,-4039564.3402710557,-2.1369290898398785,-403.9564340271056,-74.84785155419428,55.74384025009852,-348.2125937770071
GNT,0.004732217424438103,0.02836242,1060732917.791294,1038065807.5055038,-22667110.285790205,-2.136929089839945,-2266.7110285790204,-64.28941021119017,312.7940709115252,-1953.9169576674954
CVC,0.0031699831189496057,0.01899921,1060732917.791294,1038065807.505504,-22667110.285789967,-2.136929089839923,-2266.711028578997,-43.06571884128836,312.7940709115253,-1953.9169576674715
DGD,0.005786348028297205,17.34016195,,2076131.615011008,,,,,0.6255881418230504,
