,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,0.25,0.30864,23741868904.565388,27377585876.26597,3635716971.7005806,15.313524753737727,363571.6971700581,112212.76861456674,4381.65292209116,367953.3500921492
ETH,0.25,139.23795,54399749.91585985,60686171.44141184,6286421.52555199,11.55597504634709,628.642152555199,87530.84460537317,9.712534247123111,638.3546868023221
EOS,0.16002895251303464,4.2611300000000005,1574897676.1237984,1269349247.964683,-305548428.1591153,-19.401160646267723,-30554.842815911532,-130198.15736816512,203.15333377587237,-30351.68948213566
ADA,0.08316079506076525,0.06659,45056775841.295074,42210157183.85556,-2846618657.439514,-6.317848102283774,-284661.8657439514,-18955.633639889722,6755.535692681506,-277906.3300512699
XTZ,0.01970396210173012,0.7164,1364738454.8266244,929619741.5102836,-435118713.3163408,-31.882937846256997,-43511.87133163408,-31171.904621982656,148.7812356878895,-43363.09009594619
ONT,0.047665650370947193,1.24989,934082274.3240881,1288964870.4571266,354882596.1330385,37.99264860152019,35488.25961330385,44356.420808072355,206.29272122957633,35694.55233453343
RVN,0.007651706446772572,0.05807999999999999,5166317823.343459,4452860032.158536,-713457791.1849232,-13.8097928850068,-71345.77911849233,-4143.762851202034,712.6591533581731,-70633.11996513416
NEO,0.03052954586691497,9.25632,112958786.66244784,111478042.8503461,-1480743.8121017367,-1.3108708546300196,-148.07438121017367,-1370.6238562833548,17.841532646882275,-130.23284856329138
ETC,0.02158466166063234,4.781280000000001,188594021.25308004,152583797.54968423,-36010223.70339581,-19.09404310069438,-3601.0223703395814,-17217.496238857235,24.420313953865893,-3576.6020563857155
VET,0.01990834516075823,0.00565,96370762426.08957,119095147169.55208,22724384743.46251,23.58016494981112,2272438.474346251,12839.277380056319,19060.61410822675,2291499.088454478
XEM,0.01866174936096355,0.05067,15640447382.293413,12448264268.281534,-3192183114.011879,-20.40979414454447,-319218.3114011879,-16174.791838698191,1992.2857242633552,-317226.02567692456
DCR,0.007660814604342058,19.50967,16283500.902570713,13271877.984952983,-3011622.917617731,-18.494935061183792,-301.1622917617731,-5875.576928715911,2.1241011978642,-299.03819056390887
ZIL,0.00803708937410382,0.01902,14387799419.052269,14282217308.855076,-105582110.19719315,-0.7338308459970744,-10558.211019719314,-200.81717359506135,2285.8012203163994,-8272.409799402914
LSK,0.008935364581818287,1.65714,199638620.49165303,182247016.9494192,-17391603.542233825,-8.711542636090785,-1739.1603542233825,-2882.032189397736,29.167771693525705,-1709.9925825298567
ZRX,0.01154827205125418,0.30314,1015387235.3910487,1287600425.6571782,272213190.2661295,26.80880562392476,27221.31902661295,8251.87064972745,206.07434830320702,27427.393374916155
HOT,0.006041383793185849,0.0011,231503950390.3881,185631251469.1402,-45872698921.247894,-19.8150825693869,-4587269.89212479,-5045.996881337269,29709.40239607908,-4557560.489728711
QTUM,0.010168506496302016,2.57931,155153293.6600695,133248086.1807926,-21905207.479276896,-14.118428917964021,-2190.5207479276896,-5650.032070337369,21.32572494944742,-2169.1950229782424
WAVES,0.011183051343710114,2.73989,173782748.71145824,137954078.0273033,-35828670.68415493,-20.616931743693033,-3582.867068415493,-9816.661652080926,22.078896650516818,-3560.788171764976
BTS,0.0067739269814255905,0.060779999999999994,4681429197.888747,3766926676.445332,-914502521.4434152,-19.534686583657866,-91450.25214434152,-5558.3463253330765,602.8787692876372,-90847.37337505388
KMD,0.004876216376056963,1.05215,194385981.3013696,156643601.83462718,-37742379.466742426,-19.41620440633931,-3774.2379466742427,-3971.064455593304,25.070066396927714,-3749.167880277315
NULS,0.0019924645248538112,0.72732,109614421.07921524,92591777.01909775,-17022644.060117498,-15.529566176165554,-1702.26440601175,-1238.090947780466,14.818875271579527,-1687.4455307401704
ELF,0.002095667408687157,0.18154,486591696.3920831,390173149.97621137,-96418546.41587174,-19.81508256938691,-9641.854641587175,-1750.3822916337358,62.44536426408797,-9579.409277323088
WTC,0.002251663904617964,1.33182,71250855.72077091,57143308.937483326,-14107546.783287585,-19.799827862523458,-1410.7546783287585,-1878.871295691807,9.145515887174756,-1401.6091624415837
POWR,0.0018942136040363718,0.11578,688786197.1173426,552971511.689103,-135814685.42823958,-19.717974314328778,-13581.468542823959,-1572.462427888158,88.50047082223551,-13492.968072001724
STRAT,0.003996220810511052,0.9764700000000001,172436479.82460287,138324122.42316732,-34112357.401435554,-19.782564244024,-3411.2357401435556,-3330.969363177978,22.138120503042348,-3389.097619640513
AION,0.0019034130309466015,0.14928,507213907.7959812,430961786.9748498,-76252120.82113141,-15.033523262891801,-7625.212082113141,-1138.2916596178497,68.97339238537445,-7556.2386897277665
NAS,0.0017463625716294027,0.93096,79071150.6637135,63403136.87113434,-15668013.79257916,-19.81508256938691,-1566.801379257916,-1458.6294120339496,10.147371692914295,-1556.6540075650018
