,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
EOS,925416980.2969,4151054.943199992,0.4505816213278724,415.10549431999925,-490.7774422081984,-75.67194788819916
BSV,17854985.7508877,0.0,0.0,0.0,-9.469054949340924,-9.469054949340924
ADA,25927070538.0,0.0,0.0,0.0,-13749.932877294756,-13749.932877294756
TRX,66682072191.4,0.0,0.0,0.0,-35363.57936801449,-35363.57936801449
BNB,155536713.0,14361222.757999986,10.172603426687088,1436.1222757999988,-82.48596232924163,1353.6363134707572
XTZ,660373611.97278,642351.3713409901,0.09736561077238193,64.235137134099,-350.21669051481086,-285.98155338071183
LINK,350000000.0,0.0,0.0,0.0,-185.61589902722562,-185.61589902722562
DASH,8949253.00091992,57373.869192449376,0.6452389685295046,5.737386919244938,-4.746067546822422,0.9913193724225158
XMR,17127780.5391127,57069.37777709961,0.3343116595303952,5.706937777709961,-9.083395380309778,-3.3764576025998165
ZEC,7084693.75,217500.0,3.1672326123025174,21.75,-3.7572337135394753,17.992766286460526
ETC,112340206.0,742299.0,0.6651549477536323,74.2299,-59.577509524553506,14.652390475446495
NEO,70538831.0,0.0,0.0,0.0,-37.40893866398438,-37.40893866398438
ICX,490271393.867712,,,,-260.00618725738974,
ONT,533255142.0,38497927.0,7.781175459967771,3849.7927,-282.8018074092024,3566.9908925907976
RVN,4089515000.0,217055000.0,5.6050934031597555,21705.5,-2168.7971523152128,19536.702847684788
DOGE,120565841757.214,416029069.1150055,0.3462586081552921,41602.90691150055,-63939.82031354142,-22336.913402040875
MIOTA,2779530283.0,0.0,0.0,0.0,,
MAID,452552412.0,0.0,0.0,0.0,-240.00263660091258,-240.00263660091258
XEM,8999999999.0,0.0,0.0,0.0,-4772.980260169757,-4772.980260169757
VET,55454734800.0,0.0,0.0,0.0,-29409.372729195355,-29409.372729195355
BTG,17513923.589,0.0,0.0,0.0,-9.288179064189627,-9.288179064189627
BAT,1274570522.3263,3414222.0,0.2685918324224712,341.42220000000003,-675.9444382148478,-334.52223821484773
MANA,1050141509.4260001,1.1920928955078125e-07,2.220446049250313e-14,1.1920928955078126e-11,-556.9227439368992,-556.9227439368873
LSK,118937540.197799,804174.0758709908,0.6807340739287682,80.41740758709908,-63.07628129114642,17.341126295952655
QTUM,95885060.0484598,52448.0,0.0547287597393975,5.244800000000001,-50.8508332119268,-45.6060332119268
SC,41654898090.0,366908620.0,0.8886570276486649,36690.862,-22090.889593893753,14599.972406106248
ZIL,8687360058.0875,0.0,0.0,0.0,-4607.177563871777,-4607.177563871777
ZRX,599919797.87214,2150340.594099045,0.35972741128171837,215.0340594099045,-318.1561503607679,-103.12209095086342
OMG,140245398.245133,0.0,0.0,0.0,-74.37650194200474,-74.37650194200474
KMD,115271744.21855,521202.85476998985,0.4542051380112211,52.12028547699899,-61.13219553017872,-9.011910053179733
IOST,12013965608.8475,0.0,0.0,0.0,-6371.380078195424,-6371.380078195424
MONA,65729674.8711679,0.0,0.0,0.0,-34.85849341136877,-34.85849341136877
XZC,8043493.32977799,221825.0,2.8360317856420236,22.1825,-4.265714987789241,17.91678501221076
WTC,42146962.4106683,464623.0,1.1146759192721456,46.4623,-22.351846626065374,24.110453373934625
NANO,133248297.19700001,1.4901161193847656e-08,2.220446049250313e-14,1.4901161193847657e-12,-70.66572136590887,-70.66572136590737
BCD,186492897.95299998,-2.9802322387695312e-08,-1.1102230246251565e-14,-2.9802322387695314e-12,-98.90299118782497,-98.90299118782795
GNO,1104590.0,0.0,0.0,0.0,-0.5857984740185234,-0.5857984740185234
STEEM,336902682.022,15920434.527999997,4.959911226335834,1592.0434527999998,-178.6699834519916,1413.3734693480083
BTS,2736690000.0,5920000.0,0.2167886713271283,592.0,-1451.3519277394803,-859.3519277394803
AE,276572349.5,4610165.0,1.6951492754317066,461.0165,-146.67492942432727,314.34157057567273
GXS,60000000.0,0.0,0.0,0.0,-31.819868404667247,-31.819868404667247
QKC,2113716585.35544,0.0,0.0,0.0,-1120.9697265128787,-1120.9697265128787
WAVES,100000000.0,0.0,0.0,0.0,-53.03311400777875,-53.03311400777875
ARK,113443488.0,238630.0,0.21079484062425102,23.863,-60.16261432544081,-36.299614325440814
GAS,10128375.105773,0.0,0.0,0.0,-5.371392716980077,-5.371392716980077
NULS,73654990.6272104,-550999.1670823991,-0.7425265380999968,-55.09991670823992,-39.06153515174724,-94.16145185998715
REP,11000000.0,0.0,0.0,0.0,-5.833642540855663,-5.833642540855663
ELF,499779999.986466,3750000.0,0.7560026611499904,375.0,-265.0488971808992,109.95110281910081
THETA,870502690.0,0.0,0.0,0.0,-461.6546840284808,-461.6546840284808
QASH,350000000.0,0.0,0.0,0.0,-185.6158990272256,-185.6158990272256
WAX,942821661.7021481,0.0,0.0,0.0,-500.00768674053427,-500.00768674053427
SNT,3470483788.0,0.0,0.0,0.0,-1840.505623911519,-1840.505623911519
MCO,15793831.0949625,0.0,0.0,0.0,-8.375960450787472,-8.375960450787472
XVG,15852220749.1206,56749470.0,0.3592768395268786,5674.947,-8406.926302645887,-2731.9793026458865
NAS,48627714.82,0.0,0.0,0.0,-25.78879143986812,-25.78879143986812
PIVX,56781165.992093995,-7.450580596923828e-09,-1.1102230246251565e-14,-7.450580596923828e-13,-30.112820495533306,-30.112820495534052
POWR,409540076.95977205,828000.0,0.2025876030283147,82.8,-217.19185592162077,-134.3918559216208
STORJ,135787438.70001298,0.0,0.0,0.0,-72.01230717402056,-72.01230717402056
GNT,964450000.0,0.0,0.0,0.0,-511.4778680480221,-511.4778680480221
STRAT,99426564.1700453,39047.99992990494,0.039288636475287575,3.904799992990494,-52.72900313031743,-48.82420313732693
AION,327304427.0,,,,-173.57972992341695,
ENG,74836171.09,,,,-39.68795193321606,
ARDR,998999495.0,,,,-529.8005411204841,
LRC,892600584.6067631,,,,-473.37388566860426,
Application Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
TRX,93557281425.9968,13617799714.424545,17.0351363592256,1361779.9714424545,-653887.8161618524,707892.155280602
BNB,77569997.48248456,-2726364.93108505,-3.395377884047601,-272.636493108505,-542.1499586178448,-814.7864517263499
LINK,545960054.3839512,48681828.62148672,9.789656192334606,4868.182862148673,-3815.8080507620352,1052.3748113866377
ICX,764767419.5968903,,,,-5345.0900907964,
MAID,705930112.7631665,62945939.894927144,9.789656192334629,6294.593989492715,-4933.866106003936,1360.7278834887793
BAT,1988184547.6727078,182132119.9783051,10.08454224171189,18213.211997830513,-13895.761315304766,4317.450682525747
MANA,1638100901.7058957,146065168.5433879,9.789656192334562,14606.51685433879,-11448.966931734647,3157.549922604143
SC,64976886933.06955,6315120793.238365,10.765309687719093,631512.0793238366,-454134.5585299832,177377.5207938534
OMG,218766815.00860488,19506864.120919198,9.789656192334606,1950.68641209192,-1528.9986277317325,421.6877843601874
IOST,18740415191.923717,1671033756.669571,9.789656192334606,167103.3756669571,-130979.96197662431,36123.413690332774
GNO,1723034.3327770534,153638.46022002306,9.789656192334606,15.363846022002306,-12.042581185117822,3.3212648368844846
STEEM,525529733.13951474,69479783.03933018,15.235125675173734,6947.978303933019,-3673.0170468082,3274.9612571248185
AE,431421299.9260491,45018806.83278042,11.650754753777925,4501.880683278042,-3015.27713668649,1486.603546591552
GXS,93593152.18010594,8345456.33511202,9.789656192334606,834.545633511202,-654.1385229877776,180.40711052342442
GAS,15799109.210196814,1408765.2031810693,9.789656192334606,140.87652031810694,-110.42267219927542,30.453848118831516
REP,17158744.566352755,1530000.3281038702,9.789656192334606,153.000032810387,-119.92539588109254,33.07463692929447
THETA,1357884845.6393595,121079036.4832089,9.789656192334583,12107.90364832089,-9490.489064891453,2617.414583429436
QASH,545960054.3839512,48681828.62148672,9.789656192334606,4868.182862148673,-3815.8080507620357,1052.3748113866372
WAX,1470694187.7064915,131137950.15888357,9.789656192334583,13113.795015888358,-10278.932820445421,2834.8621954429364
SNT,5413558621.814574,482712848.57446766,9.789656192334583,48271.28485744677,-37836.28565225579,10434.99920519098
MCO,24636573.952961907,2196778.796119068,9.789656192334606,219.6778796119068,-172.18922241295337,47.48865719895343
STORJ,211812906.90661862,18886802.34212759,9.789656192334583,1888.6802342127592,-1480.3965765253313,408.2836576874279
GNT,1504431927.0017195,134146256.03997946,9.789656192334583,13414.625603997947,-10514.7316415927,2899.8939624052473
ENG,116735885.82338023,,,,-815.8870403812202,
LRC,1392355039.1858716,,,,-9731.407133878247,
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,17847700.0,58025.0,0.3261723443514386,5.8025,-6.4525423288469845,-0.6500423288469843
XRP,42872646068.0,306049895.0,0.7189907639223669,30604.9895,-15499.899903261774,15105.089596738226
ETH,107118247.3115,413217.3748999983,0.38725201159262035,41.32173748999983,-38.72684015135582,2.59489733864401
XLM,19617690557.705,197807654.91260147,1.0185831495624464,19780.765491260147,-7092.453297501264,12688.312193758882
LTC,62894518.333385706,437742.4792920053,0.7008726808354959,43.774247929200534,-22.738478448125747,21.035769481074787
BCH,17920512.5,54362.5,0.3042765229218425,5.43625,-6.478866490409491,-1.0426164904094906
EOS,925416980.2969,4151054.943199992,0.4505816213278724,415.10549431999925,-334.5692855213558,80.53620879864343
BSV,17854985.7508877,0.0,0.0,0.0,-6.455176372225139,-6.455176372225139
ADA,25927070538.0,0.0,0.0,0.0,-9373.505836015092,-9373.505836015092
TRX,66682072191.4,0.0,0.0,0.0,-24107.80623779192,-24107.80623779192
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,37001766718.26176,-2532726956.600807,-6.406372565259899,-253272.69566008073,-26418.949631187537,-279691.64529126824
ETH,55818097.22379738,1836135.8416791186,3.401387787082788,183.61358416791185,-39.85365105111141,143.75993311680043
EOS,2006812009.3694584,60390918.58831859,3.1026646224883603,6039.091858831859,-1432.8468637317167,4606.244995100143
ADA,56224121267.727905,1446238434.4313583,2.6401868046500354,144623.84344313585,-40143.548797003576,104480.29464613227
XTZ,1432052494.5981488,38193452.87872195,2.7401230494302764,3819.3452878721955,-1022.4734135554882,2796.8718743167074
ETC,243615234.36009303,7834756.765161186,3.32290308556471,783.4756765161187,-173.9392244417564,609.5364520743623
NEO,152966907.01770654,3934727.9270343184,2.640186804650013,393.4727927034319,-109.2170825925682,284.2557101108637
ONT,1156389871.601755,111082700.68645859,10.626799832358547,11108.27006864586,-825.652623683623,10282.617444962236
RVN,8868313408.149847,686704157.4739408,8.393265144228312,68670.41574739409,-6331.901042116031,62338.51470527805
XEM,19516940435.352436,502029177.93426895,2.6401868046500354,50202.917793426896,-13934.931005929158,36267.986787497735
VET,120256306230.01355,3093321658.588867,2.640186804649991,309332.1658588867,-85861.98927510672,223470.17658378
LSK,257921876.4250779,8333490.469729066,3.3388935297734346,833.3490469729066,-184.15404631726764,649.195000655639
QTUM,207931445.09043476,5459376.882599443,2.6963605058824447,545.9376882599444,-148.46129960256923,397.47638865737514
ZIL,18838965423.66584,484589803.2072563,2.6401868046500576,48458.980320725634,-13450.86256072943,35008.1177599962
ZRX,1300955440.2622426,38007308.728918314,3.0094116915770908,3800.7308728918315,-928.8712214853452,2871.859651406486
KMD,249972418.44917715,7531156.11413148,3.1063838067810767,753.115611413148,-178.4782003107873,574.6374111023607
WTC,91397750.55460544,3332641.111993596,3.7842922504573995,333.2641111993596,-65.25722370748994,268.00688749186963
BTS,5934646191.773256,165162945.0855589,2.8626991018715575,16516.29450855589,-4237.2873709837295,12279.00713757216
QKC,4583697855.353596,117905266.64999104,2.640186804650013,11790.526664999104,-3272.721642920994,8517.805022078112
WAVES,216854893.7502331,5578101.977667153,2.640186804650013,557.8101977667153,-154.8325667497498,402.9776310169655
ARK,246007755.36895847,6832163.255869567,2.856547022841327,683.2163255869568,-175.6474642808444,507.56886130611247
NULS,159724451.6663813,2944417.1259218156,1.8780561788701355,294.4417125921816,-114.04191252739749,180.39980006478413
ELF,1083797387.9555662,35801117.754701495,3.416149348302522,3580.1117754701495,-773.8222020809445,2806.289573389205
NAS,105451579.30607736,2712503.5220687836,2.6401868046500354,271.2503522068784,-75.29153900755446,195.95881319932394
POWR,888107698.7557368,24593934.968109846,2.848123098841371,2459.3934968109847,-634.1014130257158,1825.292083785269
STRAT,215611370.09045914,5628614.503799111,2.6805127345212787,562.861450379911,-153.94470133556823,408.91674904434285
AION,709775667.4106594,,,,-506.77384540966113,
ARDR,2166379293.447616,,,,-1546.7765599255388,
40 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
QTUM,95885060.0484598,52448.0,0.0547287597393975,5.244800000000001,-30.794764936728136,-25.549964936728134
SC,41654898090.0,366908620.0,0.8886570276486649,36690.862,-13378.025674663179,23312.836325336822
ZIL,8687360058.0875,0.0,0.0,0.0,-2790.0614629048528,-2790.0614629048528
ZRX,599919797.87214,2150340.594099045,0.35972741128171837,215.0340594099045,-192.6722384803759,22.36182092952859
OMG,140245398.245133,0.0,0.0,0.0,-45.04167875823392,-45.04167875823392
KMD,115271744.21855,521202.85476998985,0.4542051380112211,52.12028547699899,-37.021056932778315,15.099228544220672
IOST,12013965608.8475,0.0,0.0,0.0,-3858.4451706596965,-3858.4451706596965
MONA,65729674.8711679,0.0,0.0,0.0,-21.109961093023223,-21.109961093023223
XZC,8043493.32977799,221825.0,2.8360317856420236,22.1825,-2.583275082014538,19.599224917985463
WTC,42146962.4106683,464623.0,1.1146759192721456,46.4623,-13.536058689202386,32.926241310797614
NANO,133248297.19700001,1.4901161193847656e-08,2.220446049250313e-14,1.4901161193847657e-12,-42.79446650319763,-42.79446650319614
BCD,186492897.95299998,-2.9802322387695312e-08,-1.1102230246251565e-14,-2.9802322387695314e-12,-59.89467965008707,-59.89467965009005
GNO,1104590.0,0.0,0.0,0.0,-0.35475379985442185,-0.35475379985442185
STEEM,336902682.022,15920434.527999997,4.959911226335834,1592.0434527999998,-108.20078638087483,1483.842666419125
BTS,2736690000.0,5920000.0,0.2167886713271283,592.0,-878.9244665655111,-286.9244665655111
AE,276572349.5,4610165.0,1.6951492754317066,461.0165,-88.82489604268571,372.1916039573143
GXS,60000000.0,0.0,0.0,0.0,-19.269799646262697,-19.269799646262697
QKC,2113716585.35544,0.0,0.0,0.0,-678.8482518130309,-678.8482518130309
WAVES,100000000.0,0.0,0.0,0.0,-32.11633274377116,-32.11633274377116
ARK,113443488.0,238630.0,0.21079484062425102,23.863,-36.433888082220115,-12.570888082220115
GAS,10128375.105773,0.0,0.0,0.0,-3.2528626505073412,-3.2528626505073412
NULS,73654990.6272104,-550999.1670823991,-0.7425265380999968,-55.09991670823992,-23.655281872228354,-78.75519858046827
REP,11000000.0,0.0,0.0,0.0,-3.5327966018148285,-3.5327966018148285
ELF,499779999.986466,3750000.0,0.7560026611499904,375.0,-160.5110077824729,214.4889922175271
THETA,870502690.0,0.0,0.0,0.0,-279.57354046387877,-279.57354046387877
QASH,350000000.0,0.0,0.0,0.0,-112.40716460319908,-112.40716460319908
WAX,942821661.7021481,0.0,0.0,0.0,-302.7997420526144,-302.7997420526144
SNT,3470483788.0,0.0,0.0,0.0,-1114.5921211727139,-1114.5921211727139
MCO,15793831.0949625,0.0,0.0,0.0,-5.072399347447352,-5.072399347447352
XVG,15852220749.1206,56749470.0,0.3592768395268786,5674.947,-5091.151963064705,583.7950369352948
NAS,48627714.82,0.0,0.0,0.0,-15.61743869728332,-15.61743869728332
PIVX,56781165.992093995,-7.450580596923828e-09,-1.1102230246251565e-14,-7.450580596923828e-13,-18.23602820581394,-18.236028205814687
POWR,409540076.95977205,828000.0,0.2025876030283147,82.8,-131.5292538354969,-48.72925383549689
STORJ,135787438.70001298,0.0,0.0,0.0,-43.60994563714046,-43.60994563714046
GNT,964450000.0,0.0,0.0,0.0,-309.74597114730096,-309.74597114730096
STRAT,99426564.1700453,39047.99992990494,0.039288636475287575,3.904799992990494,-31.93216618455091,-28.027366191560414
AION,327304427.0,,,,-105.1181788604136,
ENG,74836171.09,,,,-24.03463371996228,
ARDR,998999495.0,,,,-320.8420019227936,
LRC,892600584.6067631,,,,-286.6705738251547,
