,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,2.13036963,2130369630.0000002,0.3434102883745706,0.05,0.14559843339772952,310178480.6861007,0.04999999999999999,145598433.39772952
BNB,100000000.0,12.61184225,1261184225.0,0.20329976183555964,0.05,0.24594224581749796,310178480.68610066,0.04999999999999998,24594224.581749797
TRX,104145119673.46,0.01159463,1207524128.9194896,0.19464988774342135,0.05,0.2568714556152621,310178480.6861007,0.04999999999999999,26751908485.74734
VET,86716263400.0,0.00306069,265411600.225746,0.04278369015778716,0.05,1.1686696452690017,310178480.68610066,0.04999999999999998,101342664786.73132
BAT,1500000000.0,0.13911649,208674735.0,0.03363784852811533,0.05,1.4864208677974393,310178480.68610066,0.04999999999999998,2229631301.696159
ZRX,1000000000.0,0.15175433,151754330.0,0.024462420743103508,0.05,2.0439514357587076,310178480.6861007,0.04999999999999999,2043951435.7587075
NMR,9248182.0,16.22838215,150083031.6887513,0.024193011610085663,0.05,2.0667125203691397,310178480.68610066,0.04999999999999998,19113333.53005251
SNT,6804870174.89,0.01792056,121947084.26132673,0.019657566829198683,0.05,2.543549791001178,310178480.68610066,0.04999999999999998,17308526111.13161
MCO,22111377.4,4.84503888,107130483.1933533,0.017269167570294616,0.05,2.895333535705971,310178480.6861007,0.04999999999999999,64019812.5068711
REP,11000000.0,10.1864074,112050481.4,0.01806225905036182,0.05,2.7682030171634824,310178480.68610066,0.04999999999999998,30450233.188798305
KNC,178212585.95999998,0.43770504,78004547.06612523,0.012574139072056631,0.05,3.9764153802875017,310178480.68610066,0.04999999999999998,708647267.7721524
ZIL,20999982720.4,0.00366584,76982576.65575114,0.012409399982466415,0.05,4.0292036738799935,310178480.6861007,0.04999999999999999,84613207528.45207
OMG,140245398.25,0.51583574,72343588.78788346,0.011661606670434187,0.05,4.287573866366597,310178480.6861007,0.04999999999999999,601312504.4148757
AION,901012592.0,0.05825677,52490083.33924784,0.008461270946833927,0.05,5.90927773311753,310178480.68610066,0.04999999999999998,5324333647.164109
DGD,2000000.0,25.51173076,51023461.519999996,0.008224855155512146,0.05,6.079134410834083,310178480.68610066,0.04999999999999998,12158268.821668167
AE,503616445.26,0.09882201,49768389.38964817,0.008022540648139542,0.05,6.232439596500542,310178480.68610066,0.04999999999999998,3138759074.8872714
IOST,12013965608.8475,0.0029986,36025077.274690114,0.005807152900324401,0.05,8.610071210146177,310178480.68610066,0.04999999999999998,103441099408.42415
GNT,1000000000.0,0.03365787,33657870.0,0.005425564972391109,0.05,9.215630124131463,310178480.68610066,0.04999999999999998,9215630124.131464
FUN,11000000000.0,0.00169524,18647640.0,0.00300595321099521,0.05,16.633658773233538,310178480.68610066,0.04999999999999998,182970246505.5689
CVC,1000000000.0,0.01849665,18496650.0,0.002981613998348024,0.05,16.769440989914425,310178480.68610066,0.04999999999999998,16769440989.914425
