,New Weight,Old Weight,Turnover
10 Index,,,0.0002522943630770499
20 Index,,,0.04556413177572414
40 Index,,,0.009448537676703938
Total Index,,,0.002959743052457812
ETH Index,,,0.0008319718875548178
Currency Index,,,0.003739148902805746
Platform Index,,,0.015788033220541512
Application Index,,,0.027491829995231795
Application Index,New Weight,Old Weight,Turnover
BNB,0.2253266615530753,0.21577406033948401,0.009552601213591277
LINK,0.25,0.28021098647214504,0.03021098647214504
TRX,0.25,0.246794570191004,0.003205429808995991
ICX,0.07515752783129909,0.071960499336586,0.0031970284947130806
BAT,0.038329346306457984,0.036716392525508006,0.0016129537809499786
SC,0.019377722796280854,0.018033235991147003,0.0013444868051338509
OMG,0.015892301784726268,0.015115869033658,0.0007764327510682671
AE,0.01258140110305075,0.012088314921959002,0.0004930861810917477
THETA,0.011193820160966908,0.010714880024678,0.00047894013628890786
REP,0.010992167853808105,0.010579889410194,0.0004122784436141041
GAS,0.010865891799860477,0.010425807493794001,0.0004400843060664763
MCO,0.010406601864550342,0.009947873476252,0.00045872838829834166
SNT,0.009766745587598878,0.009437114003179,0.00032963158441987744
IOST,0.007303362323230114,0.0069723551693610004,0.000331007153869114
QASH,0.006839181024330228,0.006528061747318001,0.00031111927701222685
MAID,0.006678843866842393,0.006395393731569001,0.0002834501352733925
STORJ,0.006462932142594482,0.0061808300299830005,0.0002821021126114811
STEEM,0.005554563652495547,0.005289144355256001,0.0002654192972395466
GXC,0.005438312953836479,0.0,0.0
GNT,0.005111207441945219,0.004893409775049,0.0002177976668962184
CVC,0.004678060663647837,0.004468400262259,0.00020966040138883663
RCN,0.004670172871861059,0.004467345648084001,0.00020282722377705856
FUN,0.0037849144161604905,0.0035962343389910004,0.00018868007716949008
KNC,0.0035882600013812686,0.003409331722532,0.0001789282788492684
Platform Index,New Weight,Old Weight,Turnover
XRP,0.2499999999999999,0.265788033220535,0.015788033220535125
ETH,0.2499999999999999,0.239399099508585,0.010600900491414877
EOS,0.1634317562316472,0.162013883503587,0.00141787272806021
ADA,0.06469518398836534,0.06418177470493601,0.000513409283429328
XTZ,0.05781181276958615,0.05695565804240801,0.000856154727178142
NEO,0.03717623141365765,0.036621444278215,0.0005547871354426442
ETC,0.033885525319255226,0.033501932501011,0.0003835928182442244
ONT,0.029584705992229232,0.029213924867394003,0.00037078112483522954
RVN,0.02177078240975249,0.021571489616165,0.00019929279358749108
XEM,0.013275047722705585,0.013133781605591002,0.00014126611711458292
VET,0.012470927615679816,0.012429037861697,4.1889753982815234e-05
DCR,0.01133535924767012,0.011248213402242,8.714584542812015e-05
ZRX,0.009818289002598195,0.009685955858812,0.00013233314378619486
QTUM,0.008371737901236439,0.008304875704134,6.686219710243767e-05
LSK,0.006412526257954678,0.006359455857248001,5.307040070667672e-05
ZIL,0.004141282309595103,0.004060815445726,8.046686386910251e-05
KMD,0.003901589961336704,0.0038667528759660005,3.4837085370703364e-05
NULS,0.003696156432222536,0.0036584676228080004,3.768880941453553e-05
BTS,0.003567252170576031,0.0035283236406190004,3.8928529957030656e-05
WAVES,0.0028277651895746467,0.0028036004435240004,2.4164746050646304e-05
ARK,0.0026899027613054463,0.0026676104844980003,2.2292276807446033e-05
ARDR,0.0019084800736916016,0.001894025808024,1.4454265667601532e-05
AION,0.0017426794339152818,0.001723041902859,1.9637531056281715e-05
ELF,0.0016781213787604727,0.0016348265198920001,4.329485886847258e-05
WAN,0.0016395233525817248,0.0016200686767510002,1.945467583072463e-05
WTC,0.001134576349450759,0.001115593961381,1.8982388069758906e-05
NAS,0.0010327847146516188,0.001018312085379,1.4472629272618788e-05
10 Index,New Weight,Old Weight,Turnover
BTC,0.6897878646326822,0.6895951594317831,0.00019270520089909038
XRP,0.10625177314807296,0.106442029634237,0.00019025648616403934
ETH,0.09027958355203132,0.090280032407709,4.488556776816033e-07
XLM,0.03331584777985383,0.033271065013669006,4.4782766184824074e-05
BCH,0.022170717419457284,0.022177796305011002,7.078885553717801e-06
LTC,0.017732287673103017,0.017748269241123,1.598156801998346e-05
EOS,0.016318414082905325,0.016341498452284,2.3084369378676556e-05
BSV,0.010528507737779642,0.010513701341784,1.480639599564168e-05
BNB,0.007155287540574451,0.007156766106856001,1.4785662815494996e-06
ADA,0.006459716433540105,0.006473682065539,1.396563199889539e-05
Currency Index,New Weight,Old Weight,Turnover
BTC,0.8682562443939298,0.8681231149164441,0.00013312947748567172
XLM,0.041935636092321565,0.041884442157776,5.1193934545563924e-05
