,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.8758251429427746,8569.05302089,20986335.65,20986335.65,0.0,0.0,0.0,0.0,-0.0,0.0
BCH,0.03224145179837557,315.50828963,20982433.29,20982433.29,0.0,0.0,0.0,0.0,-0.0,0.0
LTC,0.02371856829637122,58.06030025,83880542.21,83880542.21,0.0,0.0,0.0,0.0,-0.0,0.0
BSV,0.023360785028824722,228.60707042,20982141.46,20982141.46,0.0,0.0,0.0,0.0,-0.0,0.0
XLM,0.013648618785566616,0.05604937,50000000000.0,50000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
DASH,0.007263645843148074,84.73721081,17600805.03,17600805.03,0.0,0.0,0.0,0.0,-0.0,0.0
XMR,0.007100503012065112,64.8953806,22466083.47,22466083.47,0.0,0.0,0.0,0.0,-0.0,0.0
ZEC,0.005000075656842486,49.06582564,20924230.74,20924230.74,0.0,0.0,0.0,0.0,-0.0,0.0
DOGE,0.0031150572751953657,0.00227891,280666706295.71,280666706295.71,0.0,0.0,0.0,0.0,-0.0,0.0
IOT,0.002859780378047159,0.21125807,,2779530283.28,,,,,-0.0,
ZEN,0.0010116649137530522,9.95541095,20865535.36,20865535.36,0.0,0.0,0.0,0.0,-0.0,0.0
BTG,0.0012279025775143722,12.01561465,20983114.73,20983114.73,0.0,0.0,0.0,0.0,-0.0,0.0
MONA,0.0008304760413090633,1.6227358,105082725.0,105082725.0,0.0,0.0,0.0,0.0,-0.0,0.0
BCD,0.0006442494899012967,0.62992207,210000000.0,210000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
DGB,0.0005927634248574326,0.00579581,21000000000.0,21000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
XZC,0.0005100423380594779,4.90586104,21347303.34,21347303.34,0.0,0.0,0.0,0.0,-0.0,0.0
NANO,0.0004710369394817938,0.72584746,133248289.0,133248289.0,0.0,0.0,0.0,0.0,-0.0,0.0
XVG,0.0002924278542790285,0.00363904,16500000000.0,16500000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
PIVX,0.00028580740363357015,0.33446498,175458680.4,175458680.4,0.0,0.0,0.0,0.0,-0.0,0.0
