,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
XTZ,0.0738391035525347,1.02246382,660373612.0,660373612.0,0.0,0.0,0.0,0.0,-213.79348215645365,-213.79348215645365
LINK,0.07033147646136607,1.83752364,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-113.31118838642932,-113.31118838642932
TRX,0.11487609441010507,0.01575331,,66682072191.0,,,,,-21588.07098294823,
XMR,0.13900771053945105,74.00915996,17127780.54,17175313.01,47532.47000000253,0.27751680895837794,4.753247000000253,351.7838175524089,-5.560443223062858,-0.8071962230626051
DASH,0.0803162913927766,81.60206422,8949253.001,9000232.874,50979.87299999967,0.5696550650015508,5.097987299999968,416.0062870473418,-2.9137916648787088,2.184195635121259
ETC,0.08294529721935785,6.71257364,112340206.0,112993627.0,653421.0,0.5816448298127552,65.3421,438.61365804224397,-36.58126330132264,28.76083669867736
ZEC,0.035994637303838714,45.23885993,7084693.75,7275743.75,191050.0,2.6966585535189935,19.105,864.28841896265,-2.355494773450387,16.749505226549612
NEO,0.07059167933288665,9.15116741,70538831.0,70538831.0,0.0,0.0,0.0,0.0,-22.836682194284286,-22.836682194284286
ICX,0.011069973852732746,0.20642106,490271393.9,490392518.6,121124.70000004768,0.02470564293717281,12.11247000000477,2.5002688966191844,-158.7627401668004,-146.65027016679562
ONT,0.04197293285362386,0.71944871,533255142.0,533483170.0,228028.0,0.042761519212874965,22.8028,16.405445044388,-172.7131770767414,-149.9103770767414
RVN,0.014714950878681746,0.03143629,4089515000.0,4280345000.0,190830000.0,4.666323512690385,19083.0,599.89872207,-1385.745653296888,17697.254346703114
IOT,0.07529519825673536,0.24771204,,2779530283.0,,,,,-899.8625129222805,
DOGE,0.033779056445160036,0.00255278,120566000000.0,121000000000.0,434000000.0,0.3599688137617463,43400.0,110.79065200000001,-39173.29655645127,4226.703443548729
MAID,0.010130300484775853,0.2046938,452552412.0,452552412.0,0.0,0.0,0.0,0.0,-146.5121474596142,-146.5121474596142
DCR,0.02850535698726772,25.32612585,,10292217.81,,,,,-3.3320669462373513,
XEM,0.04779393675705281,0.04856032,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-2913.7162724701507,-2913.7162724701507
VET,0.02564535065530433,0.00422884,55454734800.0,55454734800.0,0.0,0.0,0.0,0.0,-17953.26257669222,-17953.26257669222
MANA,0.003609520630457023,0.03143062,1050141509.0,1050141509.0,0.0,0.0,0.0,0.0,-339.9793781677376,-339.9793781677376
BAT,0.024954825896715167,0.17838514,1274570522.0,1279225522.0,4655000.0,0.3652210622834495,465.5,83.03828267,-414.14446889162963,51.35553110837037
LSK,0.014626306089176568,1.11803594,118937540.2,119627255.2,689715.0,0.5798968087285195,68.9715,77.11261583571,-38.72887557176759,30.242624428232418
