,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,4.35829463,4358294630.0,0.3679186567304414,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6794980233447757,2961452586.2391505,0.24999999999999983,679498023.3447757
BNB,100000000.0,17.360715,1736071500.0,0.14655573991517926,0.25,0.14655573991517926,0.16614764730421547,0.16614764730421547,0.17389661331849984,0.17389661331849984,0.17389661331849984,0.17389661331849984,1.1865561418416257,2059946301.001204,0.1738966133184998,118655614.18416257
TRX,104145119673.46,0.01652719,1721226180.4160116,0.14530252724743561,0.25,0.14530252724743561,0.16472690229321862,0.16472690229321862,0.17240960613055492,0.17240960613055492,0.17240960613055492,0.17240960613055492,1.186556141841626,2042331495.871221,0.17240960613055484,123574031391.37512
ICX,4105532970.53,0.33397136,1371130429.692744,0.11574813286425,0.25,0.11574813286425,0.13122160869564847,0.13122160869564847,0.1373416579567764,0.1373416579567764,0.1373416579567764,0.1373416579567764,1.186556141841626,1626923232.6178732,0.13734165795677633,4871445361.715667
BAT,1500000000.0,0.22083465,331251975.0,0.027963639916034254,0.25,0.027963639916034254,0.03170188342538012,0.03170188342538012,0.03318042869061809,0.03318042869061809,0.03318042869061809,0.03318042869061809,1.1865561418416257,393049065.43341863,0.03318042869061807,1779834212.7624385
THETA,1000000000.0,0.26730648,267306480.0,0.022565487055413367,0.25,0.022565487055413367,0.025582093111471117,0.025582093111471117,0.026775217259248432,0.026775217259248432,0.026775217259248432,0.026775217259248432,1.1865561418416257,317174145.5980657,0.02677521725924842,1186556141.8416257
OMG,140245398.25,1.72613779,242082881.79292485,0.02043616052792813,0.25,0.02043616052792813,0.023168113330884685,0.023168113330884685,0.024248651790074526,0.024248651790074526,0.024248651790074526,0.024248651790074526,1.186556141841626,287244930.2261153,0.024248651790074512,166409038.65856233
SC,91002491209.17,0.00241321,219608121.8108811,0.01853888551443676,0.25,0.01853888551443676,0.021017206242816302,0.021017206242816302,0.021997428470053683,0.021997428470053683,0.021997428470053683,0.021997428470053683,1.1865561418416257,260577365.73300487,0.021997428470053676,107979564867.12921
NMR,9248182.0,22.76529372,210537579.60601702,0.01777316818985323,0.25,0.01777316818985323,0.02014912607036272,0.02014912607036272,0.021088861875654563,0.021088861875654563,0.021088861875654563,0.021088861875654563,1.186556141841626,249814658.16998973,0.021088861875654553,10973487.152969172
SNT,6804870174.89,0.02931734,199500692.5731096,0.01684145590411615,0.25,0.01684145590411615,0.019092860349693968,0.019092860349693968,0.01998333294058393,0.01998333294058393,0.01998333294058393,0.01998333294058393,1.1865561418416257,236718772.0742812,0.01998333294058392,8074360500.450627
REP,11000000.0,13.07160377,143787641.47,0.012138269758068353,0.25,0.012138269758068353,0.013760941494438765,0.013760941494438765,0.01440273853276647,0.01440273853276647,0.01440273853276647,0.01440273853276647,1.1865561418416257,170612109.10715014,0.014402738532766461,13052117.560257884
KNC,178212585.95999998,0.70633442,125877683.54075673,0.010626346351590004,0.25,0.010626346351590004,0.012046900699885519,0.012046900699885519,0.012608756528815473,0.012608756528815473,0.012608756528815473,0.012608756528815473,1.186556141841626,149360938.52608144,0.012608756528815466,211459238.4243167
MCO,22111377.4,5.45327911,120579512.46874611,0.010179085175045307,0.25,0.010179085175045307,0.01153984862361457,0.01153984862361457,0.01207805603277905,0.01207805603277905,0.01207805603277905,0.01207805603277905,1.186556141841626,143074361.10005963,0.012078056032779047,26236390.65854812
GAS,60464204.03,1.74136182,105290056.37453213,0.00888837937704783,0.25,0.00888837937704783,0.010076598314733426,0.010076598314733426,0.010546561140854548,0.010546561140854548,0.010546561140854548,0.010546561140854548,1.186556141841626,124932563.06605214,0.010546561140854544,71744172.6533617
DGD,2000000.0,46.05623608,92112472.16,0.007775953647545709,0.25,0.007775953647545709,0.008815460962730538,0.008815460962730538,0.009226605559171154,0.009226605559171154,0.009226605559171154,0.009226605559171154,1.186556141841626,109296619.58166377,0.00922660555917115,2373112.283683252
RCN,1000000000.0,0.08095608,80956080.0,0.006834152974132947,0.25,0.006834152974132947,0.007747758215587234,0.007747758215587234,0.00810910618574266,0.00810910618574266,0.00810910618574266,0.00810910618574266,1.1865561418416257,96058933.943422,0.008109106185742657,1186556141.8416257
STEEM,367091469.745,0.20945745,76890043.16953985,0.006490906145756087,0.25,0.006490906145756087,0.007358625364069746,0.007358625364069746,0.0077018245533644406,0.0077018245533644406,0.0077018245533644406,0.0077018245533644406,1.1865561418416257,91234352.96928525,0.007701824553364435,435574638.04359907
AE,503616445.26,0.13084286,65894616.04085185,0.005562693823551439,0.25,0.005562693823551439,0.0063063274900844535,0.0063063274900844535,0.006600448521519437,0.006600448521519437,0.006600448521519437,0.006600448521519437,1.1865561418416257,78187661.37756847,0.006600448521519434,597569186.2556999
MAID,452552420.698226,0.14183721,64188772.73058262,0.005418689887932505,0.25,0.005418689887932505,0.006143072778126526,0.006143072778126526,0.006429579767261426,0.006429579767261426,0.006429579767261426,0.006429579767261426,1.186556141841626,76163582.52074908,0.006429579767261423,536978854.2847754
IOST,12013971820.763948,0.00503323,60469083.387423724,0.005104681032916305,0.25,0.005104681032916305,0.005787086499296183,0.005787086499296183,0.006056990631749296,0.006056990631749296,0.006056990631749296,0.006056990631749296,1.1865561418416257,71749962.28488104,0.006056990631749293,14255252051.839682
STORJ,425000000.0,0.13382186,56874290.49999999,0.004801215690931134,0.25,0.004801215690931134,0.005443053214496922,0.005443053214496922,0.005696911966380722,0.005696911966380722,0.005696911966380722,0.005696911966380722,1.1865561418416257,67484538.70565982,0.005696911966380719,504286360.28269094
MANA,1369785731.9725733,0.04032369,55234815.22248514,0.0046628144140431526,0.25,0.0046628144140431526,0.005286150137536947,0.005286150137536947,0.005532691081250564,0.005532691081250564,0.005532691081250564,0.005532691081250564,1.1865561418416257,65539209.24572706,0.00553269108125056,1625327673.2790837
GXC,100000000.0,0.52741547,52741547.0,0.004452337616772237,0.25,0.004452337616772237,0.005047536319347852,0.005047536319347852,0.005282948544733605,0.005282948544733605,0.005282948544733605,0.005282948544733605,1.186556141841626,62580806.523078784,0.005282948544733604,118655614.1841626
