,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.8456532827387468,5345.40681,17611792.999999996,17674975.000000004,63182.00000000745,0.35874825464963234,6.318200000000745,33773.34930694599,17.521503176791626,23.83970317679237
XLM,0.01730848533506528,0.10123,34207988788.18,19102801342.000004,-15105187446.179996,-44.156900131466784,-1510518.7446179998,-152909.8125176801,18936.93170142941,-1491581.8129165703
LTC,0.04107635432489615,74.53466,61082030.72999999,61571658.000000015,489627.27000002563,0.8015897051038001,48.962727000002566,3649.4202096180115,61.0370312403456,109.99975824034817
BCH,0.04386072665043197,275.95766000000003,17694373.379999995,17757450.000000004,63076.620000008494,0.3564784050013481,6.30766200000085,1740.6476455911547,17.60326204629531,23.91092404629616
DASH,0.00878441860953955,111.80123999999999,8713552.179999998,8778365.000000002,64812.82000000402,0.7438162836594708,6.4812820000004026,724.615364389725,8.702142449114435,15.183424449114838
XMR,0.009625945321353949,63.43918000000001,16881003.999999996,16952473.000000004,71469.00000000745,0.42336936831486316,7.146900000000746,453.3934755420474,16.805274662282365,23.95217466228311
ZEC,0.0035085652418419353,60.93195,6182605.669999999,6433269.000000002,250663.33000000287,4.054331512946119,25.066333000000288,1527.3405490393675,6.377408919710216,31.443741919710504
BSV,0.008564697479815411,53.89298,17691375.519999996,17755261.000000004,63885.4800000079,0.3611108696877974,6.38854800000079,344.2978895930826,17.601092053384203,23.989640053384992
IOT,0.007419266038653966,0.29822,2779530283.28,2779530283.0000005,-0.2799997329711914,-1.007363081839685e-08,-2.7999973297119143e-05,-8.350152036666871e-06,2755.395619149279,2755.395591149306
DOGE,0.0026803935527414994,0.00251,118740746295.71,119308689354.00003,567943058.2900238,0.4783051109310321,56794.305829002384,142.553707630796,118272.7319011742,175067.03773017658
BTG,0.0025839953116746583,16.483729999999998,17650275.019999996,17513924.000000004,-136351.0199999921,-0.772514988267825,-13.635101999999211,-224.75733989044696,17.361850582763886,3.7267485827646745
DGB,0.0011009470345238342,0.01048,11597750786.54,11736872183.000002,139121396.460001,1.1995549742408684,13912.1396460001,145.79922349008103,11634.960911686254,25547.100557686354
NANO,0.0018297814418510975,1.53421,133248288.99999996,133248289.00000003,7.450580596923828e-08,6.661338147750939e-14,7.450580596923828e-12,1.1430755257606507e-11,132.09129399139454,132.09129399140198
BCD,0.0037614499137482694,2.2534099999999997,189111820.03,186492898.00000003,-2618922.0299999714,-1.3848536963921743,-261.89220299999715,-590.1505091622236,184.87358000540746,-77.01862299458969
ZEN,0.00043528780675787564,7.66033,6104987.999999999,6348575.000000002,243587.0000000028,3.9899668926458576,24.35870000000028,186.59568037100215,6.29345031778545,30.65215031778573
XZC,0.0004222540967259348,6.38582,7075940.27,7387618.000000002,311677.7300000023,4.404753546626572,31.16777300000023,199.03178817886146,7.323471306518001,38.49124430651823
XVG,0.0010642715130626014,0.00747,15805763452.999996,15917654269.000004,111890816.00000763,0.7079114927458274,11189.081600000764,83.58243955200571,15779.441263218436,26968.5228632192
PIVX,0.0003198775885693427,0.6294,56781165.99999999,56781166.000000015,2.2351741790771484e-08,4.440892098500626e-14,2.2351741790771486e-12,1.4068186283111572e-12,56.288135086523894,56.28813508652613
