,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.6590156075640877,11223.38938,17734000.0,17789675.0,55675.0,0.3139449644750103,5.5675,62486.220373150005,-6.535518837503004,-0.9680188375030045
XRP,0.05737408522517412,0.40836,42181995112.0,42566596173.0,384601061.0,0.9117659323102822,38460.106100000005,15705.568926996002,-15637.991764156724,22822.114335843282
ETH,0.10533174128764813,299.06853,106302743.0,106705029.9366,402286.93659999967,0.3784351421674881,40.22869365999997,12031.13627671651,-39.2009822105784,1.0277114494215667
XLM,0.00685921832899156,0.10701,19327248144.0,19419882902.7924,92634758.79240036,0.4792961631278958,9263.475879240037,991.2845538374763,-7134.419854960941,2129.056024279096
LTC,0.026931391321336366,130.63982,62022926.0,62456775.8540937,433849.85409370065,0.6994991724410093,43.38498540937007,5667.806684582732,-22.945187875783688,20.43979753358638
BCH,0.02424892146442984,411.20444,17813313.0,17866150.0,52837.0,0.29661523378610166,5.2837000000000005,2172.680899628,-6.563613999617997,-1.279913999617997
EOS,0.017974202217851332,5.911,917242786.0,921265925.3537,4023139.353700042,0.43861226439778633,402.3139353700042,2378.0776719720943,-338.45198462022176,63.86195074978241
BSV,0.011859142866530448,201.2288,17810723.0,17854985.7508877,44262.750887699425,0.24851742901004226,4.426275088769943,890.6940245830691,-6.559512510390116,-2.133237421620173
ADA,0.007358767030540823,0.08599,25927070538.0,25927070538.0,0.0,0.0,0.0,0.0,-9525.011440758088,-9525.011440758088
TRX,0.007382029924587402,0.03354,66682072191.0,66682072191.4,0.40000152587890625,5.998535002049721e-10,4.000015258789063e-05,1.3416051177978517e-06,-24497.464902008047,-24497.464862007895
LINK,0.0045586640241771096,3.9460800000000003,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-128.5819776429896,-128.5819776429896
BNB,0.015559350904444075,33.39093,141175490.0,141175490.242,0.242000013589859,1.7141785768615136e-07,2.4200001358985904e-05,0.0008080605513778031,-51.86463922867128,-51.864615028669924
DASH,0.004682729863678107,159.55187,8836191.0,8891879.13172747,55688.131727470085,0.6302277952962898,5.568813172747009,888.5145553924184,-3.266672582056993,2.302140590690016
ZEC,0.002413185075289213,106.4652,6655419.0,6867193.75,211774.75,3.181989743996594,21.177475,2254.6641113700002,-2.5228495806645093,18.654625419335492
XMR,0.005284034410485349,93.78003000000001,17014796.0,17070711.1613356,55915.16133559868,0.32862669253042043,5.591516133559868,524.3725507507286,-6.271388002562251,-0.6798718690023824
XTZ,0.0021241255561401293,0.97546,795927864.0,659731260.601439,-136196603.398561,-17.11167676855713,-13619.6603398561,-13285.433875116032,-242.37014343153027,-13862.03048328763
NEO,0.004039956578841733,17.35181,65000000.0,70538831.0,5538831.0,8.52127846153845,553.8831,9610.874313411001,-25.914349687441778,527.9687503125582
ETC,0.002910216352349772,7.9007,110875130.0,111597907.0,722777.0,0.6518837903504604,72.27770000000001,571.04442439,-40.998513093938385,31.279186906061625
ONT,0.002449619508373234,1.50004,494757215.0,494757215.0,0.0,0.0,0.0,0.0,-181.76246045096516,-181.76246045096516
IOT,0.003687994930268999,0.40199,2779530283.0,2779530283.0,0.0,0.0,0.0,0.0,-1021.1357163049104,-1021.1357163049104
RVN,0.0006871473188007256,0.05376,3661170000.0,3872460000.0,211290000.0,5.771105957931488,21129.0,1135.89504,-1422.653043266776,19706.346956733225
MAID,0.0003325793185567292,0.22265,452552412.0,452552412.0,0.0,0.0,0.0,0.0,-166.25738320590008,-166.25738320590008
DOGE,0.0012968044928232843,0.0032700000000000003,119739850499.0,120149812688.099,409962189.098999,0.3423774018345149,40996.21890989991,134.0576358353727,-44140.287225344386,-3144.068315444478
XEM,0.0027908914779909387,0.09395,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-3306.3937104523566,-3306.3937104523566
VET,0.0015631482154123168,0.00854,55454734800.0,55454734800.0,0.0,0.0,0.0,0.0,-20372.798486432912,-20372.798486432912
DCR,0.0010185630759257432,30.8242,9864369.0,10011345.7150358,146976.7150357999,1.4899758416965225,14.69767150357999,453.0439659606503,-3.6779389454484943,11.019732558131496
BTG,0.001571959505755949,27.19282,17513924.0,17513923.589,-0.41099999845027924,-2.3467042531422067e-06,-4.1099999845027926e-05,-0.0011176248977858723,-6.43421408960522,-6.434255189605065
BAT,0.001241292649533677,0.29585,1267888630.0,1271156300.3263,3267670.326299906,0.2577253434554283,326.7670326299906,96.67402660358272,-466.993688540862,-140.22665591087144
MANA,0.00016838716749811739,0.04858,1050141509.0,1050141509.4260001,0.42600011825561523,4.056597280310825e-08,4.2600011825561525e-05,2.0695085744857787e-06,-385.79792024854095,-385.7978776485291
LSK,0.0007039042517156128,1.80525,117368147.0,118133366.121928,765219.1219280064,0.6519819401494154,76.52191219280064,138.14118198605337,-43.399490975945305,33.12242121685534
QTUM,0.0016190763356529689,5.11859,95761236.0,95832612.0484598,71376.0484597981,0.07453542940882851,7.13760484597981,36.5344727885838,-35.20670508538388,-28.069100239404072
HOT,0.0007035182734804537,0.0016,,133214575156.0,,,,,-48939.981498369016,
OMG,0.0011927175033974965,2.57659,140245398.0,140245398.245133,0.24513301253318787,1.747886280156763e-07,2.4513301253318787e-05,6.316072687628865e-05,-51.52294474767964,-51.52292023437838
ZIL,0.0004917627195424207,0.01715,8687360058.0,8687360058.0875,0.08749961853027344,1.0072165324004345e-09,8.749961853027344e-06,1.5006184577941894e-07,-3191.536962187451,-3191.536953437489
ZRX,0.000602844705745173,0.30554000000000003,597577999.0,597769457.278041,191458.27804100513,0.0320390440011753,19.145827804100513,5.8498162272648715,-219.6067971182489,-200.46096931414837
SC,0.00043472846137772926,0.0031899999999999997,40913120745.0,41287989470.0,374868725.0,0.916255514548614,37486.872500000005,119.583123275,-15168.260968444376,22318.61153155563
IOST,0.000511540178197045,0.0129,12013965609.0,12013965608.8475,-0.15250015258789062,-1.2693623929749265e-09,-1.5250015258789063e-05,-1.967251968383789e-07,-4413.655592344216,-4413.655607594231
RDD,0.000181618833784297,0.0019100000000000002,28808713174.0,28808713173.7887,-0.21129989624023438,-7.334577389883634e-10,-2.112998962402344e-05,-4.0358280181884774e-08,-10583.660894958286,-10583.660916088276
MONA,0.0005260301224520005,2.42463,65729675.0,65729674.8711679,-0.12883210182189941,-1.9600294720589773e-07,-1.2883210182189943e-05,-3.1237017904043204e-05,-24.14757595647282,-24.147588839683003
KMD,0.0005004224964209159,1.32123,113690018.0,114750541.36378,1060523.3637800068,0.9328201212704501,106.05233637800067,140.11952839270583,-42.156718697595764,63.89561768040491
DGB,0.00048413640416341105,0.01225,11858765116.0,11973689607.3626,114924491.36260033,0.9691101074895458,11492.449136260033,140.78250191918542,-4398.8591125657,7093.590023694333
XZC,0.000299889682654132,11.61605,7609218.0,7821668.32977799,212450.32977798954,2.792012658567411,21.245032977798953,246.78336532176152,-2.8735016637439816,18.37153131405497
STEEM,0.0003884511027566476,0.36665,315793035.0,320982247.494,5189212.494000018,1.6432320915500842,518.9212494000018,190.26247609251064,-117.92152048877165,400.99972891123014
BCD,0.0009600791218009369,1.5597,186492898.0,186492897.95299998,-0.04700002074241638,-2.520204045453056e-08,-4.700002074241639e-06,-7.3305932351946845e-06,-68.51321610048282,-68.5132208004849
AE,0.0004240548801843718,0.4724,267206445.0,271962184.5,4755739.5,1.7797996975709163,475.57395,224.66113398000002,-99.9126729346218,375.6612770653782
GNO,8.239869093463017e-05,22.60037,1104590.0,1104590.0,0.0,0.0,0.0,0.0,-0.40580104767048547,-0.40580104767048547
BTS,0.000568655581507428,0.06309,2722320000.0,2730770000.0,8450000.0,0.3103970143113255,845.0,53.311049999999994,-1003.2223059661337,-158.22230596613372
GXS,0.0004213498527811605,2.12759,,60000000.0,,,,,-22.04262473879822,
NULS,0.0002010437367922416,0.8208200000000001,71748290.0,74205989.7942928,2457699.7942927927,3.4254472047944073,245.7699794292793,201.73291451514106,-27.26157977344478,218.50839965583452
ZEN,0.0002140871394451435,9.56407,6570538.0,6781787.5,211249.5,3.2151020205651415,21.124950000000002,202.0405005465,-2.4914732820128758,18.633476717987126
GAS,0.00011138020635177407,3.33169,10128375.0,10128375.105773,0.10577300004661083,1.0443234943480206e-06,1.0577300004661083e-05,3.5240284652529285e-05,-3.720932861172334,-3.720922283872329
ELF,0.00032366541867412683,0.19769,376330000.0,496029999.986466,119699999.98646599,31.807190494105164,11969.9999986466,2366.349299732446,-182.23005248146262,11787.769946165137
WAVES,0.0006456100553062558,1.9559900000000001,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-36.73770789799704,-36.73770789799704
QKC,0.0001303946317649926,0.018690000000000002,1579716585.0,2113716585.35544,534000000.3554399,33.803531938954734,53400.00003554399,998.0460006643173,-776.5310249193988,52623.46901062459
NANO,0.0005786671114099979,1.31572,133248289.0,133248297.19700001,8.19700001180172,6.151673748178155e-06,0.000819700001180172,0.0010784956855527759,-48.952370203288844,-48.95155050328766
REP,0.0005825008216493407,16.04354,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-4.0411478687796745,-4.0411478687796745
ARK,0.00017086414083088567,0.45728,,113204858.0,,,,,-41.588870058382334,
WAX,0.000264049320632727,0.08485,942791205.0,942821661.7021481,30456.702148079872,0.003230482209271024,3.0456702148079873,0.2584251177264577,-346.37106807517705,-343.32539786036904
QASH,0.00016958902980912697,0.1468,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-128.58197764298964,-128.58197764298964
NAS,0.0002388035772657428,1.48783,36308659.0,48627714.82,12319055.82,33.92869954244249,1231.905582,1832.8660820670602,-17.864707828042615,1214.0408741719575
WTC,0.00019751830121139663,1.43566,41682339.0,41682339.4106683,0.4106682986021042,9.852333393567392e-07,4.106682986021042e-05,5.895800495710969e-05,-15.313136097743019,-15.313095030913159
SNT,0.00033081931999323595,0.02888,3470483788.0,3470483788.0,0.0,0.0,0.0,0.0,-1274.9761966827828,-1274.9761966827828
MCO,0.0003116726066621456,5.9787099999999995,15793831.0,15793831.0949625,0.09496250003576279,6.012632391971806e-07,9.496250003576279e-06,5.677532485888153e-05,-5.80229153357035,-5.802282037320347
XVG,0.0004207361016407983,0.00807,16199409336.0,15795471279.1206,-403938056.87940025,-2.49353571171097,-40393.805687940025,-325.97801190167604,-5802.894099635342,-46196.699787575366
THETA,0.00033415925034293274,0.1163,870502690.0,870502690.0,0.0,0.0,0.0,0.0,-319.8027354964067,-319.8027354964067
PIVX,0.00011776132130098607,0.62834,56781166.0,56781165.992093995,-0.007906004786491394,-1.3923640018731476e-08,-7.906004786491394e-07,-4.967659047544003e-07,-20.86009890325232,-20.8600996938528
STORJ,0.00011361196821162682,0.25349,135787439.0,135787438.70001298,-0.2999870181083679,-2.2092397911066541e-07,-2.9998701810836794e-05,-7.604370922029019e-06,-49.885192591782555,-49.88522259048437
