,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,4.72751296,4727512960.0,0.3912837290455866,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6389225552766946,3020514660.5068903,0.25000000000000017,638922555.2766947
TRX,104145119673.46,0.01661432,1730300344.6931598,0.14321237762199673,0.25,0.14321237762199673,0.1667749668500219,0.1667749668500219,0.1764521310529275,0.1764521310529275,0.1764521310529275,0.1764521310529275,1.2321011213057698,2131904994.8922021,0.1764521310529276,128317318728.19365
BNB,100000000.0,15.75144145,1575144145.0,0.13037050983355153,0.25,0.13037050983355153,0.15182023940067219,0.15182023940067219,0.16062965135112373,0.16062965135112373,0.16062965135112373,0.16062965135112373,1.2321011213057698,1940736867.272718,0.16062965135112378,123210112.13057698
ICX,4105532970.53,0.30283036,1243280027.4574695,0.10290299561472974,0.25,0.10290299561472974,0.11983352254448261,0.11983352254448261,0.12678689628263123,0.12678689628263123,0.12678689628263123,0.12678689628263123,1.23210112130577,1531846715.9274166,0.1267868962826313,5058431776.547822
BAT,1500000000.0,0.2624992,393748800.0,0.03258954551257854,0.25,0.03258954551257854,0.037951470834897715,0.037951470834897715,0.04015361556889344,0.04015361556889344,0.04015361556889344,0.04015361556889344,1.23210112130577,485138337.99280137,0.040153615568893464,1848151681.9586549
SC,91002491209.17,0.00292689,266354281.49520758,0.022045438561992373,0.25,0.022045438561992373,0.02567255251550101,0.02567255251550101,0.027162209571908263,0.027162209571908263,0.027162209571908263,0.027162209571908263,1.23210112130577,328175408.894838,0.02716220957190828,112124271460.43683
THETA,1000000000.0,0.23151178,231511780.0,0.01916161697764684,0.25,0.01916161697764684,0.022314258650706378,0.022314258650706378,0.02360904976419035,0.02360904976419035,0.02360904976419035,0.02360904976419035,1.2321011213057698,285245923.7334947,0.02360904976419036,1232101121.3057697
KNC,178212585.95999998,1.1700618,208519739.1110123,0.017258626637158866,0.25,0.017258626637158866,0.020098171213149257,0.020098171213149257,0.02126437323184107,0.02126437323184107,0.02126437323184107,0.02126437323184107,1.23210112130577,256917404.37306488,0.021264373231841077,219575926.9921169
OMG,140245398.25,1.4706694,206254615.69708854,0.017071148370330684,0.25,0.017071148370330684,0.019879847334623217,0.019879847334623217,0.021033381049061602,0.021033381049061602,0.021033381049061602,0.021033381049061602,1.23210112130577,254126543.27487347,0.021033381049061616,172796512.44179928
NMR,9248182.0,21.87233173,202279304.60341486,0.016742122397898677,0.25,0.016742122397898677,0.01949668704808723,0.01949668704808723,0.020627987779489404,0.020627987779489404,0.020627987779489404,0.020627987779489404,1.2321011213057698,249228558.0188188,0.02062798777948941,11394695.412239837
REP,11000000.0,16.67029615,183373257.64999998,0.01517731895557387,0.25,0.01517731895557387,0.017674428060743697,0.017674428060743697,0.018699991703577883,0.018699991703577883,0.018699991703577883,0.018699991703577883,1.23210112130577,225934396.36805683,0.018699991703577893,13553112.33436347
SNT,6804870174.89,0.02345674,159620070.42614928,0.013211330548496868,0.25,0.013211330548496868,0.0153849775477216,0.0153849775477216,0.016277695182744162,0.016277695182744162,0.016277695182744162,0.016277695182744162,1.2321011213057698,196668067.75496447,0.01627769518274417,8384288172.822159
GAS,60464204.03,1.75573909,106159366.56120653,0.008786529655793107,0.25,0.008786529655793107,0.01023216859047912,0.01023216859047912,0.010825893041289086,0.010825893041289086,0.010825893041289086,0.010825893041289086,1.2321011213057698,130799074.57717282,0.010825893041289092,74498013.58422385
MCO,22111377.4,4.10084256,90675277.50214215,0.00750495260689493,0.25,0.00750495260689493,0.008739734951747928,0.008739734951747928,0.009246860522301904,0.009246860522301904,0.009246860522301904,0.009246860522301904,1.23210112130577,111721111.0851012,0.00924686052230191,27243452.888155058
