,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
BTC,17674975.0,5345.40681,94479931731.57976,0.8456532827387466,2.0,0.8456532827387466,0.8456532827387468,0.8456532827387468,0.8456532827387468,0.8456532827387468,0.8456532827387468,0.8456532827387468,1.0000000000000002,94479931731.57977,0.8456532827387465,17674975.000000004
XLM,19102801342.0,0.10123,1933776579.85066,0.017308485335065276,2.0,0.017308485335065276,0.01730848533506528,0.01730848533506528,0.01730848533506528,0.01730848533506528,0.01730848533506528,0.01730848533506528,1.0000000000000002,1933776579.8506606,0.017308485335065276,19102801342.000004
LTC,61571658.0,74.53466,4589222594.66628,0.04107635432489614,2.0,0.04107635432489614,0.04107635432489615,0.04107635432489615,0.04107635432489615,0.04107635432489615,0.04107635432489615,0.04107635432489615,1.0000000000000002,4589222594.666281,0.04107635432489613,61571658.000000015
BCH,17757450.0,275.95766000000003,4900304349.567,0.04386072665043196,2.0,0.04386072665043196,0.04386072665043197,0.04386072665043197,0.04386072665043197,0.04386072665043197,0.04386072665043197,0.04386072665043197,1.0000000000000002,4900304349.567001,0.04386072665043196,17757450.000000004
DASH,8778365.0,111.80123999999999,981432092.1725999,0.008784418609539548,2.0,0.008784418609539548,0.00878441860953955,0.00878441860953955,0.00878441860953955,0.00878441860953955,0.00878441860953955,0.00878441860953955,1.0000000000000002,981432092.1726002,0.008784418609539548,8778365.000000002
XMR,16952473.0,63.43918000000001,1075450986.0921402,0.009625945321353947,2.0,0.009625945321353947,0.009625945321353949,0.009625945321353949,0.009625945321353949,0.009625945321353949,0.009625945321353949,0.009625945321353949,1.0000000000000002,1075450986.0921404,0.009625945321353947,16952473.000000004
ZEC,6433269.0,60.93195,391991625.04455,0.0035085652418419344,2.0,0.0035085652418419344,0.0035085652418419353,0.0035085652418419353,0.0035085652418419353,0.0035085652418419353,0.0035085652418419353,0.0035085652418419353,1.0000000000000002,391991625.04455006,0.0035085652418419344,6433269.000000002
BSV,17755261.0,53.89298,956883925.96778,0.00856469747981541,2.0,0.00856469747981541,0.008564697479815411,0.008564697479815411,0.008564697479815411,0.008564697479815411,0.008564697479815411,0.008564697479815411,1.0000000000000002,956883925.9677802,0.008564697479815407,17755261.000000004
IOT,2779530283.0,0.29822,828911520.9962599,0.0074192660386539645,2.0,0.0074192660386539645,0.007419266038653966,0.007419266038653966,0.007419266038653966,0.007419266038653966,0.007419266038653966,0.007419266038653966,1.0000000000000002,828911520.9962602,0.0074192660386539645,2779530283.0000005
DOGE,119308689354.0,0.00251,299464810.27854,0.002680393552741499,2.0,0.002680393552741499,0.0026803935527414994,0.0026803935527414994,0.0026803935527414994,0.0026803935527414994,0.0026803935527414994,0.0026803935527414994,1.0000000000000002,299464810.2785401,0.0026803935527414985,119308689354.00003
BTG,17513924.0,16.483729999999998,288694794.45651996,0.002583995311674658,2.0,0.002583995311674658,0.0025839953116746583,0.0025839953116746583,0.0025839953116746583,0.0025839953116746583,0.0025839953116746583,0.0025839953116746583,1.0000000000000002,288694794.45652,0.002583995311674658,17513924.000000004
DGB,11736872183.0,0.01048,123002420.47783999,0.001100947034523834,2.0,0.001100947034523834,0.0011009470345238342,0.0011009470345238342,0.0011009470345238342,0.0011009470345238342,0.0011009470345238342,0.0011009470345238342,1.0000000000000002,123002420.47784002,0.001100947034523834,11736872183.000002
NANO,133248289.0,1.53421,204430857.46669,0.001829781441851097,2.0,0.001829781441851097,0.0018297814418510975,0.0018297814418510975,0.0018297814418510975,0.0018297814418510975,0.0018297814418510975,0.0018297814418510975,1.0000000000000002,204430857.46669006,0.001829781441851097,133248289.00000003
BCD,186492898.0,2.2534099999999997,420244961.28217995,0.0037614499137482685,2.0,0.0037614499137482685,0.0037614499137482694,0.0037614499137482694,0.0037614499137482694,0.0037614499137482694,0.0037614499137482694,0.0037614499137482694,1.0000000000000002,420244961.2821801,0.0037614499137482685,186492898.00000003
ZEN,6348575.0,7.66033,48632179.52975,0.00043528780675787553,2.0,0.00043528780675787553,0.00043528780675787564,0.00043528780675787564,0.00043528780675787564,0.00043528780675787564,0.00043528780675787564,0.00043528780675787564,1.0000000000000002,48632179.529750004,0.0004352878067578755,6348575.000000002
XZC,7387618.0,6.38582,47175998.77676,0.0004222540967259347,2.0,0.0004222540967259347,0.0004222540967259348,0.0004222540967259348,0.0004222540967259348,0.0004222540967259348,0.0004222540967259348,0.0004222540967259348,1.0000000000000002,47175998.776760004,0.00042225409672593466,7387618.000000002
XVG,15917654269.0,0.00747,118904877.38943,0.0010642715130626012,2.0,0.0010642715130626012,0.0010642715130626014,0.0010642715130626014,0.0010642715130626014,0.0010642715130626014,0.0010642715130626014,0.0010642715130626014,1.0000000000000002,118904877.38943003,0.0010642715130626012,15917654269.000004
PIVX,56781166.0,0.6294,35738065.880399995,0.00031987758856934266,2.0,0.00031987758856934266,0.0003198775885693427,0.0003198775885693427,0.0003198775885693427,0.0003198775885693427,0.0003198775885693427,0.0003198775885693427,1.0000000000000002,35738065.8804,0.0003198775885693426,56781166.000000015
