,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
XRP,100000000000.0,0.30329991,30329991000.0,0.4311193270039816,0.25,0.25,0.25,0.25,0.25,0.25,0.2499999999999999,0.2499999999999999,0.5798858560513828,17587932795.065735,0.24999999999999994,57988585605.138275
ETH,135135633.79999998,190.70222461,25770665989.742306,0.36631175320632636,0.25,0.25,0.25,0.25,0.25,0.25,0.2499999999999999,0.2499999999999999,0.6824787842916591,17587932795.065735,0.24999999999999994,92227203.07030682
EOS,1366411730.19,3.40904287,4658156166.288584,0.06621238863835407,0.25,0.06621238863835407,0.09424326464395014,0.09424326464395014,0.1634317562316473,0.1634317562316473,0.1634317562316472,0.1634317562316472,2.4682957312459504,11497706980.727112,0.16343175623164724,3372708240.7523704
ADA,42014022058.74,0.04388896,1843951733.5751574,0.026210467072237082,0.25,0.026210467072237082,0.03730661339258073,0.03730661339258073,0.06469518398836537,0.06469518398836537,0.06469518398836534,0.06469518398836534,2.4682957312459504,4551418192.607131,0.06469518398836535,103703031300.06113
XTZ,1923800541.46,0.85651336,1647760865.735724,0.023421752927637974,0.25,0.023421752927637974,0.03333730295762171,0.03333730295762171,0.05781181276958618,0.05781181276958618,0.05781181276958615,0.05781181276958615,2.4682957312459504,4067161111.009619,0.05781181276958617,4748508664.254366
NEO,100000000.0,10.59602464,1059602464.0,0.015061498078632487,0.25,0.015061498078632487,0.02143775173422278,0.02143775173422278,0.03717623141365767,0.03717623141365767,0.037176231413657654,0.037176231413657654,2.4682957312459504,2615412238.708891,0.03717623141365766,246829573.12459505
ETC,194571423.67,4.96378272,965810270.618945,0.013728308520855576,0.25,0.013728308520855576,0.01954015917038436,0.01954015917038436,0.03388552531925524,0.03388552531925524,0.033885525319255226,0.033885525319255226,2.4682957312459504,2383905368.162238,0.03388552531925523,480259814.46710825
ONT,1000000000.0,0.84322768,843227680.0,0.011985883870283006,0.25,0.011985883870283006,0.017060082694621455,0.017060082694621455,0.029584705992229246,0.029584705992229246,0.029584705992229232,0.029584705992229232,2.46829573124595,2081335283.012426,0.029584705992229236,2468295731.2459497
RVN,20754957265.63,0.02989715,620514070.61413,0.00882016775143998,0.25,0.00882016775143998,0.012554167289495566,0.012554167289495566,0.021770782409752505,0.021770782409752505,0.021770782409752495,0.021770782409752495,2.4682957312459504,1531612231.6749053,0.0217707824097525,51229372420.946655
XEM,8999999999.0,0.04204082,378367379.9579592,0.00537822415469016,0.25,0.00537822415469016,0.007655084082427229,0.007655084082427229,0.013275047722705588,0.013275047722705588,0.013275047722705583,0.013275047722705583,2.4682957312459504,933922588.7929451,0.013275047722705585,22214661578.74526
VET,86716263400.0,0.00409898,355448229.351332,0.005052444671767398,0.25,0.005052444671767398,0.007191386537963859,0.007191386537963859,0.012470927615679821,0.012470927615679821,0.012470927615679816,0.012470927615679816,2.4682957312459504,877351347.1868243,0.01247092761567982,214041382779.81943
DCR,20619744.270000003,15.66857896,323082091.2295026,0.004592382956457262,0.25,0.004592382956457262,0.006536558659372458,0.006536558659372458,0.011335359247670124,0.011335359247670124,0.011335359247670119,0.011335359247670119,2.4682957312459504,797462146.623796,0.01133535924767012,50895626.761024155
ZRX,1000000000.0,0.27984233,279842330.0,0.003977760394878658,0.25,0.003977760394878658,0.005661736924071974,0.005661736924071974,0.0098182890025982,0.0098182890025982,0.009818289002598195,0.009818289002598195,2.46829573124595,690733628.5609205,0.009818289002598197,2468295731.2459497
QTUM,107823401.54,2.21299377,238612515.86822844,0.0033917078068317766,0.25,0.0033917078068317766,0.004827580200739676,0.004827580200739676,0.008371737901236442,0.008371737901236442,0.008371737901236439,0.008371737901236439,2.4682957312459504,588966254.3394048,0.00837173790123644,266140041.74960005
LSK,231538505.47,0.78937529,182770774.90154782,0.0025979570343938286,0.25,0.0025979570343938286,0.00369779670181184,0.00369779670181184,0.006412526257954679,0.006412526257954679,0.006412526257954677,0.006412526257954677,2.468295731245951,451132323.48600507,0.0064125262579546784,571505504.6706682
ZIL,20999982720.4,0.00562074,118035442.87586111,0.001677790167997681,0.25,0.001677790167997681,0.0023880791204084493,0.0023880791204084493,0.0041412823095951035,0.0041412823095951035,0.004141282309595102,0.004141282309595102,2.4682957312459504,291346379.7862132,0.0041412823095951035,51834167705.002045
KMD,200000000.0,0.55601848,111203696.0,0.0015806817278605642,0.25,0.0015806817278605642,0.0022498600255953945,0.0022498600255953945,0.003901589961336705,0.003901589961336705,0.0039015899613367034,0.0039015899613367034,2.4682957312459504,274483608.1355724,0.0039015899613367047,493659146.2491901
NULS,250401085.34,0.42071862,105348399.07074703,0.001497452831698082,0.25,0.001497452831698082,0.0021313963506190007,0.0021313963506190007,0.003696156432222538,0.003696156432222538,0.0036961564322225363,0.0036961564322225363,2.4682957312459504,260031003.71991974,0.003696156432222537,618063930.0440749
BTS,3527780933.67,0.02882105,101674350.67834976,0.0014452288376220412,0.25,0.0014452288376220412,0.002057063438067626,0.002057063438067626,0.0035672521705760324,0.0035672521705760324,0.0035672521705760307,0.0035672521705760307,2.46829573124595,250962365.75657448,0.003567252170576031,8707606619.348513
WAVES,99000000.0,0.81411498,80597383.02000001,0.0011456346797420593,0.25,0.0011456346797420593,0.001630636721141886,0.001630636721141886,0.002827765189574648,0.002827765189574648,0.0028277651895746467,0.0028277651895746467,2.468295731245951,198938176.45786092,0.0028277651895746475,244361277.39334914
ARK,381936707.22,0.20073485,76668007.63330062,0.001089781393393908,0.25,0.001089781393393908,0.0015511380630388906,0.0015511380630388906,0.0026899027613054476,0.0026899027613054476,0.0026899027613054463,0.0026899027613054463,2.46829573124595,189239315.96440783,0.0026899027613054467,942732744.0372603
ARDR,998999495.0,0.05445026,54395782.2426187,0.0007731974939357189,0.25,0.0007731974939357189,0.0011005290330337548,0.0011005290330337548,0.0019084800736916025,0.0019084800736916025,0.0019084800736916016,0.0019084800736916016,2.4682957312459504,134264877.10724002,0.001908480073691602,2465826189.02536
AION,641095291.0,0.07747695,49670107.806042455,0.0007060253809358611,0.25,0.0007060253809358611,0.0010049197467306185,0.0010049197467306185,0.0017426794339152826,0.0017426794339152826,0.0017426794339152818,0.0017426794339152818,2.4682957312459504,122600515.06818075,0.0017426794339152822,1582412770.0971804
ELF,544480199.0,0.08784537,47830064.538828634,0.000679870469942995,0.25,0.000679870469942995,0.0009676922089672125,0.0009676922089672125,0.0016781213787604734,0.0016781213787604734,0.0016781213787604727,0.0016781213787604727,2.4682957312459504,118058744.12640902,0.001678121378760473,1343938150.9396455
WAN,209675017.96,0.22286841,46729937.86946664,0.0006642329490049085,0.25,0.0006642329490049085,0.0009454345763028364,0.0009454345763028364,0.0016395233525817255,0.0016395233525817255,0.0016395233525817248,0.0016395233525817248,2.468295731245951,115343306.16459301,0.0016395233525817253,517539951.7795861
WTC,42742203.0,0.75657924,32337863.46166572,0.0004596598110543446,0.25,0.0004596598110543446,0.0006542558290109675,0.0006542558290109675,0.0011345763494507593,0.0011345763494507593,0.001134576349450759,0.001134576349450759,2.4682957312459504,79819410.34004389,0.0011345763494507591,105500397.20894785
NAS,51952589.0,0.56660474,29436583.182671864,0.0004184201680445674,0.25,0.0004184201680445674,0.0005955574695359683,0.0005955574695359683,0.0010327847146516193,0.0010327847146516193,0.0010327847146516188,0.0010327847146516188,2.4682957312459504,72658192.61225529,0.001032784714651619,128234353.65587531
