,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.16166945924983783,2.13036963,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
BNB,0.09570872997761229,12.61184225,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
TRX,0.09163657339292118,0.01159463,104145119673.46,104145119673.46,0.0,0.0,0.0,0.0,-0.0,0.0
DASH,0.08686836864966432,65.0363426,17600805.03,17600805.03,0.0,0.0,0.0,0.0,-0.0,0.0
XMR,0.08011621446082773,46.99157798,22466083.47,22466083.47,0.0,0.0,0.0,0.0,-0.0,0.0
ETC,0.07293439349858409,4.93946936,194571423.67,194571423.67,0.0,0.0,0.0,0.0,-0.0,0.0
ICX,0.06574385642379184,0.21101465,4105532970.53,4105532970.53,0.0,0.0,0.0,0.0,-0.0,0.0
NEO,0.05027298045908558,6.62462974,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZEC,0.04875696430110233,30.70535578,20924230.74,20924230.74,0.0,0.0,0.0,0.0,-0.0,0.0
DOGE,0.03976821998446096,0.00186712,280666706295.71,280666706295.71,0.0,0.0,0.0,0.0,-0.0,0.0
IOT,0.036981710367814946,0.17532448,,2779530283.28,,,,,-0.0,
ONT,0.028011932513403583,0.3691221,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
XEM,0.025303141229081384,0.0370475,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-0.0,0.0
RVN,0.02403593765391953,0.01526041,20754957265.63,20754957265.63,0.0,0.0,0.0,0.0,-0.0,0.0
VET,0.020141551626949587,0.00306069,86716263400.0,86716263400.0,0.0,0.0,0.0,0.0,-0.0,0.0
DCR,0.01779849494761641,11.37436031,20619744.270000003,20619744.270000003,0.0,0.0,0.0,0.0,-0.0,0.0
LSK,0.017010190225084484,0.96808373,231538505.47,231538505.47,0.0,0.0,0.0,0.0,-0.0,0.0
BAT,0.01583590523047083,0.13911649,1500000000.0,1500000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
ZRX,0.011516330370294212,0.15175433,1000000000.0,1000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
QTUM,0.009889045437477125,1.20856029,107823401.54,107823401.54,0.0,0.0,0.0,0.0,-0.0,0.0
