,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,7.67431181,7674311810.0,0.4583887957034333,0.045454545454545456,0.09916155429757377,760996687.2438266,0.04545454545454546,99161554.29757378
TRX,104145119673.46,0.02004705,2087802421.3498363,0.12470502388790268,0.045454545454545456,0.3644965057334381,760996687.2438266,0.04545454545454546,37960532210.166916
BNB,100000000.0,20.61578953,2061578953.0,0.12313868877230505,0.045454545454545456,0.36913293383036716,760996687.2438266,0.04545454545454546,36913293.38303672
VET,86716263400.0,0.01744446,1512718388.230764,0.09035509337996765,0.045454545454545456,0.5030656685107587,760996687.2438267,0.04545454545454548,43623975018.07604
ZIL,21002615139.56,0.01812794,380734147.0930353,0.022741357334704164,0.045454545454545456,1.9987613221828284,760996687.2438266,0.04545454545454546,41979214805.644035
ZRX,1000000000.0,0.38679767,386797670.0,0.023103533257686857,0.045454545454545456,1.96742831269854,760996687.2438266,0.04545454545454546,1967428312.69854
BAT,1500000000.0,0.25483338,382250070.0,0.022831903834886414,0.045454545454545456,1.9908346576465679,760996687.2438266,0.04545454545454546,2986251986.469852
GNO,10000000.0,30.99221843,309922184.3,0.01851173894679874,0.045454545454545456,2.455444385056325,760996687.2438265,0.045454545454545456,24554443.85056325
KNC,178212585.95999998,1.45821939,259873048.38891372,0.015522290028866344,0.045454545454545456,2.92834017210186,760996687.2438265,0.045454545454545456,521867074.64082384
REP,11000000.0,20.67041276,227374540.36,0.013581145034194553,0.045454545454545456,3.3468860939265563,760996687.2438266,0.04545454545454546,36815747.03319212
OMG,140245398.25,1.73902429,243890154.11747348,0.014567627273647802,0.045454545454545456,3.120243578497559,760996687.2438266,0.04545454545454546,437599803.30339533
SNT,6804870174.89,0.02648231,180208681.4811912,0.010763915061651221,0.045454545454545456,4.22286363225655,760996687.2438266,0.04545454545454546,28736038783.77025
NMR,9248182.0,20.25331766,187306367.82349414,0.011187861856527275,0.045454545454545456,4.062844718450483,760996687.2438266,0.04545454545454546,37573927.39396883
DGD,2000000.0,65.98211184,131964223.68,0.007882260073117058,0.045454545454545456,5.766689380063852,760996687.2438267,0.04545454545454548,11533378.760127705
LRC,1112335467.1422925,0.10215454,113630117.971606,0.006787158799668779,0.045454545454545456,6.697138934890353,760996687.2438266,0.04545454545454546,7449465165.658096
BNT,69148553.44743527,1.75693472,121489494.38957474,0.007256601556284196,0.045454545454545456,6.263888833083573,760996687.2438266,0.04545454545454546,433138851.76327246
AION,901012592.0,0.10187214,91788080.91398688,0.00548252780337469,0.045454545454545456,8.290800719070969,760996687.2438266,0.04545454545454546,7470115845.645597
MCO,22111377.4,4.07317954,90063610.02689838,0.005379524673878688,0.045454545454545456,8.449546792722915,760996687.2438266,0.04545454545454546,186831117.99285594
IOST,15075306861.80426,0.00589386,88851748.10051365,0.005307139821302006,0.045454545454545456,8.5647913914192,760996687.2438266,0.04545454545454546,129116858432.98393
AE,503616445.26,0.16751955,84365600.28255482,0.005039180954561389,0.045454545454545456,9.020224886625812,760996687.2438266,0.04545454545454546,4542733592.848278
MANA,1440736839.6586688,0.04490618,64697987.85434331,0.003864428950924759,0.045454545454545456,11.762292962759263,760996687.2438266,0.04545454545454546,16946368790.30518
GNT,1000000000.0,0.06030782,60307820.0,0.0036022029943163637,0.045454545454545456,12.61854080024492,760996687.2438266,0.04545454545454546,12618540800.24492
