,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
LINK,0.07715491889574698,3.9460800000000003,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-49.30790780391155,-49.30790780391155
BNB,0.2633404108607346,33.39093,141175490.0,141175490.242,0.242000013589859,1.7141785768615136e-07,2.4200001358985904e-05,0.0008080605513778031,-19.888765877213004,-19.888741677211645
DASH,0.07925472044586454,159.55187,8836191.0,8891879.13172747,55688.131727470085,0.6302277952962898,5.568813172747009,888.5145553924184,-1.2526855898021234,4.316127582944886
ZEC,0.04084290875065651,106.4652,6655419.0,6867193.75,211774.75,3.181989743996594,21.177475,2254.6641113700002,-0.9674484465617076,20.210026553438293
XMR,0.08943173794364584,93.78003000000001,17014796.0,17070711.1613356,55915.16133559868,0.32862669253042043,5.591516133559868,524.3725507507286,-2.4049172916866843,3.186598841873184
XTZ,0.03595060617303521,0.97546,795927864.0,659731260.601439,-136196603.398561,-17.11167676855713,-13619.6603398561,-13285.433875116032,-92.94276620884027,-13712.60310606494
NEO,0.06837584882977622,17.35181,65000000.0,70538831.0,5538831.0,8.52127846153845,553.8831,9610.874313411001,-9.937491930124851,543.9456080698751
ETC,0.04925511190203468,7.9007,110875130.0,111597907.0,722777.0,0.6518837903504604,72.27770000000001,571.04442439,-15.721883741329986,56.55581625867002
ONT,0.04145955777648982,1.50004,494757215.0,494757215.0,0.0,0.0,0.0,0.0,-69.70126612154299,-69.70126612154299
IOT,0.06241893419293925,0.40199,2779530283.0,2779530283.0,0.0,0.0,0.0,0.0,-391.5794940924119,-391.5794940924119
RVN,0.01162989756874441,0.05376,3661170000.0,3872460000.0,211290000.0,5.771105957931488,21129.0,1135.89504,-545.5511447266723,20583.448855273327
MAID,0.005628870698423357,0.22265,452552412.0,452552412.0,0.0,0.0,0.0,0.0,-63.75546459238227,-63.75546459238227
DOGE,0.021948282421510944,0.0032700000000000003,119739850499.0,120149812688.099,409962189.098999,0.3423774018345149,40996.21890989991,134.0576358353727,-16926.67396194865,24069.544947951257
XEM,0.047235550698450944,0.09395,8999999999.0,8999999999.0,0.0,0.0,0.0,0.0,-1267.91762910256,-1267.91762910256
VET,0.026456122482932797,0.00854,55454734800.0,55454734800.0,0.0,0.0,0.0,0.0,-7812.4484308821875,-7812.4484308821875
DCR,0.01723907510982654,30.8242,9864369.0,10011345.7150358,146976.7150357999,1.4899758416965225,14.69767150357999,453.0439659606503,-1.4103957471716289,13.287275756408361
BTG,0.026605252664105235,27.19282,17513924.0,17513923.589,-0.41099999845027924,-2.3467042531422067e-06,-4.1099999845027926e-05,-0.0011176248977858723,-2.467356941746182,-2.467398041746027
BAT,0.021008750193637186,0.29585,1267888630.0,1271156300.3263,3267670.326299906,0.2577253434554283,326.7670326299906,96.67402660358272,-179.08016474528714,147.68686788470345
MANA,0.0028499354597089424,0.04858,1050141509.0,1050141509.4260001,0.42600011825561523,4.056597280310825e-08,4.2600011825561525e-05,2.0695085744857787e-06,-147.94365922239348,-147.94361662238165
LSK,0.011913506931736009,1.80525,117368147.0,118133366.121928,765219.1219280064,0.6519819401494154,76.52191219280064,138.14118198605337,-16.642597500873585,59.87931469192706
