,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BNB,0.22532666155307526,20.42505271,100000000.0,104981064.32651211,4981064.326512113,4.981064326512108,498.1064326512113,10173.850142091056,-0.5191369236341089,497.5872957275772
LINK,0.25,2.65259961,1000000000.0000002,896870795.4311684,-103129204.5688318,-10.312920456883178,-10312.920456883181,-27356.04878188935,-4.435073588026387,-10317.355530471208
TRX,0.25,0.0223845,104145119673.46004,106280646080.14952,2135526406.6894836,2.0505295047768657,213552.64066894838,4780.269085054076,-525.5634242408852,213027.0772447075
ICX,0.07515752783129909,0.16594094,4105532970.5300007,4310032208.738263,204499238.20826244,4.981064326512108,20449.923820826247,3393.479581756299,-21.313337561993492,20428.610483264252
BAT,0.03832934630645799,0.23162784,1500000000.0000002,1574715964.897682,74715964.89768171,4.981064326512108,7471.5964897681715,1730.6297562765837,-7.787053854511637,7463.80943591366
SC,0.019377722796280854,0.00193019,91002491209.17,95535383835.02728,4532892625.857285,4.981064326512108,453289.2625857285,874.9344017503473,-472.4275332936856,452816.8350524348
OMG,0.01589230178472627,1.02718528,140245398.25000003,147231111.75180557,6985713.501805544,4.981064326512086,698.5713501805544,717.5622079351909,-0.7280656460134545,697.843284534541
AE,0.01258140110305075,0.22645385,503616445.2600001,528701904.3572942,25085459.097294092,4.981064326512086,2508.5459097294092,568.0698791599772,-2.6144589208382207,2505.931450808571
THETA,0.011193820160966908,0.10146796,1000000000.0000002,1049810643.2651211,49810643.265120864,4.981064326512086,4981.064326512087,505.41843583995535,-5.19136923634109,4975.872957275746
REP,0.010992167853808105,9.05818675,11000000.000000002,11547917.075916331,547917.0759163294,4.981064326512086,54.79170759163294,496.31351971640396,-0.05710506159975198,54.73460253003319
GAS,0.010865891799860477,1.62898708,60464204.03000002,63475964.92724783,3011760.897247806,4.9810643265120635,301.17608972478064,490.6119589665884,-0.3138920087011929,300.86219771607944
MCO,0.010406601864550342,4.2662249,22111377.4,23212759.331771858,1101381.9317718595,4.981064326512108,110.13819317718595,469.87430217352085,-0.11478832440748762,110.02340485277847
SNT,0.009766745587598878,0.0130101,6804870174.890002,7143825135.636909,338954960.7469063,4.981064326512086,33895.49607469063,440.98379348133255,-35.32659368321896,33860.16948100741
IOST,0.007303362323230114,0.00551045,12013965608.000002,12612388963.099522,598423355.0995197,4.981064326512086,59842.335509951976,329.7581977108149,-62.36893146383108,59779.96657848814
QASH,0.006839181024330227,0.06199472,1000000000.0000002,1049810643.2651211,49810643.265120864,4.981064326512086,4981.064326512087,308.7996882241054,-5.191369236341089,4975.872957275746
MAID,0.006678843866842393,0.13377748,452552412.0000001,475094338.7529021,22541926.75290197,4.981064326512086,2254.1926752901973,301.56021553478087,-2.3493666694887585,2251.8433086207083
STORJ,0.006462932142594481,0.13784508,425000000.0000001,446169523.3876765,21169523.38767636,4.981064326512086,2116.952338767636,291.8114644936119,-2.2063319254449634,2114.746006842191
STEEM,0.005554563652495548,0.14411164,346117398.00000006,366785756.8183137,20668358.81831366,5.971487980015855,2066.835881831366,297.8551085415644,-1.8137749950338498,2065.022106836332
GXC,0.005438312953836479,0.49296354,100000000.0,104981064.32651211,4981064.326512113,4.981064326512108,498.1064326512113,245.5483103365127,-0.5191369236341089,497.5872957275772
GNT,0.005111207441945219,0.04633126,1000000000.0000002,1049810643.2651211,49810643.265120864,4.981064326512086,4981.064326512087,230.7789863883564,-5.19136923634109,4975.872957275746
CVC,0.004678060663647837,0.04240494,1000000000.0000002,1049810643.2651213,49810643.2651211,4.981064326512108,4981.064326512111,211.22173390188647,-5.19136923634109,4975.872957275769
RCN,0.004670172871861059,0.04233344,1000000000.0000002,1049810643.2651213,49810643.2651211,4.981064326512108,4981.064326512111,210.86558780254086,-5.191369236341091,4975.872957275769
FUN,0.0037849144161604905,0.00311899,11000000000.000002,11547917075.916332,547917075.9163303,4.981064326512086,54791.707591633036,170.8947880612275,-57.10506159975199,54734.602530033284
KNC,0.0035882600013812686,0.18251398,178212585.96,187089469.50460827,8876883.544608265,4.981064326512086,887.6883544608265,162.0155345722962,-0.9251673362815359,886.763187124545
