,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,0.7063268847531752,9531.67100502,20986335.65,20986335.65,0.0,0.0,0.0,0.0,-0.0,0.0
ETH,0.11351542287346776,237.89477848,135135633.79999998,135135633.79999998,0.0,0.0,0.0,0.0,-0.0,0.0
XRP,0.07224507294842047,0.20460119,100000000000.0,100000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
XTZ,0.019779538792761793,2.91176311,1923800541.46,1923800541.46,0.0,0.0,0.0,0.0,-0.0,0.0
BCH,0.01805164305665208,243.64685384,20982433.29,20982433.29,0.0,0.0,0.0,0.0,-0.0,0.0
LINK,0.015389222001839738,4.35829463,,1000000000.0,,,,,-0.0,
BSV,0.014424917206983981,194.698874,20982141.46,20982141.46,0.0,0.0,0.0,0.0,-0.0,0.0
LTC,0.013839639337894684,46.72652291,83880542.21,83880542.21,0.0,0.0,0.0,0.0,-0.0,0.0
XLM,0.013324147338057585,0.07546913,50000000000.0,50000000000.0,0.0,0.0,0.0,0.0,-0.0,0.0
EOS,0.013103511690746722,2.71585163,1366411730.19,1366411730.19,0.0,0.0,0.0,0.0,-0.0,0.0
