,Float,Price,Mkt Cap,Weight,Weight Cap,Weight1,Weight_step2,Weight2,Weight_step3,Weight3,Weight_step4,Weight4,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,7.67431181,7674311810.0,0.4596444644790466,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5438986419282692,4174047771.1930776,0.25000000000000006,543898641.9282691
TRX,104145119673.46,0.02004705,2087802421.3498363,0.1250466295425912,0.25,0.1250466295425912,0.15821566867393194,0.15821566867393194,0.17356160156021333,0.17356160156021333,0.17356160156021333,0.17356160156021333,1.3879750473490198,2897817664.628437,0.1735616015602133,144550827409.93997
BNB,100000000.0,20.61578953,2061578953.0,0.12347600375035564,0.25,0.12347600375035564,0.15622842910686763,0.15622842910686763,0.17138161215186762,0.17138161215186762,0.17138161215186762,0.17138161215186762,1.3879750473490198,2861420144.903918,0.17138161215186762,138797504.73490196
ICX,4105532970.53,0.37069738,1521910315.6790884,0.09115314432805817,0.25,0.09115314432805817,0.11533182249172923,0.11533182249172923,0.12651828981474858,0.12651828981474858,0.12651828981474858,0.12651828981474858,1.3879750473490198,2112373542.4656444,0.12651828981474858,5698377319.164339
BAT,1500000000.0,0.25483338,382250070.0,0.022894447485608236,0.25,0.022894447485608236,0.028967276695946263,0.028967276695946263,0.03177692183286674,0.03177692183286674,0.03177692183286674,0.03177692183286674,1.3879750473490198,530553559.0074161,0.031776921832866734,2081962571.0235298
GNO,10000000.0,30.99221843,309922184.3,0.01856244832886845,0.25,0.01856244832886845,0.023486200190441175,0.023486200190441175,0.02576421509817492,0.02576421509817492,0.02576421509817492,0.02576421509817492,1.3879750473490198,430164258.42830414,0.025764215098174916,13879750.473490197
SC,91002491209.17,0.0030473,277311891.4617038,0.016609290709102206,0.25,0.016609290709102206,0.021014960941792348,0.021014960941792348,0.02305328105839977,0.02305328105839977,0.02305328105839977,0.02305328105839977,1.3879750473490198,384901985.6820045,0.023053281058399766,126309187044.92648
KNC,178212585.95999998,1.45821939,259873048.38891372,0.015564810385162029,0.25,0.015564810385162029,0.0196934286983929,0.0196934286983929,0.021603568431323786,0.021603568431323786,0.021603568431323786,0.021603568431323786,1.38797504734902,360697306.64233667,0.021603568431323786,247354622.43602225
THETA,1000000000.0,0.26685255,266852550.00000003,0.015982839957035578,0.25,0.015982839957035578,0.020222342020418296,0.020222342020418296,0.022183783046138262,0.022183783046138262,0.022183783046138262,0.022183783046138262,1.3879750473490198,370384680.7214567,0.022183783046138262,1387975047.3490198
REP,11000000.0,20.67041276,227374540.36,0.013618347993595738,0.25,0.013618347993595738,0.017230660609746182,0.017230660609746182,0.018901927201226475,0.018901927201226475,0.018901927201226475,0.018901927201226475,1.38797504734902,315590188.4221327,0.018901927201226475,15267725.52083922
OMG,140245398.25,1.73902429,243890154.11747348,0.014607532513203713,0.25,0.014607532513203713,0.018482229650704396,0.018482229650704396,0.020274890631666268,0.020274890631666268,0.020274890631666268,0.020274890631666268,1.3879750473490196,338513448.2091599,0.020274890631666265,194657113.27652586
SNT,6804870174.89,0.02648231,180208681.4811912,0.01079340075626888,0.25,0.01079340075626888,0.013656386614860036,0.013656386614860036,0.014980970925739245,0.014980970925739245,0.014980970925739245,0.014980970925739245,1.3879750473490198,250125153.21156076,0.014980970925739245,9444990003.19688
NMR,9248182.0,20.25331766,187306367.82349414,0.011218508872621021,0.25,0.011218508872621021,0.014194256089098531,0.014194256089098531,0.01557101038366156,0.01557101038366156,0.01557101038366156,0.01557101038366156,1.3879750473490198,259976564.7485872,0.01557101038366156,12836245.849342352
DGD,2000000.0,65.98211184,131964223.68,0.007903852022893858,0.25,0.007903852022893858,0.010000375359785556,0.010000375359785556,0.010970349385715748,0.010970349385715748,0.010970349385715748,0.010970349385715748,1.3879750473490198,183163049.61062464,0.010970349385715748,2775950.0946980393
