,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BCH,20982433.290000003,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,-7.422017490636354e-13,2.856310628747456e-15
LTC,83880542.21000001,2.9802322387695312e-08,4.440892098500626e-14,2.9802322387695314e-12,-2.967066987904532e-12,1.3165250864999203e-14
XLM,50000000000.00001,2.288818359375e-05,4.440892098500626e-14,2.2888183593750002e-09,-1.7686264953296924e-09,5.201918640453078e-10
BSV,20982141.460000005,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,-7.421914262982328e-13,-3.696623964520414e-13
XMR,22466083.470000003,7.450580596923828e-09,2.220446049250313e-14,7.450580596923828e-13,-7.946822094266087e-13,-4.9624149734225836e-14
DASH,17600805.030000005,1.1175870895385742e-08,6.661338147750939e-14,1.1175870895385743e-12,-6.225850023038024e-13,4.950020872347719e-13
ZEC,20924230.740000002,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,-7.401429776231203e-13,4.9150820692625505e-15
DOGE,280666706295.7101,6.103515625e-05,2.220446049250313e-14,6.103515625e-09,-9.927891462230194e-09,-3.824375837230193e-09
IOT,2779530283.2800007,,,,-9.831901807160508e-11,
ZEN,20865535.360000003,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,-7.380667735386913e-13,-3.655377436924999e-13
DGB,21000000000.000004,3.814697265625e-06,2.220446049250313e-14,3.814697265625e-10,-7.428231280384707e-10,-3.6135340147597073e-10
BTG,20983114.730000004,7.450580596923828e-09,4.440892098500626e-14,7.450580596923828e-13,-7.422258533204149e-13,2.832206371967903e-15
NANO,133248289.00000003,2.9802322387695312e-08,2.220446049250313e-14,2.9802322387695314e-12,-4.71332908765496e-12,-1.7330968488854288e-12
MONA,105082725.00000003,7.450580596923828e-08,6.661338147750939e-14,7.450580596923828e-12,-3.717041832728877e-12,3.733538764194951e-12
BCD,210000000.00000006,8.940696716308594e-08,4.440892098500626e-14,8.940696716308595e-12,-7.42823128038471e-12,1.512465435923885e-12
XZC,21347303.340000004,3.725290298461914e-09,2.220446049250313e-14,3.725290298461914e-13,-7.551081258192808e-13,-3.825790959730894e-13
XVG,16500000000.000004,7.62939453125e-06,4.440892098500626e-14,7.62939453125e-10,-5.836467434587984e-10,1.7929270966620159e-10
PIVX,175458680.40000004,5.960464477539063e-08,4.440892098500626e-14,5.960464477539063e-12,-6.2064174198204925e-12,-2.4595294228142974e-13
Platform Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
XRP,64188779739.6767,1455052728.4882965,2.3194106229792233,145505.27284882966,109850.38082231532,255355.65367114497
ETH,94449832.1949035,763518.027757287,0.8149728533402234,76.3518027757287,161.63806318319308,237.98986595892177
EOS,2702209964.5135,-134038734.94237804,-4.725916135918995,-13403.873494237805,4624.465441896844,-8779.408052340961
XTZ,3804499681.912731,-188716025.45661974,-4.725916135918984,-18871.602545661975,6510.884621758288,-12360.717923903689
ADA,83086749438.71474,-4121383212.8121643,-4.725916135919006,-412138.32128121646,142191.68995184076,-269946.63132937567
NEO,197759570.18004793,-9809542.173920035,-4.725916135919017,-980.9542173920036,338.43865210772236,-642.5155652842811
ETC,384783611.142992,-19086565.86330515,-4.725916135918984,-1908.6565863305152,658.5049036555538,-1250.1516826749614
ONT,1977595701.8004792,-98095421.73919964,-4.725916135918984,-9809.542173919965,3384.3865210772237,-6425.155652842741
RVN,41044914279.562515,-2035966286.1510544,-4.725916135919006,-203596.62861510544,70242.79761533196,-133353.83099977346
VET,171489709776.03818,-8506468429.870544,-4.725916135918995,-850646.8429870545,293481.3530091421,-557165.4899779124
DCR,40777517.640577056,-2022702.5103201196,-4.725916135919039,-202.27025103201197,69.78518457544732,-132.48506645656465
XEM,17798361314.226715,-882858795.5547028,-4.725916135918984,-88285.87955547028,30459.478686310624,-57826.400869159654
ZRX,1977595701.800479,-98095421.73920083,-4.725916135919039,-9809.542173920083,3384.3865210772233,-6425.155652842859
QTUM,213231095.43901116,-10576982.047421455,-4.725916135919017,-1057.6982047421457,364.9160668286731,-692.7821379134725
LSK,457889553.2187787,-22712867.342943728,-4.725916135918995,-2271.2867342943728,783.6157970230329,-1487.6709372713399
KMD,395519140.3600958,-19619084.34783995,-4.725916135918984,-1961.9084347839953,676.8773042154446,-1285.0311305685507
WAVES,195781974.47824743,-9711446.752180815,-4.725916135919006,-971.1446752180815,335.0542655866451,-636.0904096314364
ZIL,41529475565.747375,-2060002161.4735565,-4.725916135919006,-206000.21614735565,71072.05846177637,-134928.15768557927
NULS,495192110.0945589,-24563200.070380807,-4.725916135919017,-2456.320007038081,847.4540580878036,-1608.8659489502772
ARK,755316390.5581,-37466242.372427344,-4.725916135919006,-3746.6242372427346,1292.6214438199854,-2454.002793422749
BTS,6976524411.319473,-346059158.4918661,-4.725916135918984,-34605.91584918661,11939.374241225969,-22666.541607960644
ARDR,1975617107.4128492,-97997276.77927232,-4.725916135918973,-9799.727677927232,3381.0004254409523,-6418.72725248628
WAN,414652414.29263425,-20568159.31496066,-4.725916135919029,-2056.815931496066,709.6213045904487,-1347.194626905617
AION,1267827291.9261274,-62888512.945659876,-4.725916135918973,-6288.851294565988,2169.7142615864796,-4119.137032979508
ELF,1076761701.2578695,-53411014.74954867,-4.725916135919006,-5341.101474954868,1842.7314464890435,-3498.3700284658244
NAS,102741216.70380685,-5096311.128398359,-4.725916135919029,-509.6311128398359,175.8276419466648,-333.8034708931711
10 Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,0.0,0.0,0.0,-0.0,0.0
XRP,100000000000.0,0.0,0.0,0.0,-0.0,0.0
ETH,135135633.79999998,0.0,0.0,0.0,-0.0,0.0
BCH,20982433.29,0.0,0.0,0.0,-0.0,0.0
EOS,1366411730.19,0.0,0.0,0.0,-0.0,0.0
LTC,83880542.21,0.0,0.0,0.0,-0.0,0.0
XTZ,1923800541.46,0.0,0.0,0.0,-0.0,0.0
XLM,50000000000.0,0.0,0.0,0.0,-0.0,0.0
BSV,20982141.46,0.0,0.0,0.0,-0.0,0.0
ADA,42014022058.74,0.0,0.0,0.0,-0.0,0.0
Total Index,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding Units per 1 bps,Total Flow Units per 1 bps
BTC,20986335.65,0.0,0.0,0.0,-0.0035037578906326355,-0.0035037578906326355
XRP,100000000000.0,0.0,0.0,0.0,-16.69542481863734,-16.69542481863734
ETH,135135633.79999998,0.0,0.0,0.0,-0.022561468144268064,-0.022561468144268064
BCH,20982433.29,0.0,0.0,0.0,-0.0035031063750526827,-0.0035031063750526827
EOS,1366411730.19,0.0,0.0,0.0,-0.22812824312691313,-0.22812824312691313
LTC,83880542.21,0.0,0.0,0.0,-0.01400421286213591,-0.01400421286213591
XTZ,1923800541.46,0.0,0.0,0.0,-0.3211866730599923,-0.3211866730599923
XLM,50000000000.0,0.0,0.0,0.0,-8.347712409318671,-8.347712409318671
BSV,20982141.46,0.0,0.0,0.0,-0.0035030576527944352,-0.0035030576527944352
ADA,42014022058.74,0.0,0.0,0.0,-7.014419466102643,-7.014419466102643
LINK,1000000000.0,0.0,0.0,0.0,-0.1669542481863734,-0.1669542481863734
TRX,104145119673.46,0.0,0.0,0.0,-17.3874701573624,-17.3874701573624
BNB,100000000.0,0.0,0.0,0.0,-0.01669542481863734,-0.01669542481863734
XMR,22466083.47,0.0,0.0,0.0,-0.00375080807542616,-0.00375080807542616
NEO,100000000.0,0.0,0.0,0.0,-0.016695424818637342,-0.016695424818637342
ETC,194571423.67,0.0,0.0,0.0,-0.03248452575737718,-0.03248452575737718
DASH,17600805.03,0.0,0.0,0.0,-0.0029385291712585894,-0.0029385291712585894
ZEC,20924230.74,0.0,0.0,0.0,-0.0034933892120749027,-0.0034933892120749027
DOGE,280666706295.71,0.0,0.0,0.0,-46.85849894054593,-46.85849894054593
ONT,1000000000.0,0.0,0.0,0.0,-0.1669542481863734,-0.1669542481863734
RVN,20754957265.63,0.0,0.0,0.0,-3.4651282864235644,-3.4651282864235644
VET,86716263400.0,0.0,0.0,0.0,-14.477648561478528,-14.477648561478528
ICX,4105532970.53,0.0,0.0,0.0,-0.6854361704992045,-0.6854361704992045
IOT,2779530283.28,,,,-0.4640543887562699,
DCR,20619744.270000003,0.0,0.0,0.0,-0.0034425539023931312,-0.0034425539023931312
XEM,8999999999.0,0.0,0.0,0.0,-1.5025882335104064,-1.5025882335104064
BAT,1500000000.0,0.0,0.0,0.0,-0.2504313722795601,-0.2504313722795601
ZRX,1000000000.0,0.0,0.0,0.0,-0.1669542481863734,-0.1669542481863734
QTUM,107823401.54,0.0,0.0,0.0,-0.018001574941008156,-0.018001574941008156
LSK,231538505.47,0.0,0.0,0.0,-0.03865633710694035,-0.03865633710694035
ZEN,20865535.36,0.0,0.0,0.0,-0.0034835897690349894,-0.0034835897690349894
SC,91002491209.17,0.0,0.0,0.0,-15.19325250291403,-15.19325250291403
DGB,21000000000.0,0.0,0.0,0.0,-3.506039211913841,-3.506039211913841
BTG,20983114.73,0.0,0.0,0.0,-0.0035032201443555675,-0.0035032201443555675
KMD,200000000.0,0.0,0.0,0.0,-0.033390849637274685,-0.033390849637274685
REP,11000000.0,0.0,0.0,0.0,-0.0018364967300501074,-0.0018364967300501074
WAVES,99000000.0,0.0,0.0,0.0,-0.016528470570450968,-0.016528470570450968
ZIL,20999982720.4,0.0,0.0,0.0,-3.5060363270112145,-3.5060363270112145
MCO,22111377.4,0.0,0.0,0.0,-0.0036915883901821674,-0.0036915883901821674
THETA,1000000000.0,0.0,0.0,0.0,-0.1669542481863734,-0.1669542481863734
NANO,133248289.0,0.0,0.0,0.0,-0.02224636791211561,-0.02224636791211561
OMG,140245398.25,0.0,0.0,0.0,-0.02341456502642728,-0.02341456502642728
MONA,105082725.0,0.0,0.0,0.0,-0.017544007349750423,-0.017544007349750423
AE,503616445.26,0.0,0.0,0.0,-0.08408090499267716,-0.08408090499267716
BCD,210000000.0,0.0,0.0,0.0,-0.03506039211913841,-0.03506039211913841
SNT,6804870174.89,0.0,0.0,0.0,-1.1361019840546351,-1.1361019840546351
XZC,21347303.34,0.0,0.0,0.0,-0.003564022979936157,-0.003564022979936157
XVG,16500000000.0,0.0,0.0,0.0,-2.754745095075161,-2.754745095075161
IOST,12013965608.0,0.0,0.0,0.0,-2.0057825958205866,-2.0057825958205866
NULS,250401085.34,0.0,0.0,0.0,-0.041805524947991626,-0.041805524947991626
GAS,60464204.03,0.0,0.0,0.0,-0.010094755726016138,-0.010094755726016138
ARK,381936707.22,0.0,0.0,0.0,-0.06376595580869411,-0.06376595580869411
BTS,3527780933.67,0.0,0.0,0.0,-0.5889780135470972,-0.5889780135470972
QASH,1000000000.0,0.0,0.0,0.0,-0.1669542481863734,-0.1669542481863734
RCN,1000000000.0,0.0,0.0,0.0,-0.1669542481863734,-0.1669542481863734
STEEM,355688990.503,3006729.503000021,0.8525321048114876,300.6729503000021,-0.059383787997598476,300.6135665120045
STORJ,425000000.0,0.0,0.0,0.0,-0.07095555547920869,-0.07095555547920869
PIVX,175458680.4,0.0,0.0,0.0,-0.029293572073955172,-0.029293572073955172
GXC,100000000.0,0.0,0.0,0.0,-0.016695424818637342,-0.016695424818637342
ARDR,998999495.0,0.0,0.0,0.0,-0.16678720962629168,-0.16678720962629168
WAN,209675017.96,0.0,0.0,0.0,-0.03500613498697614,-0.03500613498697614
FUN,11000000000.0,0.0,0.0,0.0,-1.8364967300501076,-1.8364967300501076
MAID,452552412.0,0.0,0.0,0.0,-0.07555554771038989,-0.07555554771038989
AION,641095291.0,0.0,0.0,0.0,-0.10703358232472927,-0.10703358232472927
KNC,178212585.95999998,0.0,0.0,0.0,-0.02975334830630124,-0.02975334830630124
GNT,1000000000.0,0.0,0.0,0.0,-0.16695424818637342,-0.16695424818637342
ELF,544480199.0,0.0,0.0,0.0,-0.09090328227641196,-0.09090328227641196
CVC,1000000000.0,0.0,0.0,0.0,-0.16695424818637342,-0.16695424818637342
NAS,51952589.0,0.0,0.0,0.0,-0.008673705437830652,-0.008673705437830652
DGD,2000000.0,,,,-0.00033390849637274684,
