,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,2.75344802,2753448020.0,0.15687692443682028,0.05,0.31872118974474617,877582228.8347156,0.05000000000000002,318721189.74474615
TRX,104145119673.46,0.01984557,2066819262.6380277,0.11775644462299689,0.05,0.42460521086618647,877582228.8347157,0.050000000000000024,44220560499.63371
XTZ,1923800541.46,0.88272974,1698195951.7748451,0.0967542354424023,0.05,0.5167732427565401,877582228.8347157,0.050000000000000024,994168644.227072
XMR,22466083.47,59.07006963,1327073114.886292,0.0756096164714061,0.05,0.6612915437669084,877582228.8347157,0.050000000000000024,14856631.020272521
DASH,17600805.03,71.73489149,1262591838.9636962,0.07193581396014649,0.05,0.6950640751448333,877582228.8347157,0.050000000000000024,12233687.26998148
NEO,100000000.0,10.41877747,1041877747.0,0.05936069081432071,0.05,0.8423082567620246,877582228.8347157,0.050000000000000024,84230825.67620246
ETC,194571423.67,4.80142683,934220453.9604349,0.05322694690393432,0.05,0.9393738117318956,877582228.8347156,0.05000000000000002,182775299.90698946
ONT,1000000000.0,0.8452797,845279700.0,0.04815957252931112,0.05,1.0382151953190355,877582228.8347157,0.050000000000000024,1038215195.3190355
ZEC,20924230.74,37.55187586,785744115.214476,0.04476754937584678,0.05,1.1168804345358305,877582228.8347156,0.05000000000000002,23369863.92121918
IOT,2779530283.28,0.27161835,754971429.3195462,0.04301428427521964,0.05,1.1624045556607066,877582228.8347156,0.05000000000000002,3230938663.8815665
DOGE,280666706295.71,0.00257182,721824248.5854329,0.04112573300076372,0.05,1.215783801326325,877582228.8347157,0.050000000000000024,341230035085.9375
ICX,4105532970.53,0.16207252,665394074.4768828,0.03791063974485994,0.05,1.318890958752,877582228.8347156,0.05000000000000002,5414750315.690258
RVN,20754957265.63,0.0291289,604569074.6948097,0.03444515253559644,0.05,1.4515830623286923,877582228.8347157,0.050000000000000024,30127544426.144337
XEM,8999999999.0,0.04045111,364059989.9595489,0.020742215259016837,0.05,2.4105429133594845,877582228.8347156,0.05000000000000002,21694886217.824818
VET,86716263400.0,0.0040766,353507519.37644,0.02014099122345718,0.05,2.482499468137773,877582228.8347157,0.050000000000000024,215273077769.39502
BAT,1500000000.0,0.23116404,346746060.0,0.019755758982290556,0.05,2.5309075720563796,877582228.8347157,0.050000000000000024,3796361358.0845695
DCR,20619744.270000003,16.35634993,337263752.74723244,0.019215507200679247,0.05,2.602065065356826,877582228.8347157,0.050000000000000024,53653916.22155859
ZRX,1000000000.0,0.27584686,275846860.0,0.01571629705664614,0.05,3.1814109786666256,877582228.8347156,0.05000000000000002,3181410978.6666255
QTUM,107823401.54,2.12292865,228901388.26972014,0.013041592043953727,0.05,3.8338877517013525,877582228.8347157,0.050000000000000024,413382818.51098275
LSK,231538505.47,0.79170406,183309974.8269312,0.010444034120331755,0.05,4.787422122900127,877582228.8347158,0.05000000000000003,1108472563.39031
