,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,4.72751296,4727512960.0,0.4102149375365318,0.05,0.12188732155943793,576223892.3319303,0.05,121887321.55943793
TRX,104145119673.46,0.01661432,1730300344.6931598,0.15014132247196293,0.05,0.3330195789992252,576223892.3319303,0.05,34682363908.479576
BNB,100000000.0,15.75144145,1575144145.0,0.13667813552693228,0.05,0.36582295922633185,576223892.3319303,0.05,36582295.922633186
VET,86716263400.0,0.0088993,771714042.87562,0.06696303755755054,0.05,0.7466805841510421,576223892.3319303,0.05,64749350210.90763
BAT,1500000000.0,0.2624992,393748800.0,0.034166302824283394,0.05,1.4634302182811232,576223892.3319303,0.05,2195145327.4216847
ZIL,21002615139.56,0.01801063,378270330.3110135,0.032823207727484614,0.05,1.5233124201365715,576223892.3319303,0.05,31993544497.440144
ZRX,1000000000.0,0.35761389,357613890.0,0.031030810658749873,0.05,1.611301765521273,576223892.3319303,0.05,1611301765.521273
KNC,178212585.95999998,1.1700618,208519739.1110123,0.018093638764886184,0.05,2.7634021353976403,576223892.3319303,0.05,492473040.59659946
OMG,140245398.25,1.4706694,206254615.69708854,0.017897089867481304,0.05,2.79375028958474,576223892.3319304,0.05000000000000001,391810621.9738647
NMR,9248182.0,21.87233173,202279304.60341486,0.017552144860290962,0.05,2.8486547027718156,576223892.3319303,0.05,26344877.146389656
REP,11000000.0,16.67029615,183373257.64999998,0.01591163262147146,0.05,3.1423551051907177,576223892.3319303,0.05,34565906.1570979
SNT,6804870174.89,0.02345674,159620070.42614928,0.013850525164808778,0.05,3.609971420220174,576223892.3319303,0.05,24565386849.66156
MCO,22111377.4,4.10084256,90675277.50214215,0.00786805950853468,0.05,6.3548070455953924,576223892.3319303,0.05,140513536.88933873
IOST,15009539282.66929,0.00608537,91338600.06457722,0.007925617219284113,0.05,6.308656930635403,576223892.3319303,0.05,94690034021.25595
LRC,1069947807.9592704,0.08522614,91187521.6738299,0.007912507871272186,0.05,6.319109037671128,576223892.3319304,0.05000000000000001,6761116863.111837
DGD,2000000.0,44.4096124,88819224.8,0.007707006424235202,0.05,6.487603259648471,576223892.3319303,0.05,12975206.519296942
AION,901012592.0,0.09887743,89089809.49459857,0.007730485552591329,0.05,6.467899029090035,576223892.3319303,0.05,5827658468.994696
AE,503616445.26,0.13554018,68260263.64150055,0.005923067799675654,0.05,8.44157144423334,576223892.3319303,0.05,4251314203.1531186
MANA,1411976376.4337554,0.04047761,57153429.09449874,0.004959307471892874,0.05,10.08205284374432,576223892.3319304,0.05000000000000001,14235620441.323744
GNT,1000000000.0,0.05360222,53602220.0,0.004651162570079858,0.05,10.750000509902954,576223892.3319303,0.05,10750000509.902954
