,Weight,Price,Previous Float,Float,Float Change,Float Change Percent,Float Change Units per 1 bps,Funding,Funding Units per 1 bps,Total Flow Units per 1 bps
WAVES,0.10140398972302479,2.75561,100000000.0,100000000.0,0.0,0.0,0.0,0.0,-63.04734706247568,-63.04734706247568
SC,0.03298206002148639,0.00229,,39138574599.0,,,,,-24675.832962737473,
HC,0.014123894491997304,0.8817200000000001,43529781.0,43529781.0,0.0,0.0,0.0,0.0,-27.44437210260559,-27.44437210260559
STEEM,0.0318242693500695,0.2791,305585450.0,309857002.0,4271552.0,1.3978257145423667,427.15520000000004,119.21901632000002,-195.3566194483222,231.79858055167784
GAS,0.00710186383019362,1.9054400000000002,10128375.0,10128375.0,0.0,0.0,0.0,0.0,-6.385671738039021,-6.385671738039021
QTUM,0.060470440880197644,1.84195,89136748.0,89212972.0,76224.0,0.0855135527268791,7.622400000000001,14.040079680000002,-56.24641208158925,-48.62401208158925
DGB,0.03629277223698897,0.00868,11230577877.0,11362218262.0,131640385.0,1.1721603860616714,13164.0385,114.26385418000001,-7163.577181639132,6000.461318360869
RDD,0.012721619334941583,0.0012,28808713174.0,28808713174.0,0.0,0.0,0.0,0.0,-18163.12937904493,-18163.12937904493
BAT,0.05084171414397259,0.11233,1221399089.0,1229949089.0,8550000.0,0.7000168967704168,855.0,96.04214999999999,-775.4502708335879,79.54972916641213
ICX,0.02767705859023062,0.18792,400230000.0,400230000.0,0.0,0.0,0.0,0.0,-252.33439714814637,-252.33439714814637
OMG,0.056281739206319424,1.09054,140245398.0,140245398.0,0.0,0.0,0.0,0.0,-88.42100281621032,-88.42100281621032
BCD,0.03954400574974609,0.69889,153756875.0,153756875.0,0.0,0.0,0.0,0.0,-96.93963061366689,-96.93963061366689
REP,0.049885573533532,12.32381,11000000.0,11000000.0,0.0,0.0,0.0,0.0,-6.935208176872324,-6.935208176872324
SNT,0.023319975168176056,0.01826,3470483788.0,3470483788.0,0.0,0.0,0.0,0.0,-2188.0479585673124,-2188.0479585673124
KMD,0.025670653667567024,0.62524,111183258.0,111571400.0,388142.0,0.3491011209619366,38.8142,24.268190408,-70.34280778046299,-31.52860778046299
BTS,0.036646335668548836,0.03707,2679470000.0,2686400000.0,6930000.0,0.25863323717003617,693.0,25.68951,-1693.7039314863466,-1000.7039314863466
IOST,0.024934621425505222,0.00564,12003807131.0,12013965609.0,10158478.0,0.08462713445107628,1015.8478,5.729381592,-7574.4865934726995,-6558.638793472699
NANO,0.04168689986758714,0.85016,133248289.0,133248289.0,0.0,0.0,0.0,0.0,-84.00951122064059,-84.00951122064059
POLY,0.013192284357079698,0.0944,288292107.0,379761312.0,91469205.0,31.727960210856555,9146.9205,863.4692952,-239.42943238565107,8907.49106761435
GNO,0.004617145139774324,11.35887,1104590.0,1104590.0,0.0,0.0,0.0,0.0,-0.6964146909174,-0.6964146909174
AE,0.03137058058890497,0.36584,233020472.0,233020472.0,0.0,0.0,0.0,0.0,-146.91322570845895,-146.91322570845895
WTC,0.014031652075081766,0.9300700000000001,40369759.0,40997359.0,627600.0,1.5546290479464986,62.760000000000005,58.37119320000001,-25.847747215179105,36.9122527848209
XVG,0.03305249851508492,0.00592,15172086051.0,15172086051.0,0.0,0.0,0.0,0.0,-9565.597749191431,-9565.597749191431
XZC,0.011214991345893079,4.5721099999999995,6413633.0,6665688.0,252055.0,3.929987886740638,25.2055,115.242318605,-4.202539447461794,21.002960552538205
ELF,0.010243988461043744,0.09942000000000001,280000000.0,280000000.0,0.0,0.0,0.0,0.0,-176.53257177493188,-176.53257177493188
STRAT,0.02779158890446632,0.7614,99147692.0,99188932.0,41240.0,0.041594513364962005,4.1240000000000006,3.1400136,-62.53599020560299,-58.41199020560299
PIVX,0.013353970561727024,0.6391,56781166.0,56781166.0,0.0,0.0,0.0,0.0,-35.79901879414043,-35.79901879414043
LRC,0.015945431838747456,0.054920000000000004,788984491.0,788984491.0,0.0,0.0,0.0,0.0,-497.4337903098771,-497.4337903098771
DGD,0.011170773993529972,15.17805,2000000.0,2000000.0,0.0,0.0,0.0,0.0,-1.2609469412495133,-1.2609469412495133
ZEN,0.008460456764628279,4.04574,5455638.0,5682750.0,227112.0,4.162886173899372,22.7112,91.88361028800001,-3.5828231151928365,19.128376884807164
POWR,0.011249689356790197,0.07722000000000001,392559001.0,395889007.0,3330006.0,0.8482816574112872,333.0006,25.714306332000007,-249.59751622547864,83.40308377452138
AION,0.011282010469907117,0.11183,265294161.0,274151662.0,8857501.0,3.3387470597213698,885.7501000000001,99.05343368300001,-172.84534981868524,712.9047501813149
QASH,0.009421491600348898,0.07315,350000000.0,350000000.0,0.0,0.0,0.0,0.0,-220.66571471866487,-220.66571471866487
PPT,0.023311035848986528,1.18956,53252246.0,53252246.0,0.0,0.0,0.0,0.0,-33.57412835418332,-33.57412835418332
WAN,0.010752528294943426,0.27526,106152493.0,106152493.0,0.0,0.0,0.0,0.0,-66.92633067718019,-66.92633067718019
GNT,0.01999968249392064,0.0564,959842000.0,963622000.0,3780000.0,0.3938148153550314,378.0,21.3192,-607.5381067103693,-229.53810671036933
FCT,0.018981691820458405,5.89838,8745102.0,8745102.0,0.0,0.0,0.0,0.0,-5.5135548089075,-5.5135548089075
STORJ,0.006574863939752574,0.13158,135787439.0,135787439.0,0.0,0.0,0.0,0.0,-85.61037793357747,-85.61037793357747
NAS,0.008754723044424819,0.52287,45500000.0,45500000.0,0.0,0.0,0.0,0.0,-28.686542913426432,-28.686542913426432
MONA,0.011817433694421134,0.4913,64634600.0,65364075.0,729475.0,1.1286137765221804,72.9475,35.839106750000006,-41.210315219426896,31.73718478057311
