,Float,Price,Mkt Cap,Weight,Equal,AWF,Adj Mkt Cap,Adj Weight,Adj Float
LINK,1000000000.0,3.92610524,3926105240.0,0.1948232694988495,0.05,0.25664285446300483,1007606855.7157607,0.049999999999999996,256642854.46300483
BNB,100000000.0,19.01997785,1901997785.0,0.09438193945439675,0.05,0.529762370735758,1007606855.7157606,0.04999999999999999,52976237.0735758
TRX,104145119673.46,0.01645945,1714171390.0093315,0.08506151879999158,0.05,0.5878098663811415,1007606855.7157607,0.049999999999999996,61217528879.50452
ETC,194571423.67,7.7557297,1509043369.328702,0.07488254773022274,0.05,0.6677123243740799,1007606855.7157607,0.049999999999999996,129917737.55546956
DASH,17600805.03,84.73721081,1491443126.2528183,0.0740091791650902,0.05,0.6755918733873052,1007606855.7157607,0.049999999999999996,11890960.843342405
XMR,22466083.47,64.8953806,1457945037.3770185,0.0723469192923145,0.05,0.6911144315347725,1007606855.7157607,0.049999999999999996,15526634.506181797
ICX,4105532970.53,0.29055933,1192900909.2101066,0.05919475946611742,0.05,0.8446693668654838,1007606855.7157607,0.049999999999999996,3467817934.862944
NEO,100000000.0,11.37830248,1137830248.0,0.05646201400603484,0.05,0.8855511245960133,1007606855.7157607,0.049999999999999996,88555112.45960133
ZEC,20924230.74,49.06582564,1026664657.139968,0.05094569629593625,0.05,0.9814371700713866,1007606855.7157607,0.049999999999999996,20535817.803386316
ONT,1000000000.0,0.68994623,689946230.0,0.034236876520152885,0.05,1.4604135973259258,1007606855.7157606,0.04999999999999999,1460413597.3259258
DOGE,280666706295.71,0.00227891,639614163.6443565,0.031739272118687704,0.05,1.5753354334348644,1007606855.7157606,0.04999999999999999,442144207413.08813
IOT,2779530283.28,0.21125807,587198203.152286,0.02913825962086997,0.05,1.715956980635454,1007606855.7157607,0.049999999999999996,4769554392.481957
RVN,20754957265.63,0.02517466,522498992.476765,0.02592772118970966,0.05,1.9284378921755871,1007606855.7157606,0.04999999999999999,40024646041.52591
VET,86716263400.0,0.0054341,471224846.94194,0.023383368437246397,0.05,2.1382719146809097,1007606855.7157607,0.049999999999999996,185422950574.29208
XEM,8999999999.0,0.04930592,443753279.9506941,0.022020159818953933,0.05,2.2706465534806117,1007606855.7157606,0.04999999999999999,20435818979.05486
DCR,20619744.270000003,17.13557693,353331214.21551174,0.017533188277312803,0.05,2.851734619464383,1007606855.7157607,0.049999999999999996,58802038.57926135
BAT,1500000000.0,0.21212882,318193230.0,0.015789552651166175,0.05,3.1666508294842117,1007606855.7157606,0.04999999999999999,4749976244.226317
LSK,231538505.47,1.36036174,314976124.1781687,0.01562991172556201,0.05,3.1989943947173596,1007606855.7157607,0.049999999999999996,740690381.1597646
ZRX,1000000000.0,0.23220253,232202530.0,0.011522476682388852,0.05,4.339344862933925,1007606855.7157606,0.04999999999999999,4339344862.933925
QTUM,107823401.54,2.05054315,221096537.4375465,0.01097136924899588,0.05,4.5573163080420525,1007606855.7157608,0.05,491385346.2268086
